"123_part1" "123_part2" "123_part3" "123_part4" "152_part1" "152_part2" "165_part1" "165_part2" "226_part1" "226_part2" "226_part3" "227_part1" "227_part2" "233_part1" "233_part2" "belov_part1" "belov_part2" "belov_part3" "belov_part4" "belov_part5" "erkhov_part1" "erkhov_part2" "erkhov_part3" "erkhov_part4" "gasparov_part1" "gasparov_part2" "gasparov_part3" "gasparov_part4" "gasparov_part5" "gasparov_part6" "gasparov_part7" "gasparov_part8" "gasparov_part9" "karelsky_part1" "karelsky_part2" "karelsky_part3" "karelsky_part4" "karelsky_part5" "karelsky_part6" "karelsky_part7" "karelsky_part8" "karelsky_part9" "kostyrko_part1" "kostyrko_part2" "rynkevich_part1" "rynkevich_part2" "rynkevich_part3" "sanovich_part1" "sanovich_part2" "sanovich_part3" "sanovich_part4" "shishkin_part1" "shishkin_part2" "shishkin_part3" "shishkin_part4" "shishkin_part5" "smirnov_part1" "smirnov_part2" "smirnov_part3" "smirnov_part4" "zhidkov_part1" "zhidkov_part2" "zhivotovsky_part1" "zhivotovsky_part2"
"к" 0.755617418969974 0.891442155309033 0.556107249255213 0.753968253968254 0.472999605833662 0.574940523394132 0.715421303656598 0.76 0.655802861685215 0.556328233657858 0.639105252646295 0.559217096065508 0.716988647679745 0.793493354493156 0.812685827552032 0.853513298928146 0.43607532210109 0.533913387383824 0.616547334924423 0.497116723006562 0.577344216603623 0.755767700875099 0.656455142231947 0.695410292072323 0.614713464207813 0.395726157499011 0.676616915422886 0.576655398687612 0.515975391942846 0.775347912524851 0.596896140071628 0.517722023098367 0.616547334924423 0.474683544303797 0.594059405940594 0.672069578968176 0.795386756810499 0.795703202705391 0.934022257551669 0.613861386138614 0.773656020630827 0.59370670888581 0.713436385255648 0.736758263639984 0.517825134435371 0.753071739992073 0.518444666001994 0.667320902845927 0.974155069582505 0.855891719745223 0.537313432835821 0.537099661826139 0.795544948289578 0.556549393758696 0.597609561752988 0.478278198485452 0.713577799801784 0.594530321046373 0.871459694989107 0.692657827033445 0.858283433133733 0.9185303514377 0.677425782028293 0.671671276175425
"как" 0.775502087890237 0.574484944532488 0.516385302879841 0.654761904761905 0.610957824201813 0.594766058683584 0.496820349761526 0.38 0.37758346581876 0.397377309755613 0.319552626323148 0.459356900339525 0.637323242381996 0.317397341797262 0.515361744301288 0.416832076220722 0.574826560951437 0.415265967965197 0.417661097852029 0.357924040564725 0.81624527174995 0.596658711217184 0.41774418142033 0.496721637194516 0.515566131271069 0.395726157499011 0.437810945273632 0.556770729767349 0.635046636237349 0.815109343936382 0.457620374054914 0.3584229390681 0.616547334924423 0.67246835443038 0.772277227722772 0.672069578968176 0.855040763571287 0.656455142231947 0.596184419713832 0.99009900990099 0.813330688355485 0.692657827033445 0.495441934205311 0.716845878136201 0.497908783110934 0.297265160523187 0.438683948155533 0.647693817468106 0.556660039761431 0.517515923566879 0.398009950248756 0.775810622637756 0.437549721559268 0.417412045319022 0.737051792828685 0.518134715025907 0.396432111000991 0.435988902100674 0.574371162606457 0.613496932515337 0.359281437125749 0.259584664536741 0.597728631201435 0.612406163571711
"из" 0.497116723006562 0.673534072900158 0.536246276067527 0.535714285714286 0.394166338194718 0.574940523394132 0.874403815580286 0.56 0.695548489666137 0.635803695608981 0.539245056920312 0.499300978629918 0.318661621190998 0.555445348145209 0.614469772051536 0.535926955140929 0.475718533201189 0.237294838837255 0.417661097852029 0.636309405448399 0.497710531554848 0.616547334924423 0.537099661826139 0.456983906218955 0.555225064445766 0.672734467748318 0.796019900497512 0.536886060847087 0.476284977178011 0.656063618290258 0.676482292081178 0.29868578255675 0.37788385043755 0.731803797468354 0.554455445544555 0.513935560387428 0.497116723006562 0.477421921623235 0.337837837837838 0.514851485148515 0.714144019043841 0.633287156144864 0.653983353151011 0.537634408602151 0.338577972515435 0.515259611573524 0.538384845463609 0.628066732090285 0.457256461232604 0.636942675159236 0.63681592039801 0.596777402029043 0.477326968973747 0.437288809381833 0.358565737051793 0.358708648864089 0.356788899900892 0.257629805786762 0.613982966924143 0.534336037997229 0.518962075848303 0.399361022364217 0.57780434349472 0.553141050967997
"за" 0.3181547027242 0.713153724247227 0.5759682224429 0.277777777777778 0.394166338194718 0.396510705789056 0.596184419713832 0.7 0.437201907790143 0.536459368170077 0.379468743758738 0.219692430597164 0.219079864568811 0.555445348145209 0.297324083250743 0.37713378324732 0.317145688800793 0.553687957286929 0.576770087509944 0.39769337840525 0.736611586701175 0.596658711217184 0.41774418142033 0.437115040731174 0.535395597858418 0.455085081123862 0.45771144278607 0.576655398687612 0.615201428854932 0.715705765407555 0.716275368085953 0.657108721624851 0.934765314240255 0.731803797468354 0.376237623762376 0.830203597548923 0.357924040564725 0.358066441217426 0.417329093799682 0.772277227722772 0.654632017456854 0.653077379774391 0.475624256837099 0.338510553564317 0.477992431786497 0.495441934205311 0.319042871385842 0.451422963689892 0.596421471172962 0.378184713375796 0.417910447761194 0.358066441217426 0.696101829753381 0.556549393758696 0.49800796812749 0.458349940215225 0.693756194251734 0.297265160523187 0.41592394533571 0.514545814367702 0.339321357285429 0.559105431309904 0.418410041841004 0.513630975898854
"она" 0.477232054086299 0.475435816164818 0.357497517378352 0.535714285714286 0.315333070555775 0.0198255352894528 0.317965023847377 0.44 0.536565977742448 0.0198688654877806 0.279608548032754 0.339524665468344 0.119498107946624 0.337234675659591 1.05054509415263 0.655021834061135 0.198216055500496 0.850306505833498 0.835322195704057 0.735732750049712 0.975512641847502 0.656324582338902 0.815595782773026 0.774885754023445 0.198294665873488 0.257222002374357 0.258706467661692 0.815271425730762 0.41674935503076 0.25844930417495 0.258654994031039 0.398247710075667 0.596658711217184 0.395569620253165 0.752475247524752 0.513935560387428 0.616424736528137 0.397851601352695 0.476947535771065 0.415841584158416 0.436421344971236 0.39580447259054 0.178359096313912 0.219036240541617 0.557657837084246 0.297265160523187 0.438683948155533 0.392541707556428 1.53081510934394 0.656847133757962 0.258706467661692 0.4575293415556 0.318217979315831 0.417412045319022 1.13545816733068 0.677560781187724 0.317145688800793 0.336900515259612 0.5941770647653 0.39580447259054 0.179640718562874 0.339456869009585 0.597728631201435 0.45436586329514
"от" 0.3181547027242 0.515055467511886 0.436941410129096 0.396825396825397 0.43358297201419 0.376685170499603 0.496820349761526 0.26 0.457074721780604 0.536459368170077 0.499300978629918 0.619133213501099 0.477992431786497 0.277722674072605 0.43607532210109 0.396982929734021 0.43607532210109 0.316393118449674 0.397772474144789 0.39769337840525 0.537527374079236 0.35799522673031 0.517207081758504 0.278164116828929 0.475907198096371 0.890383854372774 0.437810945273632 0.576655398687612 0.396904147648343 0.457256461232604 0.477516912057302 0.557546794105934 0.517104216388226 0.534018987341772 0.396039603960396 0.711603083613362 0.437462716245774 0.4575293415556 0.596184419713832 0.514851485148515 0.495933346558223 0.415594696220067 0.376535869996036 0.3584229390681 0.517825134435371 0.535077288941736 0.997008973080758 0.412168792934249 0.139165009940358 0.497611464968153 0.338308457711443 0.87527352297593 0.517104216388226 0.457165573444643 0.398406374501992 0.518134715025907 0.396432111000991 0.356718192627824 0.554565260447613 0.237482683554324 0.419161676646707 0.718849840255591 0.458258617254433 0.395100750691426
"о" 0.417578047325512 0.396196513470681 0.397219463753724 0.456349206349206 0.394166338194718 0.317208564631245 0.476947535771065 0.56 0.357710651828299 0.576197099145639 0.259636508887557 0.379468743758738 0.438159729137622 0.733981352906169 0.416253716551041 0.396982929734021 0.356788899900892 0.553687957286929 0.35799522673031 0.576655398687612 0.258809476408521 0.37788385043755 0.258603540879252 0.337770713292271 0.376759865159627 0.395726157499011 0.616915422885572 0.715848081129449 0.476284977178011 0.318091451292247 0.139275766016713 0.756670649143767 0.755767700875099 0.257120253164557 0.356435643564356 0.336034789484088 0.616424736528137 0.358066441217426 0.655802861685215 0.594059405940594 0.456258678833565 0.39580447259054 0.336900515259612 0.557546794105934 0.557657837084246 0.435988902100674 0.518444666001994 0.412168792934249 0.397614314115308 0.437898089171975 0.398009950248756 0.4575293415556 0.576770087509944 0.516795865633075 0.49800796812749 0.717417297728179 0.495540138751239 0.455806579468886 0.47534165181224 0.277063130813378 0.63872255489022 0.359424920127796 0.537955768081291 0.474120900829712
"по" 0.536886060847087 0.495245641838352 0.536246276067527 0.416666666666667 0.551832873472605 0.396510705789056 0.37758346581876 0.44 0.417329093799682 0.437115040731174 0.459356900339525 0.239664469742361 0.438159729137622 0.555445348145209 0.693756194251734 0.615323541087733 0.594648166501487 0.573462527190034 0.37788385043755 0.616424736528137 0.477802110292654 0.477326968973747 0.377959021285061 0.456983906218955 0.674201863969859 0.277008310249307 0.238805970149254 0.139192682441837 0.396904147648343 0.377733598409543 0.557103064066852 0.278773397052967 0.397772474144789 0.791139240506329 0.475247524752475 0.316268037161494 0.457347385166037 0.338173861149791 0.556438791732909 0.435643564356436 0.476096012695894 0.514545814367702 0.713436385255648 0.537634408602151 0.358494323839873 0.217994451050337 0.458624127617149 0.333660451422964 0.417495029821074 0.398089171974522 0.398009950248756 0.477421921623235 0.437549721559268 0.298151460942159 0.239043824701195 0.318852132323635 0.634291377601586 0.554894966309949 0.455535749653397 0.415594696220067 0.399201596806387 0.479233226837061 0.597728631201435 0.237060450414856
"у" 0.417578047325512 0.376386687797147 0.436941410129096 0.674603174603175 0.394166338194718 0.13877874702617 0.337837837837838 0.36 0.317965023847377 0.278164116828929 0.419412822049131 0.339524665468344 0.159330810595499 0.555445348145209 0.515361744301288 0.476379515680826 0.396432111000991 0.553687957286929 0.417661097852029 0.3181547027242 0.617161059128011 0.497215592680986 0.338173861149791 0.814623484999007 0.773349196906603 0.494657696873763 0.517412935323383 0.457347385166037 0.535820599325263 0.834990059642147 0.417827298050139 0.378335324571884 0.477326968973747 0.514240506329114 0.455445544554455 0.375568294129275 0.338039371644462 0.258603540879252 0.139109697933227 0.376237623762376 0.376909343384249 0.376014248961013 0.396353547364249 0.3584229390681 0.29874526986656 0.237812128418549 0.259222333000997 0.314033366045142 0.437375745526839 0.497611464968153 0.477611940298507 0.4575293415556 0.298329355608592 0.35778175313059 0.318725099601594 0.358708648864089 0.555004955401388 0.376535869996036 0.455535749653397 0.613496932515337 0.159680638722555 0.159744408945687 0.39848575413429 0.375345713156855
"все" 0.377808709484987 0.416006339144216 0.317775571002979 0.476190476190476 0.532124556562869 0.535289452815226 0.278219395866455 0.22 0.357710651828299 0.536459368170077 0.599161174355902 0.439384861194328 0.75682135032862 0.396746677246578 0.574826560951437 0.297737197300516 0.45589692765114 0.51413881748072 0.437549721559268 0.517001391926824 0.398168425243878 0.35799522673031 0.83548836284066 0.238426385853368 0.178465199286139 0.316580925999209 0.278606965174129 0.258500695963412 0.396904147648343 0.377733598409543 0.159172304019101 0.199123855037834 0.218774860779634 0.296677215189873 0.514851485148515 0.573235817355209 0.457347385166037 0.437636761487965 0.437201907790143 0.495049504950495 0.277722674072605 0.435384919849594 0.634165675782798 0.17921146953405 0.776737701653057 0.277447483154974 0.438683948155533 0.412168792934249 0.337972166998012 0.278662420382166 0.358208955223881 0.497314501690869 0.298329355608592 0.397535281256212 0.418326693227092 0.338780390593862 0.43607532210109 0.475624256837099 0.633788869082987 0.455175143479121 0.399201596806387 0.479233226837061 0.318788603307432 0.355590675622284
"то" 0.298270033803937 0.63391442155309 0.615690168818272 0.496031746031746 0.551832873472605 0.277557494052339 0.317965023847377 0.2 0.218600953895072 0.357639578780052 0.379468743758738 0.359496704613541 0.577574188408684 0.634794683594525 0.475718533201189 0.317586343787217 0.376610505450942 0.553687957286929 0.457438345266508 0.278385364883675 0.258809476408521 0.218774860779634 0.4575293415556 0.218557520365587 0.674201863969859 0.435298773248912 0.338308457711443 0.119308013521575 0.515975391942846 0.73558648111332 0.49741345005969 0.2389486260454 0.338106603023071 0.791139240506329 0.633663366336634 0.395335046451868 0.218731358122887 0.318281281082156 0.278219395866455 0.396039603960396 0.555445348145209 0.534336037997229 0.673801030519223 0.378335324571884 0.458076080462059 0.237812128418549 0.179461615154536 0.451422963689892 0.516898608349901 0.577229299363057 0.378109452736318 0.218818380743982 0.477326968973747 0.298151460942159 0.557768924302789 0.358708648864089 0.297324083250743 0.535077288941736 0.435729847494553 0.514545814367702 0.179640718562874 0.279552715654952 0.318788603307432 0.434610825760569
"ему" 0.596540067607874 0.673534072900158 0.536246276067527 0.416666666666667 0.236499802916831 0.198255352894528 0.476947535771065 0.4 0.357710651828299 0.437115040731174 0.199720391451967 0.199720391451967 0.258912567217686 0.476096012695894 0.178394449950446 0.535926955140929 0.218037661050545 0.316393118449674 0.37788385043755 0.457347385166037 0.557435795341429 0.497215592680986 0.377959021285061 0.397377309755613 0.277612532222883 0.237435694499406 0.398009950248756 0.377808709484987 0.396904147648343 0.298210735586481 0.517309988062077 0.29868578255675 0.178997613365155 0.55379746835443 0.257425742574257 0.434868551097055 0.377808709484987 0.41774418142033 0.616057233704293 0.514851485148515 0.337234675659591 0.39580447259054 0.297265160523187 0.29868578255675 0.338577972515435 0.535077288941736 0.797607178464606 0.70657507360157 0.536779324055666 0.577229299363057 0.477611940298507 0.258603540879252 0.536992840095465 0.477042337507454 0.47808764940239 0.478278198485452 0.495540138751239 0.455806579468886 0.396118043176867 0.39580447259054 0.279441117764471 0.0599041533546326 0.318788603307432 0.217305412880284
"это" 0.258500695963412 0.336767036450079 0.397219463753724 0.436507936507937 0.394166338194718 0.733544805709754 0.298092209856916 0.44 0.258346581875994 0.496721637194516 0.499300978629918 0.379468743758738 0.418243377813185 0.277722674072605 0.475718533201189 0.277888050813815 0.257680872150644 0.276843978643464 0.477326968973747 0.198846689202625 0.497710531554848 0.338106603023071 0.41774418142033 0.357639578780052 0.634542930795162 0.474871388998813 0.378109452736318 0.556770729767349 0.436594562413177 0.874751491053678 0.298448070035814 0.557546794105934 0.696101829753381 0.257120253164557 0.435643564356436 0.158134018580747 0.198846689202625 0.258603540879252 0.278219395866455 0.277227722772277 0.238048006347947 0.257272907183851 0.336900515259612 0.4778972520908 0.238996215893248 0.237812128418549 0.219341974077767 0.2747791952895 0.318091451292247 0.298566878980892 0.159203980099502 0.477421921623235 0.338106603023071 0.437288809381833 0.298804780876494 0.378636907134316 0.218037661050545 0.217994451050337 0.0990295107942167 0.217692459924797 0.558882235528942 0.539137380191693 0.298864315600717 0.414855788225998
"их" 0.298270033803937 0.178288431061807 0.099304865938431 0.515873015873016 0.256208119826567 0.297383029341792 0.298092209856916 0.3 0.278219395866455 0.198688654877806 0.339524665468344 0.619133213501099 0.37841067516431 0.198373338623289 0.396432111000991 0.37713378324732 0.178394449950446 0.217520268934151 0.278440731901352 0.1590773513621 0.338443161457296 0.437549721559268 0.616669982096678 0.278164116828929 0.49573666468372 0.395726157499011 0.537313432835821 0.39769337840525 0.377058940265926 0.159045725646123 0.318344608038201 0.258861011549184 0.437549721559268 0.316455696202532 0.198019801980198 0.355801541806681 0.3181547027242 0.298388701014522 0.218600953895072 0.257425742574257 0.277722674072605 0.178112012665743 0.336900515259612 0.318598168060534 0.278828918542123 0.356718192627824 0.299102691924227 0.13738959764475 0.278330019880716 0.378184713375796 0.736318407960199 0.218818380743982 0.258552108194113 0.298151460942159 0.258964143426295 0.318852132323635 0.376610505450942 0.376535869996036 0.17825311942959 0.39580447259054 0.239520958083832 0.299520766773163 0.259015740187288 0.29632556301857
"они" 0.437462716245774 0.217908082408875 0.258192651439921 0.297619047619048 0.295624753646039 0.337034099920698 0.258346581875994 0.06 0.258346581875994 0.397377309755613 0.359496704613541 0.239664469742361 0.238996215893248 0.257885340210276 0.634291377601586 0.436681222707424 0.237859266600595 0.217520268934151 0.417661097852029 0.218731358122887 0.497710531554848 0.35799522673031 0.537099661826139 0.417246175243394 0.257783065635534 0.336367233874159 0.358208955223881 0.437462716245774 0.476284977178011 0.178926441351889 0.437723836052527 0.3584229390681 0.477326968973747 0.316455696202532 0.178217821782178 0.355801541806681 0.278385364883675 0.179033220608713 0.119236883942766 0.198019801980198 0.317397341797262 0.178112012665743 0.237812128418549 0.0995619275189168 0.199163513244374 0.297265160523187 0.279162512462612 0.157016683022571 0.218687872763419 0.25875796178344 0.616915422885572 0.218818380743982 0.298329355608592 0.178890876565295 0.199203187250996 0.199282582702272 0.198216055500496 0.416171224732461 0.316894434541493 0.474965367108648 0.658682634730539 0.279552715654952 0.17931858936043 0.29632556301857
