"123_part1" "123_part2" "123_part3" "123_part4" "152_part1" "152_part2" "165_part1" "165_part2" "226_part1" "226_part2" "226_part3" "227_part1" "227_part2" "233_part1" "233_part2" "belov_part1" "belov_part2" "belov_part3" "belov_part4" "belov_part5" "erkhov_part1" "erkhov_part2" "erkhov_part3" "erkhov_part4" "gasparov_part1" "gasparov_part2" "gasparov_part3" "gasparov_part4" "gasparov_part5" "gasparov_part6" "gasparov_part7" "gasparov_part8" "gasparov_part9" "karelsky_part1" "karelsky_part2" "karelsky_part3" "karelsky_part4" "karelsky_part5" "karelsky_part6" "karelsky_part7" "karelsky_part8" "karelsky_part9" "kostyrko_part1" "kostyrko_part2" "rynkevich_part1" "rynkevich_part2" "rynkevich_part3" "sanovich_part1" "sanovich_part2" "sanovich_part3" "sanovich_part4" "shishkin_part1" "shishkin_part2" "shishkin_part3" "shishkin_part4" "shishkin_part5" "smirnov_part1" "smirnov_part2" "smirnov_part3" "smirnov_part4" "zhidkov_part1" "zhidkov_part2" "zhivotovsky_part1" "zhivotovsky_part2"
"123_part1" 0 0.9163061358659 0.835269653545953 1.04125816404125 1.06094012445486 1.17782551981654 0.939878675693321 1.13112506146524 1.08142263598015 1.17301632273725 1.11404462622309 1.22191181623942 1.19637017962301 0.860885044511459 1.09330105313943 0.971589231620577 0.905970243797552 0.955432780602158 0.956790454637712 0.889075473709008 0.947107659210277 0.989492299547769 1.21972012409609 1.10973732495818 1.14084512182435 1.24463440783261 1.22040151873949 1.28772733693084 1.04203578857091 1.17715061722433 1.21104539691539 1.19333411853366 1.11541955930019 0.958286369536315 1.09735082675977 1.09643148396233 0.969851679455291 0.991690155351737 1.09228655174772 1.02362826295859 0.920650855000803 1.15802676814207 1.06211391222755 1.0163666503483 1.06240577663339 1.00786838028488 1.10466496150428 1.18592107145575 0.940391394863273 0.87360637282826 1.22245147778995 0.99339558521651 1.21313323712628 0.932510573172469 1.13633935154878 0.981954879066941 1.15992144257754 0.992346880595436 1.1252221199544 1.27112760423878 1.14267310990789 1.53320407516479 0.926611563898648 0.995849985321661
"123_part2" 0.9163061358659 0 0.710536900743179 0.893704995606437 1.09764142875167 1.16168065413881 0.782826559794102 0.832707276591795 0.905477831261873 0.972962108162571 1.11571591404076 1.01925583379034 0.96864283509343 0.948186728586319 1.17530895921408 1.02034819624985 0.882708447461715 0.998761665040922 0.874950047000081 0.923891198217645 1.01461057850016 0.755873174192753 1.22968064958665 1.0206534126478 1.11624991961453 1.25789534526256 1.15057266919095 1.20976823354546 1.08931634956877 1.05970952379257 1.05987651353758 1.27951867686307 1.16453152064075 0.959363538352454 0.880886560479089 0.925860833147086 1.04888249335457 0.995142813763381 1.15079385455293 0.921479896718973 0.85712753420092 0.880384012225485 1.07507007663564 0.933665426384263 0.946895892538173 0.868630100465516 1.0169680273495 0.962774734944362 1.03537797856532 0.661314425374457 1.06656907304662 0.981326702816122 0.959597834278923 0.733669050252598 1.0099760239039 0.960035855366729 1.03096246056174 1.04945955681722 1.1740373984298 1.18776609429863 1.12381811049474 1.24860447718063 0.982074577305127 0.994262518171945
"123_part3" 0.835269653545953 0.710536900743179 0 0.984742567772001 0.843229820508195 0.930955504820722 0.907101219472773 1.01081684786723 0.965523962212686 1.00383957359492 0.956150839110005 1.05101109293516 1.07450363842013 0.776778281901541 1.06674674995161 0.924321842160241 0.769316453295676 0.924535583265886 1.00336810467497 0.853952801292026 1.04139227505776 0.927815281003461 1.19462004301903 1.0580824252869 1.03177102721382 1.14180608485816 1.1587005724757 1.11898906192764 0.958626099836331 1.00522880238895 1.16439382196665 1.06296524342487 1.14547072847331 0.933155871220866 0.911447944213897 1.12383382544951 0.982161145670051 1.02145737092437 1.13253092654585 1.00098468592001 1.05742092857188 0.940853909877015 0.941690545796987 0.995957801158058 0.822483243101858 0.900236711581169 1.19798822635319 1.06803149569125 1.04601830675415 0.824307299201515 1.07208939095941 0.966158964235482 1.05230907232473 0.764234930929798 0.930694424592493 0.791753316620422 1.12178453910794 1.04662926026255 1.00219583533768 1.24965974471507 0.944143731579333 1.37768197434156 0.833829896166751 0.855668650334193
"123_part4" 1.04125816404125 0.893704995606437 0.984742567772001 0 1.19866967143645 1.09853069739061 1.09447613715071 1.15568775739096 1.18080254821463 1.24721287898226 1.2019404383824 1.12865920363436 1.10143019602455 1.07966086614311 1.04235616148715 1.1497377475262 1.12089767032445 1.12695447591842 1.08920225087925 1.07724042459267 1.14384154368216 0.967722671802974 1.13644107725369 1.0771160706619 1.31085418740793 1.38924574407574 1.29572743843245 1.36668777855731 1.09699670154151 1.16667720784924 1.41375570696134 1.47098366791917 1.2439837019813 1.13131639763981 1.0306705805644 1.04884888726023 1.14469175300467 1.11700272774373 1.28488132085448 1.20990232151698 1.09770214310659 1.01624358801568 1.27913581369024 1.06801569173399 1.07259683771992 1.23381143290383 1.38091280682279 1.16877151853186 1.17634151440552 0.912434296709875 1.23243124219549 1.14293096513957 1.33283518051901 1.02134981223007 1.17071199759923 1.11810542912162 1.27960653160228 1.12992812259411 1.28742253326048 1.31649841068884 1.2198726453857 1.59810823126183 1.11980871574223 1.02805424134688
"152_part1" 1.06094012445486 1.09764142875167 0.843229820508195 1.19866967143645 0 0.87860293389513 1.01623137748934 1.10882749396107 0.939423073134925 1.05701848009978 0.755360535008604 1.01078385438506 0.940663838249682 1.06622698223657 1.10993528953879 1.0700464218124 0.792278822216501 0.926383642059078 0.995829757817989 0.955584278837784 1.16218341374024 1.14939732166382 1.19035647154689 1.24724958982648 1.01604801052072 1.00792789434057 1.0784490649861 1.06851283628909 0.891520449889393 0.877823640085126 1.190017931765 0.951221177252708 0.965526504910217 0.916789729810023 0.849732056571158 1.15166862897711 0.91762681887497 0.960623693620842 1.0870345587131 0.945115254694714 1.05800832250878 1.09062519612512 0.792608256617021 0.885390803522772 0.873575695170474 1.12290143364808 1.19778293817082 1.39513976113741 1.32321919644237 1.17504853184506 1.15953070055729 0.976214935934083 1.0325113168274 0.942908602578633 1.06378040243361 1.01294639511773 1.06321963737899 0.986299822520297 0.952455145102442 1.22163108948516 0.971140886428409 1.34066008868259 0.79462949270036 0.677018117315905
"152_part2" 1.17782551981654 1.16168065413881 0.930955504820722 1.09853069739061 0.87860293389513 0 0.979109864937773 1.05907635120771 1.04357449750938 1.11193226867704 0.833569344209218 1.01311543530012 1.00061595148606 1.10956961098487 1.26408854288207 1.20028878814388 0.900991927858584 1.25856901097789 1.17154724737011 1.15164343325885 1.16586191257661 1.10229080616952 1.1434184615895 1.27082407143636 1.22757030615299 1.15896692626743 1.23177328979793 1.16250470201509 1.0283747431318 1.02477290744884 1.21923886135991 1.13737796402834 1.11146984032846 1.19325711562749 1.11379738372565 1.26062412629473 1.02816817475087 1.09689397056396 1.15862324017235 1.10739169644844 1.24652453665776 1.13272762008477 1.06098328658334 0.962836008705366 1.00647904889291 1.06259313054026 1.2401076412341 1.45035840402995 1.35607145405905 1.19055849269782 1.20990504825291 0.993145528367371 1.22171361741164 0.974972994942588 1.12739749656467 1.07475242142105 1.17490287485616 1.30130884262875 1.15755574034488 1.3001837799231 0.832956028026786 1.28746163707211 0.960322069273038 0.911401301523105
"165_part1" 0.939878675693321 0.782826559794102 0.907101219472773 1.09447613715071 1.01623137748934 0.979109864937773 0 0.64661692616385 0.861312660682702 0.937560172038048 0.986958826839203 0.902963623651825 0.896311634955723 0.816969991156951 1.36066130815909 1.12360387357292 0.919460335304348 1.07899899673203 0.884441298046372 0.940688449812654 1.11145252503072 0.93741473584144 1.29110612503398 1.16990188185594 0.917432987804084 1.14332893496508 0.869241570593516 1.20073374057809 1.1335374589246 1.15929763234119 1.00987298264426 0.999560024674149 1.06678493979266 0.894886126025125 1.05448602533503 1.03558347111436 1.14332675546327 1.06840774301191 1.1548097764462 0.873866438200791 0.88445434163165 1.0460060301117 1.11729333467003 0.943272701557076 1.01890287810632 0.671130204550644 0.956864714996684 1.11167789541465 1.12453432937952 0.806047315983306 1.03950178276508 1.02373668549225 0.883227756821801 0.742847752936868 1.17761382389118 0.922347642478433 0.88399181134167 1.06161908676187 1.21923306819139 1.20010418612536 1.12563149332714 1.28915697372738 0.875701375254603 0.861922357085205
"165_part2" 1.13112506146524 0.832707276591795 1.01081684786723 1.15568775739096 1.10882749396107 1.05907635120771 0.64661692616385 0 0.841899930731402 0.891921696310335 0.915394572373177 0.841746978261853 0.873198447223359 0.894424124249729 1.39459544516775 1.15881250080996 0.995283454309922 1.13540030907025 0.949095290220119 0.988317250333587 1.16596653819531 0.906249851220315 1.32942966548239 1.09065923777315 1.04124177639801 1.21425782616063 1.07570927247561 1.03486355385805 1.15246311390644 1.19335092524469 1.08259470148248 1.01086883281714 0.947212456000231 1.0912591393847 0.978777666899225 1.21323782283825 1.06404551528705 1.01883305667631 1.2073034366408 0.999659832934555 1.07189858016887 1.11033947427112 1.23881027183663 0.874630518764252 1.01851361263074 0.817639927451464 1.02720455348544 1.36139103064853 1.34968086004136 1.07113322875601 1.08487256221432 0.98290643206539 0.854757123737511 0.654819701503015 1.22414534550891 0.982178623320904 0.89318134666492 1.12891474151336 1.28764209504132 1.0991880038409 1.0473951039777 1.23027464157375 1.04416595963584 0.955403190685936
"226_part1" 1.08142263598015 0.905477831261873 0.965523962212686 1.18080254821463 0.939423073134925 1.04357449750938 0.861312660682702 0.841899930731402 0 0.76084824599107 0.800397798227469 0.772287547224223 0.928595311656476 1.14564855934597 1.28275412001136 1.15807242204851 0.973829756710498 1.15017362415109 0.954158124022605 0.875687964591673 1.20873828726962 1.00984710535956 1.08828562821685 1.10780328796927 0.937320646158994 1.03695864168552 0.841925284983859 1.00416108906857 0.877564682266348 1.09819310931941 1.10156565534288 1.10075599369541 0.876913490650563 1.08799061785804 0.947111992697537 0.973374852681017 0.791929558940227 0.853743460990508 0.975007354058799 0.934492471416045 1.05787690972682 0.953651351942851 0.965492314466937 0.848550421913793 0.979261794773428 0.945909863980007 1.03529206151374 1.31705853491146 1.32044898244637 1.00466707633728 1.07625995562357 0.940279214428184 0.940123976440352 0.826740668044031 1.10430788051425 0.944088451565662 0.892599925271341 0.926139280116441 0.967573741594436 0.988510951592039 1.02487491269562 1.20878761248781 1.08194493451591 1.05411120388188
"226_part2" 1.17301632273725 0.972962108162571 1.00383957359492 1.24721287898226 1.05701848009978 1.11193226867704 0.937560172038048 0.891921696310335 0.76084824599107 0 0.772783023759113 0.951080291110981 0.960365334347622 1.10040228976025 1.1958340862008 1.22942075841928 0.962315781581261 1.08584704616875 0.964891743844572 0.928094112724512 1.12362022517167 1.04728165744126 1.10442806214206 1.21298747101451 0.872935556607575 1.06202570128561 1.00283360434663 1.05259060446034 0.972227573285363 1.12191588447841 1.07474600827156 0.935418191183194 0.933132424554218 1.17084175940851 0.927383742981631 1.05927035032832 1.12182308104442 1.09029185470782 1.16421622547434 0.925503236867086 1.21179010151799 1.18862198136838 1.15752287096497 1.07097404644514 0.92663536471423 0.971519917759658 0.967924316349951 1.25878610333034 1.53797463437103 1.1729962930086 0.970451703058427 1.00186929140948 1.04150399159388 0.867860661106904 1.1972566293741 0.981512159986065 0.926139741774935 0.948729162192812 1.01452439002088 1.11534921320628 1.05621491784518 1.29617125061497 1.18265288282895 1.19103714072497
