		lda	nmf
n_topics_5	n_topic_1	['немец', 'полицай', 'человек', 'нужный', 'увидеть', 'боганчиков', 'тупиг', 'школа', 'снизу', 'подстреливать']	['чубарь', 'зазыба', 'веремейк', 'родион', 'зазыб', 'браво', 'красноармеец', 'марыля', 'животовский', 'колхозный']
n_topics_5	n_topic_2	['андрей', 'лобанович', 'учитель', 'друг', 'получать', 'считать', 'янок', 'школа', 'год', 'крестьянин']	['андрей', 'лобанович', 'учитель', 'друг', 'лида', 'вскоре', 'янок', 'микутич', 'экзамен', 'ученик']
n_topics_5	n_topic_3	['чубарь', 'зазыба', 'немец', 'зазыб', 'увидеть', 'поле', 'человек', 'родион', 'сторона', 'наст']	['рыбак', 'сотников', 'сотник', 'следователь', 'демичиха', 'полицай', 'подвал', 'сказать', 'согласный', 'полиция']
n_topics_5	n_topic_4	['немец', 'мороз', 'человек', 'чубарь', 'становиться', 'увидеть', 'дорога', 'полицай', 'идти', 'деревня']	['степанида', 'петрок', 'бомба', 'гуж', 'полицай', 'хутор', 'немец', 'старик', 'истопка', 'корнила']
n_topics_5	n_topic_5	['немец', 'боганчик', 'деревня', 'увидеть', 'алеша', 'становиться', 'наст', 'дорога', 'махорка', 'рука']	['тупиг', 'поселок', 'каратель', 'дирлевангер', 'мельниченко', 'доброскок', 'муравей', 'уничтожение', 'полицай', 'женщина']
n_topics_6	n_topic_1	['немец', 'полицай', 'человек', 'мороз', 'нужный', 'увидеть', 'боганчиков', 'школа', 'день', 'снизу']	['чубарь', 'зазыба', 'веремейк', 'родион', 'зазыб', 'браво', 'красноармеец', 'марыля', 'животовский', 'колхозный']
n_topics_6	n_topic_2	['андрей', 'лобанович', 'учитель', 'тупиг', 'друг', 'первый', 'получать', 'каратель', 'школа', 'поселок']	['андрей', 'лобанович', 'учитель', 'друг', 'лида', 'вскоре', 'янок', 'микутич', 'экзамен', 'ученик']
n_topics_6	n_topic_3	['чубарь', 'зазыба', 'немец', 'переправлять', 'поле', 'сторона', 'увидеть', 'зазыб', 'наст', 'алеша']	['рыбак', 'сотников', 'сотник', 'следователь', 'демичиха', 'полицай', 'подвал', 'сказать', 'согласный', 'полиция']
n_topics_6	n_topic_4	['немец', 'мороз', 'чубарь', 'человек', 'становиться', 'увидеть', 'дорога', 'идти', 'полицай', 'деревня']	['степанида', 'петрок', 'бомба', 'гуж', 'полицай', 'хутор', 'немец', 'старик', 'истопка', 'корнила']
n_topics_6	n_topic_5	['немец', 'деревня', 'боганчик', 'увидеть', 'становиться', 'мороз', 'чубарь', 'дорога', 'пойти', 'алеша']	['тупиг', 'поселок', 'каратель', 'дирлевангер', 'мельниченко', 'доброскок', 'муравей', 'уничтожение', 'полицай', 'женщина']
