		lda	nmf
n_topics_5	n_topic_1	['котел', 'тайна', 'горячо', 'кровавый', 'сжимать', 'орда', 'опасаться', 'приходить', 'междуусобный', 'ненависть']	
n_topics_5	n_topic_2	['долина', 'монгол', 'уходить', 'человек', 'камень', 'окружать', 'ярость', 'друг', 'общинный', 'разгадывать']	
n_topics_5	n_topic_3	['максим', 'боярин', 'волк', 'захар', 'тухолец', 'тугар', 'село', 'монгол', 'камень', 'долина']	
n_topics_5	n_topic_4	['слишком', 'край', 'наблюдать', 'медведь', 'звать', 'мирослава', 'мирослав', 'ибо', 'боярин', 'подбирать']	
n_topics_5	n_topic_5	['максим', 'волк', 'захар', 'долина', 'тугар', 'строить', 'спасаться', 'монгол', 'мирослава', 'приходить']	
n_topics_6	n_topic_1	['котел', 'тайна', 'горячо', 'кровавый', 'сжимать', 'орда', 'опасаться', 'приходить', 'междуусобный', 'ненависть']	
n_topics_6	n_topic_2	['долина', 'уходить', 'монгол', 'ярость', 'окружать', 'разгадывать', 'общинный', 'человек', 'друг', 'камень']	
n_topics_6	n_topic_3	['максим', 'боярин', 'волк', 'захар', 'тугар', 'тухолец', 'село', 'монгол', 'камень', 'долина']	
n_topics_6	n_topic_4	['слишком', 'край', 'наблюдать', 'медведь', 'звать', 'мирослава', 'мирослав', 'боярин', 'ибо', 'подбирать']	
n_topics_6	n_topic_5	['волк', 'максим', 'захар', 'долина', 'строить', 'спасаться', 'тугар', 'монгол', 'приходить', 'пытаться']	
n_topics_6	n_topic_6	['площадка', 'река', 'проводить', 'ждать', 'загораживать', 'охранять', 'стена', 'глава', 'отправляться', 'обмен']	
n_topics_7	n_topic_1	['котел', 'тайна', 'горячо', 'кровавый', 'сжимать', 'орда', 'опасаться', 'междуусобный', 'ненависть', 'плен']	
n_topics_7	n_topic_2	['долина', 'монгол', 'уходить', 'камень', 'человек', 'максим', 'окружать', 'друг', 'ярость', 'общинный']	
n_topics_7	n_topic_3	['максим', 'боярин', 'захар', 'тухолец', 'тугар', 'волк', 'село', 'монгол', 'камень', 'долина']	
n_topics_7	n_topic_4	['слишком', 'край', 'наблюдать', 'медведь', 'звать', 'мирослава', 'мирослав', 'ибо', 'подбирать', 'победа']	
n_topics_7	n_topic_5	['максим', 'волк', 'захар', 'долина', 'тугар', 'монгол', 'мирослава', 'тухолец', 'строить', 'спасаться']	
n_topics_7	n_topic_6	['площадка', 'река', 'проводить', 'ждать', 'охранять', 'загораживать', 'стена', 'глава', 'отправляться', 'обмен']	
n_topics_7	n_topic_7	['план', 'нападать', 'суд', 'клясться', 'попадать', 'первый', 'желание', 'пробираться', 'покорный', 'седой']	
n_topics_8	n_topic_1	['котел', 'тайна', 'горячо', 'кровавый', 'сжимать', 'орда', 'опасаться', 'междуусобный', 'ненависть', 'приходить']	
n_topics_8	n_topic_2	['долина', 'монгол', 'уходить', 'окружать', 'ярость', 'разгадывать', 'человек', 'общинный', 'друг', 'камень']	
n_topics_8	n_topic_3	['максим', 'боярин', 'захар', 'волк', 'тухолец', 'тугар', 'село', 'монгол', 'камень', 'долина']	
n_topics_8	n_topic_4	['слишком', 'край', 'наблюдать', 'медведь', 'звать', 'мирослав', 'мирослава', 'ибо', 'подбирать', 'победа']	
n_topics_8	n_topic_5	['максим', 'волк', 'захар', 'долина', 'тугар', 'строить', 'монгол', 'спасаться', 'мирослава', 'приходить']	
n_topics_8	n_topic_6	['площадка', 'река', 'проводить', 'ждать', 'загораживать', 'охранять', 'стена', 'глава', 'отправляться', 'обмен']	
n_topics_8	n_topic_7	['план', 'нападать', 'суд', 'клясться', 'попадать', 'первый', 'желание', 'пробираться', 'покорный', 'седой']	
n_topics_8	n_topic_8	['максим', 'камень', 'обладать', 'появляться', 'боярин', 'ходить', 'человек', 'войско', 'село', 'жизнь']	
n_topics_9	n_topic_1	['котел', 'тайна', 'горячо', 'кровавый', 'сжимать', 'орда', 'опасаться', 'междуусобный', 'ненависть', 'плен']	
n_topics_9	n_topic_2	['максим', 'волк', 'боярин', 'тугар', 'тухолец', 'захар', 'монгол', 'село', 'долина', 'камень']	
n_topics_9	n_topic_3	['максим', 'село', 'старец', 'сила', 'захар', 'ждать', 'боярин', 'высоко', 'дочь', 'община']	
n_topics_9	n_topic_4	['слишком', 'край', 'наблюдать', 'медведь', 'звать', 'мирослав', 'ибо', 'мирослава', 'подбирать', 'победа']	
n_topics_9	n_topic_5	['максим', 'волк', 'захар', 'тугар', 'долина', 'строить', 'спасаться', 'тухолец', 'монгол', 'приходить']	
n_topics_9	n_topic_6	['площадка', 'река', 'ждать', 'проводить', 'загораживать', 'охранять', 'стена', 'глава', 'отправляться', 'обмен']	
n_topics_9	n_topic_7	['план', 'нападать', 'суд', 'клясться', 'попадать', 'первый', 'желание', 'пробираться', 'покорный', 'седой']	
n_topics_9	n_topic_8	['максим', 'камень', 'обладать', 'появляться', 'ходить', 'человек', 'ум', 'третий', 'войско', 'покорный']	
n_topics_9	n_topic_9	['максим', 'тухолец', 'волк', 'боярин', 'село', 'оставлять', 'медведица', 'забираться', 'ярость', 'голубь']	
n_topics_10	n_topic_1	['котел', 'тайна', 'горячо', 'кровавый', 'сжимать', 'орда', 'опасаться', 'междуусобный', 'ненависть', 'плен']	
n_topics_10	n_topic_2	['долина', 'уходить', 'монгол', 'ярость', 'окружать', 'разгадывать', 'общинный', 'человек', 'друг', 'камень']	
n_topics_10	n_topic_3	['максим', 'боярин', 'село', 'захар', 'тухолец', 'старец', 'тугар', 'камень', 'община', 'дочь']	
n_topics_10	n_topic_4	['слишком', 'край', 'наблюдать', 'медведь', 'звать', 'мирослав', 'ибо', 'подбирать', 'мирослава', 'победа']	
n_topics_10	n_topic_5	['максим', 'волк', 'захар', 'тугар', 'боярин', 'тухолец', 'монгол', 'село', 'долина', 'мирослава']	
n_topics_10	n_topic_6	['площадка', 'река', 'ждать', 'проводить', 'загораживать', 'охранять', 'стена', 'глава', 'отправляться', 'обмен']	
n_topics_10	n_topic_7	['план', 'нападать', 'суд', 'клясться', 'попадать', 'первый', 'желание', 'пробираться', 'покорный', 'седой']	
n_topics_10	n_topic_8	['максим', 'камень', 'обладать', 'появляться', 'ходить', 'человек', 'ум', 'третий', 'покорный', 'сразу']	
n_topics_10	n_topic_9	['медведица', 'забираться', 'оставлять', 'ярость', 'максим', 'крайне', 'голубь', 'почтенный', 'мстислава', 'тайна']	
