		lda	nmf
n_topics_5	n_topic_1	['розана', 'щедров', 'лесник', 'излет', 'любить', 'барин', 'дело', 'петь', 'семен', 'знать']	['герой', 'корабль', 'замок', 'молодой', 'остров', 'борнгольм', 'человек', 'старец', 'ветер', 'ребенок']
n_topics_5	n_topic_2	['дело', 'царь', 'человек', 'отец', 'рурик', 'тилем', 'становиться', 'просить', 'мочь', 'хотеть']	['рурик', 'вадим', 'рамида', 'пренеста', 'новгород', 'пренест', 'извед', 'вигор', 'народ', 'венец']
n_topics_5	n_topic_3	['человек', 'любовь', 'рассказывать', 'анюта', 'царь', 'друг', 'герой', 'говорить', 'мочь', 'жена']	['анюта', 'мельник', 'виктор', 'филат', 'фетинья', 'филимона', 'филимон', 'анкудин', 'мирон', 'крестьянин']
n_topics_5	n_topic_4	['человек', 'трутень', 'говорить', 'рассказывать', 'г', 'становиться', 'получать', 'читатель', 'судья', 'мочь']	['верхолет', 'полист', 'простодум', 'милена', 'честон', 'марина', 'чванкина', 'чванкин', 'замира', 'замир']
n_topics_5	n_topic_5	['росслав', 'мамай', 'селить', 'зафир', 'кедар', 'тамир', 'росслава', 'мумет', 'тиран', 'любовь']	['иванушка', 'советник', 'советница', 'бригадир', 'софья', 'бригадирша', 'добролюбов', 'иван', 'авдотья', 'акулина']
n_topics_6	n_topic_1	['розана', 'щедров', 'лесник', 'любить', 'барин', 'излет', 'петь', 'дело', 'семен', 'любимый']	['трутень', 'издатель', 'журнал', 'н', 'судья', 'подрядчик', 'сочинение', 'читатель', 'г', 'лист']
n_topics_6	n_topic_2	['человек', 'дело', 'становиться', 'мочь', 'отец', 'говорить', 'царь', 'рассказывать', 'просить', 'сын']	['иоанн', 'царь', 'сумбек', 'аля', 'царица', 'казань', 'алей', 'россиянин', 'русский', 'курбский']
n_topics_6	n_topic_3	['царь', 'любовь', 'сквалыгин', 'жена', 'софья', 'человек', 'друг', 'рассказывать', 'верхолет', 'отец']	['доравр', 'эрнест', 'эрнеста', 'ипполит', 'пульхерия', 'чувство', 'друг', 'рок', 'писать', 'честь']
n_topics_6	n_topic_4	['трутень', 'человек', 'издатель', 'судья', 'читатель', 'журнал', 'сочинение', 'всякий', 'г', 'н']	['мельник', 'анюта', 'фетинья', 'виктор', 'филат', 'филимона', 'филимон', 'анкудин', 'мирон', 'крестьянин']
n_topics_6	n_topic_5	['росслав', 'герой', 'мамай', 'зафир', 'кедар', 'селить', 'тамир', 'любовь', 'росслава', 'человек']	['иванушка', 'советник', 'советница', 'бригадир', 'софья', 'бригадирша', 'добролюбов', 'иван', 'тимофеевна', 'потапиевна']
