		lda	nmf
n_topics_5	n_topic_1	['простодушный', 'сент', 'человек', 'юноша', 'ива', 'мочь', 'король', 'задиг', 'решать', 'истина']	['кандид', 'кунигунда', 'человек', 'барон', 'кунигунд', 'какамбо', 'мартин', 'никто', 'оставаться', 'встречать']
n_topics_5	n_topic_2	['магомет', 'сеид', 'зопир', 'задиг', 'пальмира', 'омар', 'юноша', 'человек', 'шейх', 'пророк']	['доротея', 'иоанн', 'дюнуа', 'шандос', 'англичанин', 'тримуйль', 'дева', 'агнеса', 'денис', 'святой']
n_topics_5	n_topic_3	['кандид', 'дюнуа', 'иоанн', 'доротея', 'человек', 'узнавать', 'микромегас', 'англичанин', 'оказываться', 'король']	['магомет', 'сеид', 'зопир', 'пальмира', 'омар', 'шейх', 'пророк', 'мекка', 'ребенок', 'тайна']
n_topics_5	n_topic_4	['король', 'любовь', 'простодушный', 'замкнутый', 'англичанин', 'сент', 'шандос', 'кандид', 'также', 'медина']	['задиг', 'астарта', 'царь', 'вавилон', 'царица', 'юноша', 'азор', 'кадор', 'земир', 'доспехи']
n_topics_5	n_topic_5	['простодушный', 'близкие', 'магомет', 'омар', 'решать', 'собственноручно', 'душа', 'сеид', 'кандид', 'должный']	['простодушный', 'сент', 'ива', 'истина', 'юноша', 'человек', 'король', 'папа', 'м', 'чиновник']
n_topics_6	n_topic_1	['задиг', 'астарта', 'юноша', 'царь', 'человек', 'царица', 'вавилон', 'становиться', 'первый', 'доспехи']	['ярость', 'королевский', 'кража', 'кощунство', 'кощунственный', 'костер', 'король', 'королевство', 'коран', 'кунигунд']
n_topics_6	n_topic_2	['магомет', 'сеид', 'задиг', 'человек', 'пальмира', 'юноша', 'шейх', 'зопир', 'царь', 'вавилон']	['доротея', 'иоанн', 'дюнуа', 'шандос', 'англичанин', 'тримуйль', 'дева', 'агнеса', 'денис', 'святой']
n_topics_6	n_topic_3	['кандид', 'человек', 'простодушный', 'дюнуа', 'иоанн', 'доротея', 'король', 'англичанин', 'оказываться', 'узнавать']	['магомет', 'сеид', 'зопир', 'пальмира', 'омар', 'шейх', 'пророк', 'мекка', 'ребенок', 'тайна']
n_topics_6	n_topic_4	['король', 'любовь', 'замкнутый', 'шандос', 'англичанин', 'медина', 'также', 'дюнуа', 'кандид', 'переодевать']	['задиг', 'астарта', 'царь', 'вавилон', 'царица', 'юноша', 'азор', 'кадор', 'земир', 'доспехи']
n_topics_6	n_topic_5	['близкие', 'простодушный', 'собственноручно', 'решать', 'омар', 'душа', 'увидеть', 'чудо', 'оптимистический', 'магомет']	['простодушный', 'сент', 'ива', 'истина', 'юноша', 'человек', 'король', 'папа', 'м', 'чиновник']
