"X123_part1" "X123_part2" "belov_part1" "belov_part2" "erkhov_part1" "erkhov_part2" "gasparov_part1" "gasparov_part2" "gasparov_part3" "gasparov_part4" "karelsky_part1" "karelsky_part2" "karelsky_part3" "karelsky_part4" "sanovich_part1" "sanovich_part2" "shishkin_part1" "shishkin_part2" "smirnov_part1" "smirnov_part2"
"X123_part1" 0 0.866586015555006 0.946100123768677 0.903005307405454 0.836245434516807 1.05496404047705 1.14464444577648 1.10043328479021 1.05265803632253 1.08304001505553 0.931493050352255 0.927580491768555 0.95658916959037 0.843455637065062 1.03977022318459 0.954067733380796 0.878997762303469 0.962779575304367 1.22375741805277 1.19727733847378
"X123_part2" 0.866586015555006 0 0.876387222016759 0.907241157515291 0.997338322788349 0.969718574192531 1.26084285130466 1.31939972417066 1.20488396313468 1.2841058633293 0.920316501246775 1.03179762455631 1.2021923367802 0.992001919247892 1.09625992044649 0.992003502881826 0.992268266019829 1.07059933136649 1.21012577020386 1.17028576457688
"belov_part1" 0.946100123768677 0.876387222016759 0 0.776303992958666 0.969800329522556 1.01949428386283 1.19649907303817 1.19736957669326 1.17323158263616 1.22411109172179 0.851932554782001 1.04870744104182 1.09378748481668 0.984140624439471 1.20608362304091 0.981389065508364 0.965131158174997 0.985795082909847 1.11639435021764 1.14371110752976
"belov_part2" 0.903005307405454 0.907241157515291 0.776303992958666 0 0.991072944883702 1.01866051421192 1.22672742136874 1.24603743213843 1.28019778398554 1.21004797505611 0.916668974797995 0.976247011290156 1.12108899821796 1.00134190085874 1.07794163331106 0.987023216050593 0.957410498443651 0.915998229234721 1.28242564240914 1.21987599120763
"erkhov_part1" 0.836245434516807 0.997338322788349 0.969800329522556 0.991072944883702 0 0.776037518096263 1.28708531336302 1.12101641270577 1.0745370936128 1.22352424633767 0.969063574266555 1.05933483166818 1.14959004586803 0.967977853493759 1.15502373518125 0.949483852492295 1.23183187591241 1.02684942586439 1.23879261360504 1.22528823576154
"erkhov_part2" 1.05496404047705 0.969718574192531 1.01949428386283 1.01866051421192 0.776037518096263 0 1.22844531181071 1.10563197642342 1.09355516038387 1.21500989449819 1.02001796110324 1.0098152729474 1.09178432812269 1.05829954726776 1.16922365584269 0.967929447193993 1.25524041127992 1.04131299785927 1.2223822364077 1.16258614956535
"gasparov_part1" 1.14464444577648 1.26084285130466 1.19649907303817 1.22672742136874 1.28708531336302 1.22844531181071 0 1.06898532248532 0.854926096590427 0.995078549111064 1.23202550915536 1.18064916452413 1.21617681148084 1.14413133462208 1.55810663267554 1.40121366395393 1.16109883113526 1.40611752120944 1.41168917801697 1.42933352531536
"gasparov_part2" 1.10043328479021 1.31939972417066 1.19736957669326 1.24603743213843 1.12101641270577 1.10563197642342 1.06898532248532 0 0.857000558574425 0.859382750556769 1.21644355384119 1.15852462502845 1.23212333774075 1.0607486038093 1.37639171994514 1.2128485154808 1.25063832727738 1.1599521579903 1.36122207832465 1.31597334407095
"gasparov_part3" 1.05265803632253 1.20488396313468 1.17323158263616 1.28019778398554 1.0745370936128 1.09355516038387 0.854926096590427 0.857000558574425 0 0.937199342213567 1.10934810077247 1.05630978750585 1.175449337891 1.10911731460936 1.37613355532014 1.26603962104896 1.24247201978728 1.17997526518481 1.30410075189923 1.20006052604938
"gasparov_part4" 1.08304001505553 1.2841058633293 1.22411109172179 1.21004797505611 1.22352424633767 1.21500989449819 0.995078549111064 0.859382750556769 0.937199342213567 0 1.25407751486273 1.20817566226084 1.1974229501134 1.09051391107126 1.32918304200238 1.2517655021167 1.26370688371075 1.19999858038227 1.38591009715891 1.3670782133193
"karelsky_part1" 0.931493050352255 0.920316501246775 0.851932554782001 0.916668974797995 0.969063574266555 1.02001796110324 1.23202550915536 1.21644355384119 1.10934810077247 1.25407751486273 0 0.979617787346803 1.07953578784575 0.813015677268989 1.19927753217253 1.01068450856656 1.1576731944193 1.08486754224974 1.2368144034625 1.21243026530745
"karelsky_part2" 0.927580491768555 1.03179762455631 1.04870744104182 0.976247011290156 1.05933483166818 1.0098152729474 1.18064916452413 1.15852462502845 1.05630978750585 1.20817566226084 0.979617787346803 0 0.727677711387495 0.811981340749683 1.21583483448191 1.11609191058339 1.10646263878189 1.05141694980853 1.207890421375 1.13735094596268
"karelsky_part3" 0.95658916959037 1.2021923367802 1.09378748481668 1.12108899821796 1.14959004586803 1.09178432812269 1.21617681148084 1.23212333774075 1.175449337891 1.1974229501134 1.07953578784575 0.727677711387495 0 0.965268294074144 1.2802483309187 1.1107531090635 1.1391641040661 0.998204046000011 1.34023166948166 1.28223084834137
"karelsky_part4" 0.843455637065062 0.992001919247892 0.984140624439471 1.00134190085874 0.967977853493759 1.05829954726776 1.14413133462208 1.0607486038093 1.10911731460936 1.09051391107126 0.813015677268989 0.811981340749683 0.965268294074144 0 1.1753124788274 1.06433041525186 1.14494108633562 1.11968948609038 1.17870715679348 1.17297841383755
"sanovich_part1" 1.03977022318459 1.09625992044649 1.20608362304091 1.07794163331106 1.15502373518125 1.16922365584269 1.55810663267554 1.37639171994514 1.37613355532014 1.32918304200238 1.19927753217253 1.21583483448191 1.2802483309187 1.1753124788274 0 0.903203902914169 1.28962046362341 1.1324058343113 1.50121178213406 1.36499434738922
"sanovich_part2" 0.954067733380796 0.992003502881826 0.981389065508364 0.987023216050593 0.949483852492295 0.967929447193993 1.40121366395393 1.2128485154808 1.26603962104896 1.2517655021167 1.01068450856656 1.11609191058339 1.1107531090635 1.06433041525186 0.903203902914169 0 1.1473610187698 0.965153154548289 1.26779355782608 1.16871662399277
"shishkin_part1" 0.878997762303469 0.992268266019829 0.965131158174997 0.957410498443651 1.23183187591241 1.25524041127992 1.16109883113526 1.25063832727738 1.24247201978728 1.26370688371075 1.1576731944193 1.10646263878189 1.1391641040661 1.14494108633562 1.28962046362341 1.1473610187698 0 1.01440209519175 1.43035533783643 1.36909693451271
"shishkin_part2" 0.962779575304367 1.07059933136649 0.985795082909847 0.915998229234721 1.02684942586439 1.04131299785927 1.40611752120944 1.1599521579903 1.17997526518481 1.19999858038227 1.08486754224974 1.05141694980853 0.998204046000011 1.11968948609038 1.1324058343113 0.965153154548289 1.01440209519175 0 1.33300489114618 1.38773380678984
"smirnov_part1" 1.22375741805277 1.21012577020386 1.11639435021764 1.28242564240914 1.23879261360504 1.2223822364077 1.41168917801697 1.36122207832465 1.30410075189923 1.38591009715891 1.2368144034625 1.207890421375 1.34023166948166 1.17870715679348 1.50121178213406 1.26779355782608 1.43035533783643 1.33300489114618 0 0.854485321128765
"smirnov_part2" 1.19727733847378 1.17028576457688 1.14371110752976 1.21987599120763 1.22528823576154 1.16258614956535 1.42933352531536 1.31597334407095 1.20006052604938 1.3670782133193 1.21243026530745 1.13735094596268 1.28223084834137 1.17297841383755 1.36499434738922 1.16871662399277 1.36909693451271 1.38773380678984 0.854485321128765 0
