"X123_part1" "X123_part2" "belov_part1" "belov_part2" "erkhov_part1" "erkhov_part2" "gasparov_part1" "gasparov_part2" "gasparov_part3" "gasparov_part4" "karelsky_part1" "karelsky_part2" "karelsky_part3" "karelsky_part4" "sanovich_part1" "sanovich_part2" "shishkin_part1" "shishkin_part2" "smirnov_part1" "smirnov_part2"
"X123_part1" 0 0.694706903887312 0.804959860180339 0.908583010945524 0.95964313173475 1.007492819373 1.33040730312641 1.39349228535514 1.19164122076549 1.3129857486984 0.973973915535327 0.997711062419102 1.08462214130082 0.843589022478349 0.99676384243893 0.830674034610846 0.862594375745864 0.990066508397482 1.04328594263794 0.84389438732675
"X123_part2" 0.694706903887312 0 0.90658604962671 0.988525639895886 1.01788967050851 0.942374391678419 1.43207585714844 1.48407190282371 1.24164796941946 1.41729638264974 1.05773480836354 0.970924400439908 1.15126747046589 1.01546731784474 0.951138130277182 0.643824857284321 1.05308625668424 0.989223583309009 1.02900193854621 0.942793232079474
"belov_part1" 0.804959860180339 0.90658604962671 0 0.814223713169858 1.12023501233845 0.965417256748549 1.43957803092524 1.38581277091798 1.29030076655023 1.19706184029496 1.01913995153835 1.05169615814427 0.964920787031188 0.919225466627039 1.39420574941619 0.862549376866727 0.966463687992086 0.906198021370039 0.835810654867866 0.914972287527162
"belov_part2" 0.908583010945524 0.988525639895886 0.814223713169858 0 1.01151212071277 1.03545147367121 1.4680021044691 1.35252064128724 1.37998436143683 1.22318103282291 1.07991445170309 1.01459606025572 1.16773249134705 0.98887107719125 1.12122912393557 0.883048769721657 1.12707894930518 0.922302157438471 0.892507926770548 1.21413312801601
"erkhov_part1" 0.95964313173475 1.01788967050851 1.12023501233845 1.01151212071277 0 0.815795580607761 1.41270735365135 1.21670713687146 1.04302561756288 1.11497716788289 1.02474219407784 1.18246288409196 1.32797428529616 1.04065216623388 1.07753277171268 0.906473284591825 1.357806656144 1.30814235482 1.33506107727817 1.11333639793106
"erkhov_part2" 1.007492819373 0.942374391678419 0.965417256748549 1.03545147367121 0.815795580607761 0 1.36007404698401 1.03946701818789 1.12862036909577 1.12385330279981 1.072135322022 1.07476377127475 1.14228100044105 1.23179863356431 1.06780368009375 0.686027391377943 1.41188597845781 1.31030200324274 1.05353224070541 0.909282067834984
"gasparov_part1" 1.33040730312641 1.43207585714844 1.43957803092524 1.4680021044691 1.41270735365135 1.36007404698401 0 1.1690984190492 0.942730407172169 1.04155421636093 1.3254296649231 1.45346251204465 1.64166852455058 1.44353830555663 1.93218029645848 1.404174900113 1.25283655648442 1.73362892696706 1.31125124571637 1.17369459308983
"gasparov_part2" 1.39349228535514 1.48407190282371 1.38581277091798 1.35252064128724 1.21670713687146 1.03946701818789 1.1690984190492 0 0.998209391318757 0.798081134216792 1.27784621342101 1.25072577832605 1.37506877195983 1.1958108406386 1.61401139976193 1.17590991188667 1.41665561645419 1.33980616192226 1.18133577484021 1.16944855737909
"gasparov_part3" 1.19164122076549 1.24164796941946 1.29030076655023 1.37998436143683 1.04302561756288 1.12862036909577 0.942730407172169 0.998209391318757 0 0.84371942263401 1.02886272677806 1.14510883114468 1.45851367597129 1.0972088194002 1.5617177244913 1.23202483604241 1.42038657351369 1.4257694320396 1.18918575773598 1.00324862020971
"gasparov_part4" 1.3129857486984 1.41729638264974 1.19706184029496 1.22318103282291 1.11497716788289 1.12385330279981 1.04155421636093 0.798081134216792 0.84371942263401 0 1.25221446181287 1.07301574458971 1.33743037834808 1.03963343560811 1.62618306185326 1.21316512155608 1.40526828749711 1.31387359784383 0.971610658650624 1.12854724859532
