"123_part1" "123_part2" "belov_part1" "belov_part2" "erkhov_part1" "erkhov_part2" "gasparov_part1" "gasparov_part2" "gasparov_part3" "gasparov_part4" "karelsky_part1" "karelsky_part2" "karelsky_part3" "karelsky_part4" "sanovich_part1" "sanovich_part2" "shishkin_part1" "shishkin_part2" "smirnov_part1" "smirnov_part2"
"нравственный" 0 0.02 0 0 0 0 0 0 0.01 0 0 0 0 0 0 0 0.03 0 0 0
"нуждаться" 0 0.01 0.02 0.01 0 0 0 0 0 0 0 0 0 0.01 0 0 0 0 0.01 0
"обзаводиться" 0 0 0 0 0 0.01 0 0 0 0 0.03 0.01 0 0 0 0 0 0.01 0 0
"облава" 0.02 0 0.01 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0
"облачаться" 0 0 0 0 0.01 0 0 0.01 0 0 0 0.01 0 0.01 0.01 0 0 0 0 0.01
"обосновываться" 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0.03 0 0.01 0 0 0 0
"обрываться" 0 0 0 0 0 0 0.01 0.03 0 0 0 0 0 0 0.01 0 0.01 0 0 0
"объехать" 0 0 0 0.02 0 0 0.01 0 0 0.01 0 0 0 0 0.01 0 0 0 0 0.01
"объявляться" 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0.02 0 0 0 0 0 0
"одинаковый" 0 0 0.02 0 0.01 0 0.01 0 0 0 0.02 0 0 0 0 0 0 0 0 0
"одобрять" 0 0 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0.01 0 0.01 0 0.01 0.01
"окликать" 0.01 0.01 0 0 0 0.01 0 0 0 0 0 0 0 0 0 0.01 0 0 0.02 0
"олимпиец" 0 0 0 0 0 0 0.04 0 0.02 0 0 0 0 0 0 0 0 0 0 0
"оплачивать" 0 0 0 0.01 0 0.01 0 0 0 0 0.01 0 0 0 0.01 0 0.01 0 0.01 0
"опрокидывать" 0 0 0 0 0 0 0 0.01 0 0 0 0 0 0.01 0.01 0.01 0 0.02 0 0
"оптовый" 0 0 0 0 0 0 0 0 0 0 0.01 0 0 0 0.04 0.01 0 0 0 0
"организм" 0 0.01 0 0.01 0 0.01 0 0 0 0 0 0 0 0 0.01 0.01 0 0.01 0 0
"орудие" 0 0.01 0.01 0 0 0 0 0 0 0 0.01 0 0.03 0 0 0 0 0 0 0
"оружейник" 0 0.04 0 0 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01
"осквернять" 0 0 0 0 0 0 0 0.01 0 0.02 0 0 0.01 0 0 0 0 0.01 0 0.01
"осматривать" 0.01 0.01 0 0 0 0 0 0 0 0 0.01 0 0 0 0 0.01 0.01 0 0 0.01
"основание" 0.01 0.02 0 0.02 0 0 0 0 0 0 0 0.01 0 0 0 0 0 0 0 0
"особо" 0 0 0.01 0 0 0.02 0 0 0 0 0.01 0.01 0 0 0 0 0.01 0 0 0
"осознавать" 0 0 0 0 0.01 0.01 0 0 0 0 0.01 0 0 0 0 0.01 0 0.01 0.01 0
"отбиваться" 0.01 0 0 0 0.01 0 0.01 0 0.02 0.01 0 0 0 0 0 0 0 0 0 0
"отвращение" 0 0 0 0 0.01 0.03 0.01 0 0 0 0 0.01 0 0 0 0 0 0 0 0
"отгадывать" 0 0 0 0 0 0 0 0 0 0.01 0 0.04 0 0 0 0 0.01 0 0 0
"откликаться" 0 0.01 0.01 0 0 0 0 0.01 0.01 0 0 0 0 0.01 0.01 0 0 0 0 0
"откровенно" 0 0.02 0 0 0.01 0.01 0 0 0 0 0.01 0 0 0 0 0 0 0.01 0 0
"открыто" 0 0 0 0.01 0.01 0.02 0 0 0.01 0 0 0 0 0 0 0 0 0.01 0 0
"отлично" 0 0.01 0.04 0 0 0 0 0 0.01 0 0 0 0 0 0 0 0 0 0 0
"отравлять" 0 0 0.02 0 0 0.02 0 0.01 0 0 0 0 0 0 0 0 0 0 0.01 0
"отражение" 0 0 0 0.01 0.01 0 0 0 0 0 0.01 0 0 0 0 0 0 0 0.03 0
"отрубать" 0 0 0 0 0 0 0.02 0 0 0.01 0 0 0 0 0 0 0 0 0.01 0.02
"отступление" 0 0.01 0 0 0 0 0 0.01 0 0 0 0 0 0.01 0 0 0.02 0.01 0 0
"отсутствовать" 0 0.01 0.01 0 0 0 0 0 0 0 0 0.01 0 0 0.01 0 0 0 0.02 0
"отчаиваться" 0 0 0 0 0.01 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0.01 0
"отчаянно" 0 0 0 0.02 0 0 0 0 0 0 0 0 0.01 0.01 0.02 0 0 0 0 0
"официальный" 0 0 0 0.01 0 0 0 0 0 0 0 0.04 0 0 0 0 0 0.01 0 0
"охотно" 0 0 0 0 0 0.02 0 0.01 0 0 0 0 0.01 0 0.02 0 0 0 0 0
"очаровательный" 0 0 0.02 0.02 0 0 0 0 0 0 0.01 0 0 0.01 0 0 0 0 0 0
"очутиться" 0 0 0.01 0 0 0 0 0 0 0 0.03 0 0 0.01 0 0 0.01 0 0 0
"ошеломлять" 0 0.01 0 0 0.01 0 0 0 0 0 0 0.01 0 0.01 0.01 0 0 0 0 0.01
"павильон" 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0.03 0 0 0.01 0
"памятник" 0 0.01 0 0 0.02 0 0 0 0.01 0.01 0 0 0 0.01 0 0 0 0 0 0
"пападакис" 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"парк" 0.02 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0.03 0 0 0 0
"пассос" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0
"перебранка" 0.01 0 0 0 0 0 0.02 0 0.03 0 0 0 0 0 0 0 0 0 0 0
"переменять" 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0.03 0 0 0 0.01 0.01 0
"переночевать" 0.02 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0 0 0 0.01
"перепугать" 0.01 0 0 0 0 0.01 0 0 0.02 0 0 0 0 0.01 0.01 0 0 0 0 0
"переселяться" 0 0 0 0.01 0 0.01 0 0 0 0 0 0 0.02 0 0 0 0 0 0.01 0.01
"период" 0 0 0 0 0 0 0 0 0 0 0.01 0 0 0 0 0 0.03 0.01 0.01 0
"персия" 0 0 0 0 0 0 0 0 0.02 0.03 0 0 0 0.01 0 0 0 0 0 0
"персонаж" 0 0 0.02 0.01 0 0 0 0 0.02 0 0 0 0 0 0 0 0.01 0 0 0
"перстень" 0.01 0 0 0 0 0 0.01 0 0.04 0 0 0 0 0 0 0 0 0 0 0
"петля" 0 0 0 0 0 0 0 0.01 0.01 0.01 0 0 0 0.02 0 0 0 0 0.01 0
"пиво" 0.01 0.01 0 0 0 0.02 0 0 0 0 0.01 0 0 0 0 0.01 0 0 0 0
"питие" 0 0.02 0 0 0.01 0 0 0 0.01 0 0 0 0.01 0 0 0 0 0 0.01 0
"плющ" 0 0 0.03 0 0 0 0 0.01 0.02 0 0 0 0 0 0 0 0 0 0 0
"побежать" 0 0.01 0 0 0 0 0 0 0 0 0 0.02 0 0.03 0 0 0 0 0 0
"побояться" 0 0 0 0 0 0 0.01 0.01 0.03 0.01 0 0 0 0 0 0 0 0 0 0
"повесть" 0 0 0 0 0.01 0 0 0.02 0 0 0 0 0 0.03 0 0 0 0 0 0
"повстречать" 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0 0 0 0 0 0.01 0.04
"повязка" 0 0 0 0 0 0 0 0.03 0.02 0 0 0 0 0 0 0 0 0.01 0 0
"погода" 0 0 0 0.01 0.01 0 0 0 0 0 0 0 0 0.01 0.01 0.01 0.01 0 0 0
"погребение" 0 0 0 0 0 0 0 0.02 0 0.03 0 0 0 0 0 0 0 0 0 0.01
"погружать" 0 0.01 0.01 0 0.01 0.01 0 0 0 0 0 0.01 0.01 0 0 0 0 0 0 0
"подготовить" 0.01 0.01 0 0 0 0 0 0 0 0 0.01 0 0.02 0.01 0 0 0 0 0 0
"поддаваться" 0.01 0 0 0.01 0 0 0 0 0 0 0.02 0 0.01 0 0 0 0 0 0.01 0
"поддержка" 0 0 0.01 0.01 0 0 0 0 0 0 0.01 0 0 0.01 0 0 0 0.02 0 0
"подкупать" 0 0.01 0 0 0 0 0 0 0 0.01 0 0 0 0 0 0.01 0 0.03 0 0
"подменивать" 0.01 0.01 0 0 0.01 0 0 0.01 0 0 0 0.01 0 0 0 0 0 0 0.01 0
"подобать" 0 0 0 0 0 0.01 0.01 0 0 0.01 0 0 0.01 0.02 0 0 0 0 0 0
"подручный" 0 0 0 0 0 0 0 0.01 0 0 0 0.01 0 0 0 0 0 0 0.03 0.01
"подстерегать" 0 0 0 0 0.01 0.02 0.01 0.01 0 0 0 0 0 0 0 0 0.01 0 0 0
"подталкивать" 0 0.02 0 0 0 0 0 0 0 0.02 0.01 0 0 0 0.01 0 0 0 0 0
"пожилой" 0.01 0 0.01 0 0.01 0.01 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0
"позаботиться" 0 0 0 0 0 0 0 0 0 0.01 0.01 0 0 0.02 0.01 0.01 0 0 0 0
"позади" 0 0 0 0.01 0.01 0.01 0 0 0 0 0 0 0.01 0 0 0 0.01 0 0.01 0
"поздний" 0.01 0 0 0 0.01 0 0 0.01 0 0 0.01 0 0 0 0 0 0 0 0.01 0.01
"покровитель" 0.01 0 0 0 0 0 0.01 0 0.01 0.01 0 0 0 0 0.01 0.01 0 0 0 0
"покровительница" 0 0 0 0 0 0 0 0.04 0.02 0 0 0 0 0 0 0 0 0 0 0
"политик" 0 0 0 0 0 0 0.03 0 0 0.02 0 0 0 0 0 0.01 0 0 0 0
"поляк" 0.04 0 0 0.01 0 0 0 0 0 0 0.01 0 0 0 0 0 0 0 0 0
"понимание" 0 0.01 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0.01 0.02 0 0 0
"понятие" 0 0 0 0 0.02 0 0 0 0 0 0 0.01 0 0 0 0 0.02 0 0 0.01
"поплатиться" 0 0 0 0 0 0 0.02 0 0.01 0.02 0 0 0.01 0 0 0 0 0 0 0
"поправляться" 0 0 0 0 0.01 0 0 0 0 0 0 0.01 0 0 0 0 0 0 0 0.04
"попрекать" 0 0 0.01 0 0 0 0 0 0.01 0 0.01 0.01 0.01 0.01 0 0 0 0 0 0
"попутчик" 0 0.01 0 0 0.01 0 0.01 0 0 0 0 0 0 0 0.01 0 0 0 0 0.02
"портить" 0 0 0.01 0 0.01 0 0 0 0 0 0.01 0.02 0 0 0 0 0 0.01 0 0
"поселять" 0 0.01 0 0 0 0 0 0 0 0.01 0 0.01 0 0 0 0 0.01 0 0.02 0
"послушать" 0 0 0 0 0 0.02 0.01 0 0 0.01 0.01 0 0 0 0 0 0 0.01 0 0
"послушный" 0.01 0 0.01 0 0.01 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0.01
"постоялый" 0.05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01
"постучаться" 0 0 0 0 0 0 0 0 0 0 0.03 0 0 0.02 0 0 0 0 0 0.01
"потомство" 0 0 0 0 0 0 0.01 0.01 0 0.01 0 0 0 0.02 0 0 0 0 0.01 0
"похищение" 0 0 0 0 0.01 0 0.01 0 0 0 0 0 0.02 0.01 0 0 0.01 0 0 0
"похоронный" 0 0 0.01 0 0 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0.04 0
"починять" 0 0.03 0 0.01 0 0 0 0 0 0 0 0 0.01 0 0 0.01 0 0 0 0
"почтительный" 0 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0 0 0 0 0 0.03 0.01
"пощадить" 0 0 0 0 0 0 0 0.02 0.01 0.01 0 0 0 0 0 0 0 0.01 0.01 0
"поэзия" 0 0 0 0 0.02 0 0.03 0 0 0 0 0 0 0 0 0 0 0 0.01 0
"праведник" 0.02 0 0 0 0 0 0.01 0 0.01 0 0 0 0 0.02 0 0 0 0 0 0
"правительство" 0 0 0.01 0 0 0 0 0 0 0.01 0 0 0 0 0 0.01 0.01 0.02 0 0
"праздновать" 0.01 0 0.01 0 0 0.01 0 0.01 0 0.01 0 0.01 0 0 0 0 0 0 0 0
"превозносить" 0 0 0 0 0.01 0.02 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0.01
"предназначать" 0 0 0 0 0.01 0.01 0 0.01 0 0 0.01 0 0.02 0 0 0 0 0 0 0
"предпочтение" 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0.01 0 0 0 0 0.02 0.01 0
"предъявлять" 0 0.01 0 0.01 0.02 0 0 0 0.01 0 0 0 0 0 0 0 0 0 0 0.01
"претендент" 0 0.01 0 0 0 0 0 0 0 0 0 0.03 0 0.01 0 0 0 0 0.01 0
"прибивать" 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0.02 0 0 0 0.01 0.01 0.01
"прибирать" 0.01 0 0 0.02 0 0 0 0 0 0 0.01 0 0 0.01 0 0.01 0 0 0 0
"привязанность" 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0.02 0 0.01 0 0 0 0 0.01
"приглянуться" 0.01 0.01 0 0.02 0.01 0 0 0 0 0 0 0 0.01 0 0 0 0 0 0 0
"примирение" 0 0 0 0 0 0 0 0.01 0 0 0 0.04 0.01 0 0 0 0 0 0 0
"приставлять" 0.01 0.01 0 0 0 0 0 0 0 0.01 0.01 0.01 0 0 0 0.01 0 0 0 0
"приход" 0.01 0 0.02 0 0 0 0 0 0 0.01 0 0 0 0 0.01 0.01 0 0 0 0
"пробиваться" 0 0.01 0 0 0 0 0.01 0 0.02 0.01 0 0 0 0 0 0 0 0.01 0 0
"провинция" 0 0 0 0 0 0.01 0 0 0 0.02 0 0 0 0 0 0 0.01 0 0.02 0
"проглатывать" 0 0 0 0 0 0 0.04 0 0 0 0 0 0 0 0 0.01 0 0 0 0.01
"проигрывать" 0 0 0 0.02 0 0 0 0 0 0 0.01 0 0 0 0 0 0 0.03 0 0
"проницательный" 0.02 0 0.01 0 0 0 0 0 0 0 0 0.01 0.01 0 0 0 0 0 0 0.01
"противоречие" 0 0 0.01 0 0 0 0 0 0 0.01 0 0.01 0 0 0.01 0.01 0.01 0 0 0
"птичий" 0 0 0.01 0 0 0.01 0 0 0.01 0 0 0 0.02 0 0 0 0 0 0 0.01
"пуговичник" 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"пустота" 0 0.01 0.02 0 0 0.02 0 0 0 0 0.01 0 0 0 0 0 0 0 0 0
"пустыня" 0 0 0.01 0 0.03 0 0 0 0 0.01 0 0 0 0 0 0 0 0.01 0 0
"пылкий" 0 0.01 0 0 0.02 0 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0
"работник" 0 0.02 0 0.01 0 0.02 0 0 0 0 0.01 0 0 0 0 0 0 0 0 0
"рабыня" 0 0 0 0 0 0.01 0 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0.01
"развеивать" 0 0 0.01 0 0 0 0 0 0 0 0.01 0 0.01 0.01 0 0 0 0 0.02 0
"развязывать" 0 0 0 0 0 0 0 0.01 0.01 0 0 0 0 0 0.03 0 0.01 0 0 0
"разгар" 0.01 0 0 0.01 0 0 0 0 0 0.01 0 0.01 0 0.01 0 0.01 0 0 0 0
"разгораться" 0 0 0 0 0 0.01 0 0 0 0 0 0.01 0.01 0 0 0 0.02 0 0 0.01
"раздражать" 0 0.01 0 0 0.01 0 0 0 0 0 0 0.01 0 0 0.02 0 0 0.01 0 0
"разница" 0 0 0 0 0 0 0 0 0 0 0.03 0 0.01 0 0 0.01 0 0 0.01 0
"разнообразный" 0 0.01 0 0 0.01 0.01 0.01 0 0 0 0 0.01 0 0.01 0 0 0 0 0 0
"разоблачение" 0.01 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0.01 0 0 0.02 0 0
"разорять" 0 0 0 0 0 0.01 0.01 0.02 0 0 0 0.01 0 0 0 0 0 0.01 0 0
"разумный" 0 0.01 0.01 0 0 0 0 0 0.01 0 0.01 0.01 0 0 0 0 0 0.01 0 0
"рай" 0 0 0.01 0 0.01 0 0.02 0 0 0.01 0 0 0 0 0 0 0.01 0 0 0
"рамона" 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0
"ранчо" 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"распони" 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0 0 0 0 0
"распоряжение" 0 0 0.01 0.01 0 0 0 0 0.01 0 0 0.01 0 0 0.01 0.01 0 0 0 0
"рассекать" 0.01 0 0 0 0 0.01 0 0 0.02 0.01 0 0 0.01 0 0 0 0 0 0 0
"рвать" 0 0 0 0 0 0 0.01 0 0 0 0.01 0 0 0.01 0.03 0 0 0 0 0
"ребята" 0 0.03 0 0 0 0 0 0 0 0 0 0 0 0 0 0.03 0 0 0 0
"регос" 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"рекламыв" 0.02 0 0 0 0 0 0 0 0.01 0.01 0.01 0 0 0 0 0.01 0 0 0 0
"религия" 0 0 0.01 0 0.01 0.01 0 0 0 0 0 0 0 0.02 0 0 0.01 0 0 0
"реллинг" 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"реньельм" 0 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"рецепт" 0 0.01 0 0 0 0 0 0 0 0 0.05 0 0 0 0 0 0 0 0 0
"решимость" 0 0 0 0 0 0 0 0 0 0 0.01 0 0.03 0.01 0.01 0 0 0 0 0
"робкий" 0 0 0.01 0.01 0 0 0 0 0 0 0.01 0.01 0 0 0 0 0.02 0 0 0
"ровный" 0 0 0 0.01 0 0 0 0 0 0 0.01 0.01 0 0.02 0 0 0 0 0 0.01
"розыск" 0 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0 0.03 0 0 0.01 0 0
"ротмистр" 0 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"рубашка" 0.02 0.03 0 0 0 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0
"рыбак" 0 0 0 0 0.01 0 0 0 0.01 0 0 0.02 0 0.02 0 0 0 0 0 0
"сабля" 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.05 0 0 0 0
"сажать" 0 0 0 0.02 0.01 0 0.02 0.01 0 0 0 0 0 0 0 0 0 0 0 0
"сбросить" 0.01 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0.02 0
"свататься" 0 0 0 0 0 0 0.01 0.02 0.01 0 0 0.01 0 0 0 0 0 0 0.01 0
"свежий" 0 0 0 0.01 0 0.01 0 0 0 0.02 0.01 0.01 0 0 0 0 0 0 0 0
"светлый" 0 0 0.01 0 0 0.01 0.02 0.01 0 0 0 0.01 0 0 0 0 0 0 0 0
"сгорать" 0.01 0 0 0 0 0.02 0 0 0 0 0 0.01 0.01 0 0 0.01 0 0 0 0
"сгубить" 0 0.02 0 0 0.01 0 0 0 0 0 0.01 0.01 0.01 0 0 0 0 0 0 0
"сдвигать" 0 0 0 0.01 0 0 0 0.01 0 0.01 0 0 0 0 0 0 0.01 0.02 0 0
"секрет" 0 0 0 0 0.01 0 0 0 0 0 0 0 0.01 0 0.02 0 0.01 0 0 0.01
"сержант" 0 0 0.04 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"си" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06
"сиять" 0 0 0 0 0 0 0 0 0 0.02 0.01 0.01 0.01 0 0 0 0.01 0 0 0
"склоняться" 0 0 0.01 0.01 0 0 0 0 0 0.01 0 0 0.01 0 0 0.01 0.01 0 0 0
"сковывать" 0 0 0 0 0.01 0 0.04 0 0 0 0 0.01 0 0 0 0 0 0 0 0
"скот" 0 0 0 0 0 0 0.01 0 0 0.02 0 0 0 0.01 0 0 0 0.01 0 0.01
"скудо" 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0 0 0 0 0
"славить" 0 0 0 0 0 0.01 0.02 0 0.01 0.01 0 0 0.01 0 0 0 0 0 0 0
"слаживаться" 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.03
"сламывать" 0 0 0 0 0.02 0 0 0 0 0 0 0 0.01 0 0.01 0 0 0.02 0 0
"слать" 0.01 0.01 0 0 0 0 0.02 0 0.01 0 0 0 0 0.01 0 0 0 0 0 0
"сливаться" 0 0 0 0 0 0.01 0 0 0 0 0 0 0 0.01 0.01 0.02 0.01 0 0 0
"слиток" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.05 0.01
"слой" 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0.02 0 0.02 0 0 0
"служитель" 0 0 0 0 0 0.02 0 0.01 0 0 0 0.01 0 0 0 0 0.01 0 0.01 0
"смело" 0 0 0 0 0 0 0.01 0 0.01 0 0 0 0 0.01 0 0 0.01 0 0.01 0.01
"снежный" 0 0 0 0 0.03 0 0 0 0.01 0 0 0 0 0 0.02 0 0 0 0 0
"совершенный" 0 0 0 0 0 0.01 0 0 0.01 0 0.01 0 0.01 0 0 0.01 0 0 0 0.01
"согласный" 0 0.01 0 0 0.01 0.01 0 0 0 0 0 0 0.01 0 0 0 0 0.01 0 0.01
"создание" 0 0 0.02 0 0 0 0 0 0 0 0.01 0 0.01 0 0 0 0.02 0 0 0
"сокол" 0 0 0 0 0 0 0 0 0 0 0 0 0.03 0.03 0 0 0 0 0 0
"сондра" 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"сооружать" 0 0 0 0 0 0 0 0 0.01 0 0 0 0 0 0.01 0 0 0.01 0.03 0
"сословие" 0 0 0 0 0.01 0 0.01 0 0 0 0 0.01 0.01 0.01 0 0 0 0 0.01 0
"спартанский" 0 0 0 0 0 0 0.04 0.01 0 0.01 0 0 0 0 0 0 0 0 0 0
"справка" 0.01 0.02 0 0.01 0 0 0 0 0 0 0.01 0 0 0 0 0.01 0 0 0 0
"спрос" 0 0 0 0 0.01 0 0 0 0.01 0.01 0 0 0 0 0 0 0.02 0.01 0 0
"сравнение" 0 0 0 0.01 0.01 0 0 0 0 0.01 0.01 0 0 0 0 0.02 0 0 0 0
"средь" 0 0 0 0 0 0 0.01 0 0 0.02 0 0.01 0 0.02 0 0 0 0 0 0
"срывать" 0.01 0.01 0 0.01 0 0 0.02 0 0 0.01 0 0 0 0 0 0 0 0 0 0
"ссылаться" 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0.02 0.01 0 0.01 0 0.01 0
"стакан" 0.01 0.03 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"стефания" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0
"стиффи" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0
"стокгольм" 0 0 0 0 0.03 0.03 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"странник" 0 0 0 0 0 0 0 0.03 0.01 0 0 0 0 0 0 0 0 0 0.01 0.01
"страховой" 0 0 0 0.04 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0
"страшило" 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"строительство" 0 0 0 0 0.01 0.02 0 0 0 0 0 0 0 0 0.01 0.01 0 0 0.01 0
"стыд" 0 0 0.01 0.01 0 0 0 0 0 0.01 0 0 0.01 0 0.01 0.01 0 0 0 0
"стычка" 0 0.01 0.01 0 0 0 0 0 0 0.01 0 0.01 0.01 0 0 0.01 0 0 0 0
"суббота" 0 0 0.01 0.04 0 0 0 0 0 0 0 0 0 0.01 0 0 0 0 0 0
"схватываться" 0 0 0 0 0 0 0 0.01 0.01 0 0 0.01 0 0 0 0 0 0 0.01 0.02
"сюнян" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0
"таинство" 0 0 0 0 0 0 0.01 0.02 0.01 0 0 0 0 0.02 0 0 0 0 0 0
"таня" 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"тао" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0
"тартаковский" 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"тартар" 0 0 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0
"творить" 0 0 0.01 0 0.01 0 0.01 0 0.01 0 0 0 0 0 0 0.02 0 0 0 0
"телефон" 0.01 0.02 0.02 0 0 0 0 0 0 0 0.01 0 0 0 0 0 0 0 0 0
"теодора" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0 0 0
"тетрадь" 0 0 0 0 0.01 0 0 0 0 0 0 0 0 0 0.05 0 0 0 0 0
"тигр" 0 0.02 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.01
"тимур" 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0 0 0 0 0
"ткать" 0 0 0 0 0 0 0 0.02 0.01 0 0 0 0 0 0.02 0.01 0 0 0 0
"точный" 0 0 0.01 0 0 0 0 0 0.01 0 0 0 0 0 0.01 0 0 0 0.01 0.02
"тральфамадор" 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"траурный" 0.02 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0 0 0 0.01 0 0 0.01
"тролль" 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"тропа" 0 0 0 0 0 0 0.01 0.01 0 0 0.04 0 0 0 0 0 0 0 0 0
"тропинка" 0 0 0 0 0.01 0 0 0 0 0 0 0 0 0 0.05 0 0 0 0 0
"трусость" 0 0 0 0 0 0 0 0 0 0 0 0.01 0.02 0.01 0 0 0 0.02 0 0
"тундра" 0 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"тщеславие" 0 0 0 0 0 0 0 0.01 0 0 0.01 0.02 0.02 0 0 0 0 0 0 0
"тяга" 0 0 0.01 0 0 0.01 0 0 0 0 0 0 0 0.03 0 0 0 0.01 0 0
"увезти" 0.01 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0 0 0 0.01 0
"угол" 0 0 0.01 0.01 0 0 0 0 0.01 0.01 0 0 0 0 0.01 0 0.01 0 0 0
"удача" 0 0 0 0.02 0 0 0.01 0.01 0 0 0 0 0.01 0 0 0 0 0 0.01 0
"улаживать" 0 0 0 0.01 0 0 0 0 0 0 0 0.04 0.01 0 0 0 0 0 0 0
"упрашивать" 0 0 0.02 0 0 0.01 0 0.01 0 0 0 0 0 0.01 0 0 0 0 0 0.01
"усаживаться" 0 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0.01 0.02 0 0 0 0 0.01
"утренний" 0 0 0 0 0.01 0.02 0 0 0 0 0 0 0.02 0 0 0 0.01 0 0 0
"ухаживание" 0 0 0 0.03 0 0.02 0 0 0 0 0.01 0 0 0 0 0 0 0 0 0
"уцелеть" 0 0 0 0 0 0 0.01 0.04 0 0 0 0 0 0 0 0 0 0.01 0 0
"уязвлять" 0 0.02 0 0.01 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0
"февраль" 0 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0
"федоровна" 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"флакончик" 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0 0 0 0 0
