		lda	nmf
n_topics_5	n_topic_1	['человек', 'становиться', 'жена', 'год', 'время', 'отец', 'сын', 'дом', 'женщина', 'друг']	['жена', 'отец', 'человек', 'девушка', 'становиться', 'сын', 'юноша', 'женщина', 'год', 'друг']
n_topics_5	n_topic_2	['жена', 'муж', 'женщина', 'человек', 'сын', 'день', 'становиться', 'решать', 'приходить', 'отец']	['царь', 'бог', 'обитель', 'царство', 'царский', 'проклятие', 'армия', 'попугай', 'мудрец', 'дворец']
n_topics_5	n_topic_3	['человек', 'женщина', 'ящик', 'становиться', 'жена', 'дом', 'время', 'девушка', 'отец', 'мужчина']	['студент', 'шпилька', 'гроб', 'фонарь', 'дева', 'даос', 'князь', 'младший', 'приниматься', 'зеленый']
n_topics_5	n_topic_4	['женщина', 'человек', 'жена', 'время', 'мужчина', 'девушка', 'становиться', 'друг', 'дочь', 'отец']	['песок', 'мужчина', 'яма', 'женщина', 'веревка', 'лопата', 'отгребать', 'деревня', 'веревочный', 'спускать']
n_topics_5	n_topic_5	['человек', 'становиться', 'жена', 'герой', 'женщина', 'лицо', 'маска', 'жизнь', 'ребенок', 'день']	['император', 'государь', 'гуйфэй', 'наложница', 'дворец', 'войско', 'прочий', 'кочевник', 'сановник', 'аня']
n_topics_6	n_topic_1	['год', 'отец', 'жена', 'сын', 'время', 'становиться', 'дом', 'друг', 'девушка', 'решать']	['жена', 'отец', 'человек', 'девушка', 'становиться', 'сын', 'юноша', 'женщина', 'год', 'дом']
n_topics_6	n_topic_2	['жена', 'женщина', 'муж', 'человек', 'становиться', 'день', 'сын', 'приходить', 'решать', 'хотеть']	['царь', 'бог', 'обитель', 'царство', 'царский', 'проклятие', 'армия', 'попугай', 'мудрец', 'дворец']
n_topics_6	n_topic_3	['человек', 'женщина', 'ящик', 'становиться', 'песок', 'время', 'дом', 'девушка', 'мужчина', 'жена']	['студент', 'шпилька', 'гроб', 'фонарь', 'дева', 'даос', 'князь', 'младший', 'приниматься', 'зеленый']
n_topics_6	n_topic_4	['женщина', 'жена', 'человек', 'время', 'мужчина', 'дочь', 'девушка', 'детектив', 'становиться', 'друг']	['песок', 'мужчина', 'яма', 'женщина', 'веревка', 'лопата', 'отгребать', 'деревня', 'веревочный', 'спускать']
n_topics_6	n_topic_5	['человек', 'становиться', 'женщина', 'жена', 'герой', 'жизнь', 'день', 'любовь', 'время', 'дом']	['император', 'государь', 'гуйфэй', 'наложница', 'дворец', 'войско', 'прочий', 'кочевник', 'аня', 'сановник']
n_topics_6	n_topic_6	['жена', 'сын', 'человек', 'друг', 'становиться', 'отец', 'дом', 'время', 'подросток', 'год']	['герой', 'маска', 'лицо', 'овца', 'жена', 'бинт', 'детектив', 'делать', 'человек', 'выражение']
n_topics_7	n_topic_1	['человек', 'становиться', 'жена', 'год', 'время', 'отец', 'женщина', 'дом', 'сын', 'девушка']	['жена', 'отец', 'человек', 'девушка', 'становиться', 'сын', 'год', 'женщина', 'друг', 'дом']
n_topics_7	n_topic_2	['жена', 'женщина', 'муж', 'сын', 'человек', 'становиться', 'день', 'приходить', 'хотеть', 'решать']	['царь', 'бог', 'обитель', 'царство', 'царский', 'проклятие', 'армия', 'попугай', 'мудрец', 'дворец']
n_topics_7	n_topic_3	['человек', 'ящик', 'женщина', 'становиться', 'время', 'дом', 'врач', 'девушка', 'жена', 'мужчина']	['студент', 'шпилька', 'гроб', 'фонарь', 'дева', 'даос', 'князь', 'младший', 'приниматься', 'зеленый']
n_topics_7	n_topic_4	['женщина', 'мужчина', 'человек', 'жена', 'девушка', 'время', 'становиться', 'детектив', 'дочь', 'друг']	['песок', 'мужчина', 'яма', 'женщина', 'веревка', 'лопата', 'отгребать', 'деревня', 'веревочный', 'спускать']
n_topics_7	n_topic_5	['герой', 'человек', 'жена', 'становиться', 'маска', 'лицо', 'следователь', 'женщина', 'ребенок', 'время']	['император', 'государь', 'гуйфэй', 'наложница', 'дворец', 'войско', 'прочий', 'кочевник', 'аня', 'сановник']
n_topics_7	n_topic_6	['жена', 'человек', 'сын', 'друг', 'отец', 'становиться', 'дом', 'подросток', 'время', 'муж']	['герой', 'маска', 'лицо', 'овца', 'жена', 'бинт', 'детектив', 'делать', 'человек', 'искусственный']
n_topics_7	n_topic_7	['царь', 'решать', 'время', 'отец', 'человек', 'ребенок', 'армия', 'становиться', 'муж', 'хотеть']	['юити', 'юноша', 'сюнсукэ', 'г', 'писатель', 'кабурага', 'женщина', 'встречаться', 'ревность', 'любить']
n_topics_8	n_topic_1	['год', 'сын', 'время', 'отец', 'семья', 'мальчик', 'жена', 'становиться', 'дом', 'друг']	['жена', 'отец', 'человек', 'девушка', 'становиться', 'сын', 'год', 'женщина', 'друг', 'дом']
n_topics_8	n_topic_2	['жена', 'женщина', 'муж', 'человек', 'сын', 'становиться', 'день', 'приходить', 'семья', 'дом']	['царь', 'бог', 'обитель', 'царство', 'царский', 'проклятие', 'армия', 'попугай', 'мудрец', 'дворец']
n_topics_8	n_topic_3	['человек', 'ящик', 'женщина', 'становиться', 'девушка', 'дом', 'время', 'жена', 'врач', 'хотеть']	['студент', 'шпилька', 'гроб', 'фонарь', 'дева', 'даос', 'князь', 'младший', 'приниматься', 'зеленый']
n_topics_8	n_topic_4	['женщина', 'мужчина', 'человек', 'жена', 'детектив', 'девушка', 'время', 'становиться', 'песок', 'дочь']	['облако', 'якша', 'молния', 'послание', 'река', 'гора', 'живительный', 'вспышка', 'лиана', 'утешение']
n_topics_8	n_topic_5	['человек', 'становиться', 'жена', 'женщина', 'время', 'год', 'дом', 'отец', 'девушка', 'друг']	['император', 'государь', 'гуйфэй', 'наложница', 'дворец', 'войско', 'прочий', 'кочевник', 'аня', 'сановник']
n_topics_8	n_topic_6	['сын', 'жена', 'отец', 'друг', 'человек', 'становиться', 'дом', 'время', 'год', 'муж']	['герой', 'маска', 'лицо', 'овца', 'жена', 'бинт', 'детектив', 'делать', 'человек', 'искусственный']
n_topics_8	n_topic_7	['армия', 'враг', 'царь', 'противник', 'войско', 'победа', 'солдат', 'генерал', 'война', 'человек']	['юити', 'юноша', 'сюнсукэ', 'г', 'писатель', 'кабурага', 'женщина', 'встречаться', 'ревность', 'любить']
n_topics_8	n_topic_8	['светлость', 'отец', 'девушка', 'дочь', 'время', 'год', 'решать', 'становиться', 'хотеть', 'день']	['песок', 'мужчина', 'яма', 'женщина', 'веревка', 'лопата', 'отгребать', 'деревня', 'веревочный', 'спускать']
n_topics_9	n_topic_1	['год', 'становиться', 'девушка', 'дом', 'мальчик', 'время', 'сын', 'отец', 'узнавать', 'приходить']	['жена', 'отец', 'человек', 'девушка', 'становиться', 'женщина', 'сын', 'год', 'друг', 'муж']
n_topics_9	n_topic_2	['жена', 'женщина', 'муж', 'становиться', 'человек', 'приходить', 'сын', 'день', 'хотеть', 'дом']	['царь', 'бог', 'обитель', 'царство', 'царский', 'проклятие', 'армия', 'попугай', 'мудрец', 'дворец']
n_topics_9	n_topic_3	['человек', 'ящик', 'женщина', 'становиться', 'песок', 'дом', 'мужчина', 'девушка', 'врач', 'время']	['студент', 'шпилька', 'гроб', 'фонарь', 'дева', 'даос', 'князь', 'младший', 'приниматься', 'зеленый']
n_topics_9	n_topic_4	['женщина', 'человек', 'мужчина', 'жена', 'девушка', 'становиться', 'время', 'лицо', 'герой', 'находить']	['облако', 'якша', 'молния', 'послание', 'река', 'гора', 'живительный', 'вспышка', 'лиана', 'утешение']
n_topics_9	n_topic_5	['герой', 'маска', 'становиться', 'человек', 'лицо', 'жена', 'время', 'день', 'жизнь', 'любовь']	['император', 'государь', 'гуйфэй', 'наложница', 'дворец', 'войско', 'прочий', 'кочевник', 'аня', 'сановник']
n_topics_9	n_topic_6	['человек', 'становиться', 'друг', 'дом', 'жена', 'сын', 'отец', 'герой', 'год', 'день']	['герой', 'маска', 'лицо', 'овца', 'жена', 'бинт', 'детектив', 'делать', 'человек', 'искусственный']
n_topics_9	n_topic_7	['армия', 'противник', 'враг', 'ребенок', 'человек', 'решать', 'отец', 'становиться', 'царь', 'время']	['юити', 'юноша', 'сюнсукэ', 'г', 'писатель', 'кабурага', 'женщина', 'встречаться', 'ревность', 'любить']
n_topics_9	n_topic_8	['светлость', 'девушка', 'отец', 'время', 'год', 'день', 'становиться', 'хотеть', 'карета', 'решать']	['гу', 'жо', 'сунский', 'цянь', 'тао', 'министр', 'государь', 'стихотворение', 'певичка', 'прежний']
n_topics_9	n_topic_9	['человек', 'жена', 'становиться', 'время', 'женщина', 'год', 'отец', 'сын', 'дом', 'друг']	['чунь', 'лекарь', 'юй', 'мальчик', 'хань', 'сын', 'раздел', 'выделять', 'наложница', 'хун']
n_topics_10	n_topic_1	['год', 'становиться', 'девушка', 'дом', 'мальчик', 'время', 'друг', 'сын', 'узнавать', 'отец']	['жена', 'отец', 'человек', 'девушка', 'становиться', 'сын', 'год', 'женщина', 'друг', 'дом']
n_topics_10	n_topic_2	['жена', 'женщина', 'муж', 'становиться', 'человек', 'день', 'хотеть', 'приходить', 'сын', 'девушка']	['царь', 'бог', 'обитель', 'царство', 'царский', 'проклятие', 'попугай', 'армия', 'мудрец', 'дворец']
n_topics_10	n_topic_3	['человек', 'ящик', 'женщина', 'песок', 'становиться', 'мужчина', 'врач', 'девушка', 'дом', 'время']	['студент', 'шпилька', 'гроб', 'фонарь', 'дева', 'даос', 'князь', 'младший', 'приниматься', 'зеленый']
n_topics_10	n_topic_4	['женщина', 'человек', 'девушка', 'жена', 'становиться', 'лицо', 'герой', 'время', 'год', 'друг']	['облако', 'якша', 'молния', 'послание', 'река', 'гора', 'живительный', 'вспышка', 'лиана', 'утешение']
n_topics_10	n_topic_5	['герой', 'маска', 'становиться', 'человек', 'лицо', 'жена', 'день', 'время', 'год', 'жизнь']	['император', 'государь', 'гуйфэй', 'наложница', 'дворец', 'войско', 'прочий', 'кочевник', 'аня', 'сановник']
n_topics_10	n_topic_6	['человек', 'становиться', 'друг', 'жена', 'дом', 'герой', 'сын', 'отец', 'год', 'подросток']	['герой', 'маска', 'лицо', 'овца', 'жена', 'бинт', 'детектив', 'делать', 'человек', 'искусственный']
n_topics_10	n_topic_7	['армия', 'противник', 'враг', 'человек', 'ребенок', 'отец', 'решать', 'становиться', 'солдат', 'победа']	['юити', 'юноша', 'сюнсукэ', 'г', 'писатель', 'кабурага', 'женщина', 'встречаться', 'ревность', 'любить']
n_topics_10	n_topic_8	['светлость', 'девушка', 'отец', 'время', 'год', 'день', 'становиться', 'хотеть', 'карета', 'дочь']	['гу', 'жо', 'сунский', 'цянь', 'тао', 'министр', 'государь', 'стихотворение', 'певичка', 'прежний']
n_topics_10	n_topic_9	['человек', 'жена', 'становиться', 'время', 'женщина', 'год', 'отец', 'сын', 'дом', 'друг']	['противник', 'враг', 'армия', 'победа', 'генерал', 'солдат', 'поражение', 'ваш', 'дисциплина', 'войско']
