"X123_part1" "X123_part2" "X123_part3" "X123_part4" "X152_part1" "X152_part2" "X165_part1" "X165_part2" "X226_part1" "X226_part2" "X226_part3" "X227_part1" "X227_part2" "X233_part1" "X233_part2" "belov_part1" "belov_part2" "belov_part3" "belov_part4" "belov_part5" "erkhov_part1" "erkhov_part2" "erkhov_part3" "erkhov_part4" "gasparov_part1" "gasparov_part2" "gasparov_part3" "gasparov_part4" "gasparov_part5" "gasparov_part6" "gasparov_part7" "gasparov_part8" "gasparov_part9" "karelsky_part1" "karelsky_part2" "karelsky_part3" "karelsky_part4" "karelsky_part5" "karelsky_part6" "karelsky_part7" "karelsky_part8" "karelsky_part9" "kostyrko_part1" "kostyrko_part2" "rynkevich_part1" "rynkevich_part2" "rynkevich_part3" "sanovich_part1" "sanovich_part2" "sanovich_part3" "sanovich_part4" "shishkin_part1" "shishkin_part2" "shishkin_part3" "shishkin_part4" "shishkin_part5" "smirnov_part1" "smirnov_part2" "smirnov_part3" "smirnov_part4" "zhidkov_part1" "zhidkov_part2" "zhivotovsky_part1" "zhivotovsky_part2"
"X123_part1" 0 0.876127358095301 0.757259274146396 1.01997675516686 1.01696360584272 0.989097277443085 0.860233190242692 0.888916224069359 1.03227238997826 1.1424327869702 1.03764085962396 1.19252013963291 1.08268392144556 0.819017958912611 1.01022809846486 0.884130590095638 0.957566750194571 0.896394574302885 0.823773871901001 0.834084965153713 0.797770374383974 0.804668437946295 1.12909041796349 0.957634369716979 1.06705903872409 1.1100614596287 1.11020251893348 1.12809514081546 0.97109217427036 1.10616966041875 1.16861681330422 0.945380528377825 1.01383942496299 0.886147932905486 0.988405174552753 1.03918980463254 0.832367646628307 0.857154595458672 1.08806342854365 0.966160956961179 0.955246766607778 1.06849384586512 0.987432533032629 0.784316872092599 1.07797100020464 0.967908094105194 0.958839452171236 1.12275899654557 0.811061851723257 0.941409592106494 0.995904547905311 0.889542098999731 1.01429218810873 0.980345852413278 1.1197412736078 0.934737765675085 1.08566457751195 1.0861049614215 1.16138962726569 1.17663457478804 1.21325953925622 1.35083014129635 0.803300742506994 0.789457237079443
"X123_part2" 0.876127358095301 0 0.768773014303748 0.90393738068115 1.10668792134195 1.06018325509554 0.775679353697805 0.860126769329997 0.914459795129062 1.10892780703199 1.01366184017448 1.10291190950142 0.95179879047362 0.962011376138453 1.03435144152068 1.01387074776926 1.00028207928869 0.878884452760972 0.701057350348355 0.829528175981085 0.914181804307639 0.825925590518662 1.20082768885095 0.913596884643776 1.15715647324978 1.18401101876828 1.23491106370903 1.14367268611484 1.08812916886319 1.11344108015873 1.11962861253394 1.12004381531438 1.0469345388472 0.894397209638797 0.929898009454457 0.868402697694668 0.887407151639249 0.919423386810749 1.07251076103663 0.894576463700477 0.85779172426197 0.937128241480694 1.06228911696896 0.859070796663624 0.939042444382342 0.920592776632457 0.800947743095311 1.03786635110599 1.04570901967154 0.799008654649887 0.995546353146466 0.915833756838345 0.897066889353171 0.793087837945608 1.04548745333854 0.982211682674682 1.09685476677011 1.08384016961225 1.25254792736317 1.14823990641331 1.22067757753046 1.1234572736917 0.961177288612172 0.880995747748544
"X123_part3" 0.757259274146396 0.768773014303748 0 0.793712421190369 0.84331731704697 0.886485932779144 0.873063854535334 0.895895184536012 0.976974509867699 1.00617262554849 0.91939019671806 1.07045466550143 0.957570311031835 0.719763877965558 0.932067191639231 0.923696658289572 0.844644416958056 0.866953029089706 0.816050649460668 0.747865909739331 0.960317008881712 0.777017941452353 1.02040859529387 0.948470496793198 1.01877100065205 1.05614466929435 1.06143148906716 1.15404701252765 0.961602719360581 1.00909957558958 1.12017643111458 1.06409379573444 0.993356336582841 0.858647640118986 0.871751849958939 1.06037719949105 0.931590579336661 0.939340606141984 1.05101939688221 0.970615854026075 0.932568362766317 0.866726544775121 0.94773570666825 0.830240233317305 0.833763035591129 0.999958010528339 0.975360686806739 0.99019566472066 0.899433919316564 0.867586838443591 1.01764409432661 0.837396350288588 1.07445611637604 0.885032732044476 1.02860455664081 0.844963422723582 0.965763441730341 1.06011651391287 1.05941648509046 1.21902600682391 1.09776204141124 1.2176157520356 0.848270240322179 0.759099040780951
"X123_part4" 1.01997675516686 0.90393738068115 0.793712421190369 0 1.12327386800219 1.08399668210841 1.00370636089983 1.14761168793377 1.15232866980781 1.24496720514651 1.18848454908112 1.01459302679699 1.02970347980907 1.02182148584096 1.08536803502761 1.05812336081449 1.15013558201395 1.11300106023836 0.892238888012317 0.998186569593689 1.09266204472042 1.0254427220091 1.12292002949751 1.01690733224858 1.34697996084251 1.31909595287601 1.32309153238533 1.3816014889596 1.19527868020435 1.15275384730492 1.39400391450062 1.31888235475846 1.22975904868407 1.03406162802629 1.05457271725439 1.03914039281763 1.05539728258045 1.07330529509129 1.2945148427506 1.17295392351486 1.0307748692002 1.05163294308502 1.30525187315381 0.959714893427943 1.04591003967396 1.20779761115914 1.26145072451737 1.1661157508869 1.04021719357846 0.872522587109189 1.08685215576793 1.01812627491009 1.25131627865561 1.08690619626392 1.27329155601791 1.06987511452447 1.1965266856613 1.27332891199033 1.32216397192604 1.30997483336844 1.19844806942846 1.46370084879546 1.10915323819699 1.05449713016457
"X152_part1" 1.01696360584272 1.10668792134195 0.84331731704697 1.12327386800219 0 0.930845769806768 0.988609745442995 1.10636062063925 0.992134354664452 1.08452875610679 0.923636598270215 1.1376829762017 0.929059186709204 1.03669134237169 1.00398643175224 1.01836121694391 0.912079520812614 0.97994459567003 0.872370928138731 0.95842446296974 1.05203740804423 1.05481066347452 1.10271401749406 1.18193446572893 1.0401094654061 1.03319694528046 1.08647733955645 1.21284198966529 0.979047331319877 0.974056522769822 1.16978391990432 1.06643940736061 0.98512693425594 0.97403464834763 0.958338298560719 1.10140527418963 0.893463662291704 0.972963401107861 1.07204370096953 0.914570126922309 1.12032203469184 1.08110757909447 0.892980472280116 0.852664819109423 0.837841363788115 1.16588535902402 1.09592283655935 1.24274368482672 1.22100022823228 1.1987245203468 1.22831770757165 0.980123879841088 1.10776300331906 1.0488975948484 1.05774265754638 0.980396142500189 1.12493399576373 1.13763865953703 1.18752636365818 1.3176657408553 1.09403051501792 1.27192478470973 0.894674003384406 0.8017135554706
"X152_part2" 0.989097277443085 1.06018325509554 0.886485932779144 1.08399668210841 0.930845769806768 0 0.964026803417459 0.934244422327765 0.982888145317059 1.12905673504402 0.957360623443363 1.16222316560882 1.03810734171631 0.978542525900955 1.14148164219988 1.16308452158498 1.09498518288731 1.16758516421686 1.04021213955154 1.09226317190691 1.08003684288044 1.07208360634787 1.03055953480307 1.17965329398155 1.19837108733317 1.06069990094862 1.1940803066056 1.11490279046714 1.03260232869685 1.06123228814994 1.1754807234031 1.12501610066756 1.05584950518693 1.08645405761341 1.14332095250223 1.13756444774599 1.07028237389011 1.04218992638669 1.11504951985653 1.20236404987005 1.2349081735106 1.11555267973464 0.9421624618202 1.01827165640449 0.96142984105902 1.07536086273486 1.08587699588124 1.33521661205256 1.15967084561718 1.1972521509622 1.22319786615877 0.974668467496196 1.11645434742039 1.09213596530836 1.17978790506488 1.06476187566079 1.27941583683592 1.38216321212521 1.2732819637187 1.31143592865607 0.822027542385794 1.2146615528883 0.965532994865264 0.872712576025926
"X165_part1" 0.860233190242692 0.775679353697805 0.873063854535334 1.00370636089983 0.988609745442995 0.964026803417459 0 0.745393701724714 0.990707753931718 1.02754323744484 0.991443526764955 0.980733354691637 0.903975255019965 0.848768782355192 1.18613202359689 1.07488904066218 0.927803149472546 1.02871250797617 0.80643826492133 0.94925654832239 0.941418722835406 0.859880711715443 1.19472769320956 1.04874590184776 0.956291974968183 1.02521954549379 1.04305211346186 1.18613294989152 1.09779890250352 1.07291589620338 1.05839639069113 0.99500227245485 1.07528203696683 0.911548654344073 1.00361022469586 1.0592913079292 1.06345084609604 1.03539183822375 1.12350347316589 0.872100432883829 0.845163596132264 1.14206106745464 1.09102000344419 0.923006234648606 1.05516734467761 0.920357900643977 0.951492148091707 1.1892815618212 1.06302975027117 0.944824252965678 1.02132424988047 0.982521134041902 0.846332850082283 0.947806275870781 1.21992116306599 0.982570048399524 1.13011735850726 1.18925571166171 1.32695031171487 1.26848666337174 1.2312002069973 1.23458708464749 0.936702556531212 0.806768660535723
"X165_part2" 0.888916224069359 0.860126769329997 0.895895184536012 1.14761168793377 1.10636062063925 0.934244422327765 0.745393701724714 0 0.943343942392836 1.02078818253879 0.938410987813005 1.01338544131194 1.04367790221773 0.838211921158302 1.22893790798111 1.00549830876178 1.06254763205975 0.999491382692968 0.913679714257319 0.830746567777242 1.02544838323122 0.758616479801095 1.18529558564005 1.07853992549691 1.06230824796452 1.12273568163017 1.08162441508059 1.01581405130684 0.975337119053034 1.11567227502368 1.05311011823624 0.974192865699931 0.87751202391201 1.04363272679545 1.07217081741401 1.16114745140485 1.0822303760207 1.00809143732909 1.12905625582209 1.09396878620708 1.03689313495936 1.18154566532431 1.12414330590476 0.846610872166513 1.0613709251878 0.960787511833132 1.01040403943268 1.31421129604205 1.0804044865811 1.10219155429507 1.05339771598202 0.881506684737432 0.786840110196171 0.834031714208636 1.16561774348595 0.984871310936728 1.08486721476859 1.30549689365176 1.37206429737487 1.1909211136975 1.18024466159253 1.18778192265206 0.913607384121764 0.796418987160316
"X226_part1" 1.03227238997826 0.914459795129062 0.976974509867699 1.15232866980781 0.992134354664452 0.982888145317059 0.990707753931718 0.943343942392836 0 0.877160021726209 0.834788628030177 1.05789417673412 1.09726437647986 1.25971284577193 1.28994307908263 1.11693283639359 1.09169853615087 1.10614325812252 0.884811485623771 0.83818542946345 1.06830593941327 0.997547183160643 1.07383830207933 1.00681957213908 1.00904301295139 1.04065363658565 0.874476702783658 1.06100442288093 0.886362598029063 1.12364841864944 0.979598991609045 0.959585290285554 0.910823224513741 1.14180982257467 1.06921336021059 0.90065514925578 0.846000450536972 0.813169291042773 0.998370459632825 1.01013923923784 1.01311710050975 1.08457269882429 0.992348940968325 0.867228891898199 1.01681656776275 0.980361437189527 0.94040883509365 1.38860130128613 1.25523843531737 1.07857765864966 1.11908705957197 0.941192575491861 0.969118831751547 1.05768752574637 0.976184421224627 0.944507324199843 1.06302237931405 1.16776231283933 1.25751194471228 1.05064861010913 1.09206917754785 1.15194613645229 1.15662819008221 0.989685445339766
"X226_part2" 1.1424327869702 1.10892780703199 1.00617262554849 1.24496720514651 1.08452875610679 1.12905673504402 1.02754323744484 1.02078818253879 0.877160021726209 0 0.972765999812913 1.11121137972247 1.05702630556185 1.22192842261185 1.1311465814878 1.26462381131754 1.10465625757412 1.16619005824173 1.04945249692706 0.996502503047881 1.13195653349826 1.02077403760057 0.974326119672552 1.14913850330288 0.947586578788646 0.947706855825797 0.970709208468548 1.15597870194912 0.996495493090836 1.09150990846365 1.02546481232189 0.929467929222341 0.944302855150107 1.17819151151217 1.08981463475047 1.11798204504037 1.18838510522093 1.17838721106365 1.20989369157035 1.08002446319534 1.23478671692505 1.28322318598703 1.21344744215434 1.01634270652918 1.05526805693082 1.15429091945438 1.04154307376172 1.39246658501206 1.37234612424949 1.31392185069235 1.12017975922611 1.02379959031711 1.13638205195051 1.0807327373603 1.28342299036831 1.06698797608991 1.04586658877266 1.24179839964753 1.34189068439958 1.29135484346616 1.13493781626014 1.18521823626566 1.26254624492665 1.2029670084285
