"123_part1" "123_part2" "123_part3" "123_part4" "152_part1" "152_part2" "165_part1" "165_part2" "226_part1" "226_part2" "226_part3" "227_part1" "227_part2" "233_part1" "233_part2" "belov_part1" "belov_part2" "belov_part3" "belov_part4" "belov_part5" "erkhov_part1" "erkhov_part2" "erkhov_part3" "erkhov_part4" "gasparov_part1" "gasparov_part2" "gasparov_part3" "gasparov_part4" "gasparov_part5" "gasparov_part6" "gasparov_part7" "gasparov_part8" "gasparov_part9" "karelsky_part1" "karelsky_part2" "karelsky_part3" "karelsky_part4" "karelsky_part5" "karelsky_part6" "karelsky_part7" "karelsky_part8" "karelsky_part9" "kostyrko_part1" "kostyrko_part2" "rynkevich_part1" "rynkevich_part2" "rynkevich_part3" "sanovich_part1" "sanovich_part2" "sanovich_part3" "sanovich_part4" "shishkin_part1" "shishkin_part2" "shishkin_part3" "shishkin_part4" "shishkin_part5" "smirnov_part1" "smirnov_part2" "smirnov_part3" "smirnov_part4" "zhidkov_part1" "zhidkov_part2" "zhivotovsky_part1" "zhivotovsky_part2"
"пещера" 0 0 0 0 0 0 0 0 0.04 0.04 0.02 0 0 0 0 0.04 0.02 0 0 0 0 0 0 0 0 0.04 0.08 0.02 0 0 0.02 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0.02 0.08 0.02 0 0 0 0 0 0 0 0 0.02 0 0 0 0.26 0.1 0 0 0
"приключение" 0 0 0 0 0 0.1 0 0.04 0.04 0 0.12 0 0.02 0 0 0 0 0 0 0 0.04 0.02 0 0 0.04 0 0.22 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0.04 0 0.04 0.04 0 0 0 0 0 0.02 0 0 0 0.02 0 0 0 0 0 0.02 0.02
"разум" 0 0 0 0.02 0 0 0 0 0 0 0 0.02 0.02 0 0 0.02 0 0 0.02 0 0.02 0.02 0 0 0 0.06 0.02 0 0 0 0 0.04 0 0 0 0 0 0 0.02 0 0.02 0 0 0.02 0 0 0.08 0 0 0 0 0.02 0 0 0.04 0 0 0 0.02 0 0.06 0.32 0 0
"расставаться" 0 0.04 0.02 0 0 0.02 0 0 0 0.04 0.02 0 0.02 0.06 0.06 0.06 0.02 0.02 0.04 0.04 0 0.04 0.02 0 0 0 0 0 0 0.02 0 0 0 0 0.02 0 0.02 0 0 0.02 0 0 0 0 0 0 0 0.04 0 0.04 0.02 0 0 0 0 0.06 0.02 0 0.02 0.02 0.02 0 0.02 0
"рождение" 0 0.02 0 0.02 0 0 0 0.02 0.04 0.02 0 0 0 0.02 0 0.02 0.06 0 0 0.02 0.02 0 0.02 0 0 0 0 0 0.02 0.02 0 0.02 0 0 0 0 0.02 0.04 0.04 0 0 0.02 0 0 0.02 0.04 0.08 0 0 0.04 0 0.02 0.04 0 0 0 0.02 0 0.08 0.02 0.02 0.02 0 0
"свидание" 0.08 0.1 0.04 0 0.02 0 0 0.12 0.06 0 0.04 0 0 0 0.02 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0 0 0.02 0 0 0 0 0.02 0 0 0 0 0 0.02 0.02 0.02 0 0 0 0.08 0.04 0 0 0 0 0.06 0 0 0 0.02 0
"старец" 0 0.12 0 0 0 0 0 0 0.02 0 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.04 0 0.02 0 0.02 0.04 0.02 0 0 0 0.02 0 0 0 0 0 0 0 0.1 0.06 0.02 0 0 0 0.02 0 0 0 0 0 0 0.22 0.02 0.04 0.02 0 0 0
"странный" 0.02 0 0 0.04 0 0.08 0.12 0 0 0 0 0.06 0.06 0 0.02 0.02 0 0.02 0 0 0 0 0.02 0.02 0 0 0 0 0.06 0.04 0 0 0 0 0.06 0.02 0 0.02 0 0 0.04 0.02 0 0 0.02 0 0 0 0 0.02 0 0 0 0.02 0 0 0 0 0.02 0 0 0 0.02 0.02
"стремиться" 0.02 0.02 0 0.04 0 0 0.02 0.08 0 0 0 0.04 0.02 0 0 0.02 0.02 0 0 0.02 0.02 0 0.02 0.02 0 0 0 0 0 0 0.04 0 0 0.04 0 0 0 0 0.02 0 0 0.02 0 0 0 0.04 0.02 0.06 0 0 0.02 0 0 0 0 0.02 0 0.02 0 0 0.06 0.12 0.02 0
"флем" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.86 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"юлия" 0 0 0 0.04 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.66 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ветер" 0 0 0.02 0 0.02 0 0 0 0.04 0.04 0 0 0 0.02 0 0.02 0.06 0 0 0 0 0 0 0 0 0.06 0.14 0.04 0.02 0 0.06 0.04 0.02 0 0.02 0 0.06 0 0 0 0 0 0.02 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0.02 0.02 0.02 0 0 0.02
"возражать" 0 0.04 0 0 0.04 0.02 0 0.02 0.08 0.08 0 0 0 0.02 0 0 0 0 0 0 0.02 0 0.06 0 0.02 0 0 0 0 0 0 0.02 0 0 0.02 0.02 0.04 0.02 0.04 0 0.02 0.02 0 0.02 0 0 0 0.02 0.02 0 0.04 0 0.04 0.02 0.02 0.02 0 0.04 0 0 0 0 0 0
"джефферсон" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.24 0.58 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0
"древний" 0.02 0 0 0 0 0.02 0 0 0 0 0.04 0 0.02 0 0 0 0 0 0 0 0.04 0 0.02 0 0.02 0.06 0.04 0.04 0.06 0.02 0.04 0 0.06 0 0.02 0 0 0 0 0 0 0 0 0.02 0.02 0.08 0 0 0.02 0 0 0 0 0 0.06 0 0 0.04 0 0.04 0.02 0 0.02 0
"захватить" 0.02 0.02 0.02 0 0.04 0 0.02 0.02 0.06 0 0 0 0 0 0 0.04 0.02 0 0.02 0 0 0.02 0 0 0.02 0.06 0 0.02 0.06 0.02 0.04 0 0.02 0.02 0.02 0 0 0.02 0 0 0 0 0 0.04 0 0.04 0.02 0 0 0 0.02 0 0.02 0.02 0 0 0 0.04 0.02 0 0 0.02 0 0
"йоханнес" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.84 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"лишать" 0 0 0 0.02 0.04 0 0 0 0 0.04 0 0.02 0.06 0.04 0 0.06 0.02 0 0 0.02 0 0 0.02 0 0 0 0 0.02 0 0 0 0.04 0 0 0 0.02 0 0 0.04 0 0.06 0.02 0.02 0 0.04 0.02 0 0.02 0.02 0.02 0.04 0 0.02 0 0.02 0.02 0 0 0 0 0.04 0 0 0.02
"могучий" 0 0 0.02 0.02 0 0 0 0.02 0.04 0.02 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0.02 0.04 0.08 0.02 0.06 0.08 0.06 0.06 0.06 0 0 0 0 0.02 0 0 0.06 0 0.02 0.02 0 0.02 0 0 0 0 0.02 0 0 0.02 0 0 0 0 0 0.02 0 0 0 0.02
"монах" 0 0.02 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0 0.02 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0.02 0 0 0 0 0.02 0 0.06 0.02 0.06 0.08 0.46 0 0 0 0
"музыка" 0.04 0 0 0 0.18 0 0 0 0 0 0 0 0 0 0.08 0 0 0 0.02 0 0 0.04 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0.1 0.02 0 0 0 0.02 0.02 0 0 0.04 0 0 0.04 0.1 0 0.02 0 0 0 0 0.02 0 0 0 0.04 0.04
"окружать" 0 0 0.02 0.02 0 0.04 0.02 0 0 0 0.04 0 0.02 0.02 0.02 0 0 0 0 0.04 0 0 0.02 0 0.02 0 0 0 0 0 0.04 0 0 0.02 0 0 0 0 0.04 0.02 0 0 0 0 0.02 0 0 0 0 0 0.04 0.04 0.04 0.02 0.02 0.06 0 0.02 0.04 0.02 0.06 0.02 0 0.04
"освобождать" 0 0 0.02 0 0 0.02 0.02 0.02 0.04 0.02 0.02 0 0.02 0 0 0.08 0 0 0.02 0 0 0 0.04 0 0.02 0.04 0.02 0.02 0.02 0.02 0 0.04 0.04 0 0.02 0 0 0 0 0.02 0.04 0 0 0.02 0.02 0 0.06 0.02 0 0 0 0 0 0 0.02 0 0 0 0 0.04 0 0.02 0.02 0
"переходить" 0 0.02 0.02 0.02 0.02 0.02 0 0.02 0.02 0 0 0 0.04 0.02 0 0.02 0 0.02 0.06 0 0 0.02 0.02 0 0 0.02 0 0 0 0.04 0.02 0 0.02 0.06 0.04 0 0 0.02 0 0.02 0 0.02 0 0 0.04 0 0.02 0 0.02 0 0 0 0 0.04 0 0.02 0.02 0 0 0 0 0 0.04 0.04
"подобный" 0 0 0 0 0 0.1 0 0 0.02 0.06 0.04 0.02 0.04 0 0 0 0 0 0.02 0 0.02 0 0.04 0.04 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0.06 0.02 0.04 0 0.02 0 0.04 0.04 0.08 0 0 0 0 0.04 0.02 0 0.02 0.02 0 0 0
"попытаться" 0 0 0 0.02 0 0 0.02 0 0.02 0 0 0.02 0 0 0.02 0.04 0.04 0.02 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0.06 0.02 0.04 0.02 0.08 0.06 0.02 0 0.02 0.04 0 0 0.02 0 0.04 0.02 0 0 0 0.02 0.04 0.02 0.02 0.04 0 0 0 0
"править" 0.02 0 0.02 0 0.02 0.02 0 0 0 0 0 0 0 0 0 0.08 0.02 0 0 0 0 0.02 0 0.02 0.02 0.16 0.02 0 0.04 0.02 0.04 0.06 0.04 0 0.02 0 0.02 0 0.02 0.02 0.02 0 0 0 0 0 0.02 0 0 0 0 0.02 0 0 0.06 0.02 0 0 0 0 0 0 0 0
"преследовать" 0 0 0.06 0.02 0 0.06 0 0.04 0.02 0 0.02 0 0 0 0 0 0 0 0 0.02 0.02 0.02 0.02 0 0.04 0.02 0.04 0.02 0.02 0 0.02 0 0 0.02 0.02 0 0.02 0 0 0 0.04 0 0 0 0.06 0.02 0.02 0 0 0 0 0 0 0 0.06 0 0.02 0.02 0 0 0 0.04 0.02 0.02
"садиться" 0.02 0.06 0 0 0.02 0 0 0 0 0.02 0.02 0 0 0 0 0.06 0 0.02 0 0.02 0.04 0.02 0 0 0 0 0.02 0 0.02 0.02 0.02 0.02 0.02 0.06 0.02 0.04 0.02 0 0 0 0.02 0 0 0.06 0 0 0.02 0 0 0.06 0.04 0 0.02 0.04 0 0 0 0 0 0 0 0 0 0.02
"серьезный" 0 0.04 0.02 0.1 0.02 0.02 0 0.04 0 0 0.02 0.02 0 0 0.02 0.02 0.02 0.06 0.02 0 0.04 0.02 0 0 0 0 0 0 0 0 0.02 0 0 0 0.02 0.02 0.02 0 0 0.02 0 0 0.04 0.04 0.04 0 0 0.02 0 0 0.04 0 0 0 0 0 0.02 0 0 0 0.02 0.02 0.02 0
"сжигать" 0 0 0 0 0.02 0 0.02 0 0.02 0.02 0 0.04 0 0 0.02 0.04 0 0.06 0.02 0 0 0.04 0 0.04 0 0 0 0 0.08 0 0.02 0 0.02 0 0.02 0 0 0.02 0 0.02 0.02 0.02 0.02 0 0 0 0 0 0.08 0.02 0.02 0 0 0 0 0 0.02 0.02 0 0.06 0 0 0.02 0.02
"сознание" 0 0 0.04 0 0 0 0 0 0 0 0 0.02 0 0 0 0.04 0.02 0.04 0 0 0 0 0.04 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0.02 0 0.06 0 0 0.02 0.02 0.06 0.04 0.04 0.02 0.04 0.02 0.04 0.04 0.02 0 0 0 0 0 0 0.12 0.02 0.02 0
"сохранять" 0.02 0 0 0.02 0.02 0.02 0.02 0.02 0.02 0 0 0.02 0 0.02 0.02 0.02 0 0 0.02 0.1 0 0 0.04 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0.02 0 0.04 0.02 0.02 0 0.02 0 0 0 0.02 0 0 0 0.02 0.02 0.04 0 0.04 0.02 0.02 0.04 0.02 0.02 0.02 0 0 0.04
"столько" 0.02 0 0 0 0.04 0.02 0.04 0.04 0.06 0 0.04 0.04 0.02 0 0.02 0 0.02 0 0 0 0 0.02 0 0 0 0.02 0 0 0 0.06 0 0 0 0 0 0 0.02 0.04 0.02 0.02 0.02 0 0 0 0.02 0 0 0.02 0.02 0 0 0.02 0.06 0.04 0.02 0 0 0.02 0 0 0.04 0 0 0
"фивы" 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.18 0.02 0.02 0.42 0.18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"хватать" 0 0 0 0.04 0.02 0 0 0 0 0 0.02 0 0 0 0 0.02 0 0.04 0 0 0.04 0 0.04 0.02 0.08 0 0 0 0.06 0.06 0.02 0 0 0 0 0 0.02 0.06 0 0 0 0 0 0 0.02 0.04 0 0.02 0 0 0.02 0 0.04 0.04 0.02 0 0.02 0.02 0 0 0 0.04 0 0.02
"царский" 0 0 0 0.02 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0.02 0 0.1 0.02 0.02 0.04 0.18 0.08 0.02 0 0 0.02 0 0.04 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0.06 0.02 0 0.02 0 0.02 0 0 0.08 0
"август" 0 0 0 0.02 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0.64 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0 0.02
"афродита" 0 0 0 0 0 0 0 0 0.32 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0.1 0.22 0.02 0.02 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0
"беседа" 0.02 0.02 0.02 0 0 0 0 0.04 0 0 0.02 0.04 0.04 0.02 0 0 0 0.02 0.04 0 0 0.02 0 0.02 0.02 0 0 0 0 0 0 0 0 0.06 0 0.04 0.04 0.04 0 0.04 0.02 0.02 0 0.04 0.04 0.02 0.02 0.02 0 0 0.02 0 0 0.02 0.02 0 0 0.02 0 0 0 0 0 0
"влюблять" 0.02 0.02 0 0.04 0.02 0 0 0.02 0.06 0.04 0.04 0 0 0.02 0 0 0 0 0.04 0 0.02 0.04 0 0 0.02 0 0 0 0 0.02 0 0 0 0 0.02 0 0 0.08 0.06 0.04 0 0.02 0 0.02 0 0 0.02 0 0.04 0 0 0 0 0 0 0.02 0 0.02 0 0 0 0 0.02 0.04
"возвращать" 0.02 0.04 0 0 0 0.02 0 0.02 0.02 0.04 0.02 0 0.02 0 0 0.1 0 0.04 0.02 0 0.02 0.02 0.02 0.02 0.02 0 0.06 0 0.02 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0 0.04 0 0 0 0 0 0 0 0 0 0.02 0.02 0.04 0.02 0 0 0.04 0 0.06
"выпивать" 0.08 0.02 0.08 0 0 0 0.02 0.02 0 0 0 0 0 0 0.04 0.02 0 0 0 0 0.06 0 0 0.04 0 0 0.02 0 0 0.02 0 0 0 0 0.02 0.06 0 0 0 0 0 0 0 0.04 0 0 0.02 0.02 0 0.02 0.02 0 0 0 0 0.02 0 0.02 0.1 0 0 0 0.06 0
"вырастать" 0 0 0 0 0 0 0.06 0 0.02 0 0 0 0.02 0 0 0 0 0 0.02 0 0.02 0.02 0.02 0 0 0.06 0 0 0.04 0.12 0.02 0.02 0.08 0.02 0 0 0 0.02 0 0 0 0 0 0.02 0 0.08 0 0 0.02 0.02 0 0 0 0.02 0 0 0.02 0.02 0 0.04 0 0.02 0 0
"дар" 0 0 0.02 0 0.02 0 0.02 0.02 0.06 0.08 0.02 0 0.02 0 0 0 0.02 0 0 0 0 0 0 0 0 0.06 0.08 0.02 0.02 0.02 0 0 0.02 0 0 0.04 0 0.04 0.02 0 0.04 0.02 0 0 0 0.04 0 0 0 0 0 0 0 0.02 0 0 0.02 0.02 0.04 0 0 0 0 0.02
"лошадь" 0.08 0 0 0 0.02 0 0 0 0 0 0 0 0.02 0.04 0 0 0 0 0.08 0.02 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08 0.04 0.02 0 0 0 0 0.08 0 0 0.02 0.04 0.12 0 0.02 0.02 0.02 0 0.02 0 0 0.06 0
"малый" 0 0 0 0 0.02 0.04 0 0 0 0 0.02 0.04 0 0 0 0 0.04 0 0 0.02 0 0.02 0 0 0 0 0.04 0 0 0.02 0.1 0.06 0.02 0.02 0.02 0.04 0.02 0.02 0 0 0.04 0 0.02 0 0.06 0 0.02 0 0.02 0.02 0 0 0 0 0 0 0.02 0 0 0 0 0.02 0 0.04
"наказывать" 0 0.02 0.02 0 0 0 0.02 0.02 0 0 0 0.02 0 0 0.02 0 0 0 0 0 0 0 0 0 0.08 0 0.06 0.02 0.04 0.04 0 0.04 0.02 0 0 0.06 0 0.08 0.02 0 0.02 0 0.02 0 0 0 0 0 0.02 0 0 0 0 0 0.04 0 0.04 0.02 0.02 0.02 0.02 0.02 0 0
"остальной" 0 0.02 0 0 0 0.02 0 0.02 0.04 0.02 0.02 0.02 0.02 0.02 0.04 0.02 0 0.06 0 0 0 0.02 0 0.02 0 0 0.04 0 0 0 0 0 0.02 0 0.02 0 0 0 0 0 0.02 0 0.04 0 0 0 0 0 0 0.02 0.02 0 0 0.04 0.04 0.02 0.02 0 0 0.04 0.04 0.02 0.04 0.02
"очередь" 0.02 0 0.04 0.04 0 0 0.02 0 0.02 0 0 0 0.04 0.02 0.02 0 0.04 0.06 0.02 0.04 0.02 0 0 0 0.02 0 0 0 0 0 0 0 0.02 0 0 0.04 0 0.02 0.06 0.04 0.02 0.04 0 0.04 0 0 0 0 0.04 0 0 0.02 0 0 0 0.02 0 0 0 0 0 0.04 0 0
"полицейский" 0.04 0 0 0 0.02 0.04 0 0 0 0 0 0 0 0.06 0.04 0.02 0 0 0.04 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0.04 0.04 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0.02 0.14 0.22 0.02 0.02 0 0 0 0 0 0 0 0 0 0.02
"постоянно" 0.02 0.04 0.02 0.02 0.04 0 0 0 0.04 0 0 0.04 0.04 0.06 0.04 0.02 0.04 0 0.02 0 0 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0 0 0 0 0 0.04 0.02 0.04 0.02 0 0 0 0 0 0.02 0 0 0.02 0.02 0.02 0.02 0 0 0 0.04 0.02 0.02
"поэма" 0 0.02 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0 0 0 0.02 0.02 0.02 0 0.2 0.06 0.16 0.02 0.04 0.04 0.02 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0.02 0 0 0
"расти" 0 0 0.02 0.04 0 0.02 0.02 0 0 0 0.02 0 0 0 0 0.02 0 0.02 0 0 0 0 0.04 0 0 0.02 0.02 0 0 0 0.02 0 0.02 0 0 0 0 0 0.02 0 0.02 0.02 0 0 0 0 0 0 0.1 0.06 0.02 0 0 0.02 0 0 0.02 0.02 0.02 0.02 0.02 0.04 0.04 0.1
"семейный" 0.02 0.04 0 0.02 0.02 0 0 0 0 0 0 0.02 0 0.04 0.02 0.06 0.04 0.04 0.02 0.04 0.04 0.02 0 0.02 0 0 0 0.04 0 0 0 0 0 0.02 0 0.04 0.06 0 0 0 0 0 0.02 0 0.04 0 0 0 0 0 0 0.02 0.02 0.02 0 0.02 0 0.02 0 0 0 0 0.02 0.02
"советовать" 0.02 0.08 0 0.02 0 0 0 0.08 0.04 0.12 0 0 0 0.02 0 0.02 0 0 0.02 0 0 0.04 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0.02 0 0.02 0 0 0.02 0.04 0.02 0.02 0 0.06 0.06 0.02 0 0.02 0 0.02 0 0 0
"средство" 0 0.02 0 0 0 0.02 0.02 0.04 0 0 0 0.02 0.02 0.04 0.02 0.02 0.02 0 0.02 0.02 0.02 0.02 0 0 0 0.02 0 0.04 0.02 0 0.02 0 0 0.02 0 0 0.02 0 0.02 0 0 0 0.02 0 0.06 0.06 0 0.02 0 0.02 0 0 0 0.04 0.02 0 0 0 0 0 0 0.08 0.02 0
"существовать" 0 0 0 0.04 0 0.02 0 0 0 0.02 0 0.02 0.06 0.02 0.02 0.04 0.02 0.04 0.02 0.04 0 0.02 0.02 0.02 0 0 0.02 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0.04 0 0.02 0 0 0 0.02 0.02 0.02 0.04 0.02 0 0.02 0 0 0 0 0 0 0.02 0.1 0.04 0
"уверенный" 0 0 0.04 0 0.02 0.04 0 0 0 0 0.02 0.02 0.02 0.04 0.06 0 0.02 0 0 0 0 0.02 0.02 0.06 0 0 0 0 0 0 0.02 0 0.02 0 0 0 0.04 0.06 0.06 0 0.04 0 0 0 0.02 0 0 0.04 0.02 0.02 0.04 0 0 0 0 0 0.02 0 0.02 0 0 0.02 0 0
"художник" 0.04 0 0 0.04 0 0 0 0.04 0 0 0.02 0 0 0 0.02 0 0.04 0 0 0.06 0.02 0.02 0 0.08 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0.02 0 0.02 0.04 0 0 0 0.2 0.04 0 0 0.04 0 0 0.02 0 0.02 0 0 0.02 0 0 0
"чонкин" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.42 0.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"болезнь" 0 0.06 0.1 0.04 0.04 0 0 0 0 0 0.04 0 0 0.02 0 0 0 0 0 0.02 0.06 0.02 0.02 0.02 0 0 0 0.04 0 0 0 0.02 0.02 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0.02 0.04 0 0 0.02 0.02 0.04 0.08 0
"венец" 0 0.02 0 0 0 0 0 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0.02 0 0 0 0.02 0 0.54 0 0 0 0 0 0.02 0 0 0.04 0.06 0 0 0 0 0 0 0 0
"вустер" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0 0 0 0 0 0 0 0 0 0 0 0
"дед" 0.02 0 0.04 0 0 0 0 0 0 0 0.02 0 0 0.02 0 0 0 0 0 0 0.1 0.04 0.02 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0.16 0.04 0.04 0.04 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0.1
"испытание" 0 0 0 0.04 0 0 0.02 0.02 0.06 0 0.04 0 0 0 0 0.02 0.04 0 0 0 0 0.06 0 0 0 0.02 0.02 0 0 0 0.06 0.06 0 0.02 0.04 0 0 0.1 0 0 0 0 0 0 0 0 0.02 0 0 0.02 0 0 0 0 0 0 0.02 0.06 0 0.04 0 0 0 0.02
"иуда" 0 0 0 0 0 0 0.74 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"кот" 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.34 0.38 0.04 0 0 0 0 0 0 0 0 0 0 0 0
"ланселот" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"любовный" 0.02 0 0 0 0 0 0 0 0.04 0 0.1 0.02 0 0 0.04 0 0.02 0 0 0.02 0 0.06 0 0 0.02 0 0 0 0 0 0 0 0 0.02 0 0.02 0 0 0 0 0.02 0 0 0 0.04 0.02 0.08 0.04 0.04 0 0.02 0.02 0 0 0.02 0 0 0 0.08 0 0 0 0 0.04
"могила" 0.04 0 0.02 0.02 0 0 0.02 0 0 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0.04 0.04 0 0.02 0 0 0.06 0.08 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08 0 0 0.02 0.06 0.02 0.02 0.04 0 0 0.02 0.04 0 0 0.02 0.02
"обратно" 0 0 0.02 0 0.02 0.02 0 0 0 0.02 0 0 0 0 0.06 0.04 0.04 0 0 0.02 0 0.08 0.02 0.02 0.06 0 0.02 0.02 0.02 0.04 0 0.02 0 0 0 0.04 0.02 0 0 0.02 0.04 0.04 0 0 0 0 0 0.02 0 0.02 0 0.02 0 0 0 0.02 0 0 0 0 0 0 0 0.02
"опасный" 0 0 0 0 0.02 0.02 0.02 0 0.02 0 0 0 0 0 0.02 0 0.02 0 0.02 0.02 0 0.04 0.06 0.04 0.02 0 0 0.02 0 0 0.02 0.02 0.02 0.04 0 0 0 0.02 0.02 0 0 0 0.02 0.02 0.02 0.04 0.08 0 0 0.02 0.02 0.02 0 0 0.02 0.02 0 0 0 0 0 0.02 0.02 0
"поверять" 0.02 0.04 0 0 0 0.02 0.02 0.02 0 0.02 0.04 0 0.02 0 0.02 0 0 0 0 0 0.02 0.02 0 0 0.02 0 0 0.04 0.02 0.04 0 0.04 0 0 0 0.02 0 0 0 0.02 0 0 0 0.02 0 0 0.02 0 0 0.04 0 0 0 0.02 0.06 0 0.06 0.02 0.04 0.02 0.04 0 0 0
"повествование" 0 0 0 0 0 0 0 0 0 0 0.04 0.14 0.08 0 0 0.02 0.06 0 0.02 0.04 0 0 0.02 0 0.02 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0.02 0 0.06 0 0 0 0.02 0.02 0.02 0 0.1 0 0 0 0 0.04 0 0.02 0
"подросток" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0.02 0 0 0 0 0.04 0 0 0 0 0 0.02 0 0 0 0 0 0.02 0.04 0 0 0 0 0 0 0 0 0.64 0 0 0 0 0 0 0 0 0 0 0 0 0
