"123_part1" "123_part2" "123_part3" "123_part4" "152_part1" "152_part2" "165_part1" "165_part2" "226_part1" "226_part2" "226_part3" "227_part1" "227_part2" "233_part1" "233_part2" "belov_part1" "belov_part2" "belov_part3" "belov_part4" "belov_part5" "erkhov_part1" "erkhov_part2" "erkhov_part3" "erkhov_part4" "gasparov_part1" "gasparov_part2" "gasparov_part3" "gasparov_part4" "gasparov_part5" "gasparov_part6" "gasparov_part7" "gasparov_part8" "gasparov_part9" "karelsky_part1" "karelsky_part2" "karelsky_part3" "karelsky_part4" "karelsky_part5" "karelsky_part6" "karelsky_part7" "karelsky_part8" "karelsky_part9" "kostyrko_part1" "kostyrko_part2" "rynkevich_part1" "rynkevich_part2" "rynkevich_part3" "sanovich_part1" "sanovich_part2" "sanovich_part3" "sanovich_part4" "shishkin_part1" "shishkin_part2" "shishkin_part3" "shishkin_part4" "shishkin_part5" "smirnov_part1" "smirnov_part2" "smirnov_part3" "smirnov_part4" "zhidkov_part1" "zhidkov_part2" "zhivotovsky_part1" "zhivotovsky_part2"
"уметь" 0 0 0.04 0 0 0 0 0 0 0 0 0.04 0.06 0 0 0.08 0 0.02 0.04 0 0 0.02 0 0.02 0.02 0 0.06 0.04 0.02 0.02 0.08 0 0 0 0 0.04 0 0 0 0 0.02 0 0.02 0.02 0 0 0 0 0 0 0 0.04 0 0.02 0 0 0.04 0.02 0 0.02 0 0.06 0.06 0.02
"умолять" 0 0 0.02 0 0 0.02 0.02 0 0 0.02 0 0 0 0.02 0 0 0.04 0.04 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0.08 0.06 0.02 0 0.06 0.04 0 0 0 0 0 0.04 0.04 0 0 0 0.02 0.02 0 0.04 0.1 0.04 0.02 0.1 0.02 0 0 0 0
"артур" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.7 0 0 0.02 0 0 0 0 0 0.02 0 0 0 0 0 0 0.02 0
"вдова" 0 0 0.1 0 0 0 0 0.02 0 0 0.14 0 0 0 0 0 0 0 0.04 0.02 0 0 0 0 0 0.02 0.02 0 0 0 0 0.02 0.02 0 0.06 0 0.04 0 0 0.1 0.02 0.04 0 0 0.04 0 0 0 0 0 0 0 0.04 0 0.02 0 0.06 0.04 0.02 0 0 0 0.02 0.02
"влюбляться" 0.02 0 0 0 0 0.02 0 0.02 0.14 0.04 0.1 0 0 0.02 0 0 0.02 0 0.04 0 0 0.04 0 0.04 0 0 0 0.04 0.04 0.06 0 0 0 0 0.02 0 0.04 0.02 0 0 0 0 0 0 0 0 0.04 0 0 0.02 0 0 0 0 0 0.02 0 0.02 0.02 0.02 0 0 0.04 0.02
"выполнять" 0 0.02 0 0 0 0.02 0 0 0.02 0.04 0.02 0 0 0.02 0 0.08 0.04 0.04 0.04 0.06 0.04 0.02 0 0.04 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0.08 0.06 0.02 0 0 0 0.02 0.04 0.02 0.02 0.02 0.06 0.02 0 0 0 0.02 0 0 0.02 0 0
"гулливер" 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"д" 0 0 0.02 0 0 0 0.08 0.5 0 0 0 0 0.02 0 0 0 0 0 0 0.04 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0.04 0 0.02 0 0 0 0 0.1 0.06 0 0
"догадываться" 0 0.02 0.02 0.04 0 0.04 0.02 0.02 0 0 0 0 0.02 0.02 0.02 0.02 0 0.02 0 0.02 0 0.02 0 0 0 0 0.02 0.02 0.02 0 0 0 0.04 0 0.02 0 0 0 0 0 0 0.04 0.04 0 0.02 0.04 0.04 0.02 0.04 0.02 0 0 0.04 0.08 0 0 0.04 0.02 0 0.04 0 0 0 0.02
"дома" 0.02 0.02 0 0.04 0.02 0 0.02 0 0 0.02 0.04 0 0 0.02 0.02 0.04 0 0 0.02 0 0.06 0.02 0 0.04 0 0 0 0.02 0 0.06 0 0 0.02 0.02 0 0 0.02 0.02 0 0.02 0.02 0 0 0.04 0.02 0 0 0.02 0 0.02 0.04 0 0.04 0.04 0 0 0.02 0 0.04 0 0.02 0 0 0.02
"земной" 0 0 0 0 0.02 0 0 0 0.04 0.2 0 0.02 0 0 0 0 0 0.02 0 0 0 0.04 0.14 0 0.04 0 0 0.02 0.06 0.02 0 0 0.04 0 0 0 0 0 0 0.04 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0.02 0 0.04 0 0.02 0.02 0 0 0.02 0 0 0.06
"игра" 0.02 0.02 0.02 0 0.04 0 0.02 0.02 0.04 0 0 0.04 0 0.02 0.02 0.02 0 0.02 0 0 0 0.02 0 0 0 0.02 0 0 0 0.02 0 0 0 0 0 0 0.02 0 0 0 0.02 0 0 0 0.02 0 0 0 0 0 0 0.3 0 0 0.06 0.02 0 0 0 0 0.02 0.02 0.04 0.04
"истина" 0 0 0 0.02 0.04 0.04 0 0.02 0 0 0.02 0.02 0.02 0 0 0 0.02 0.02 0 0.04 0.08 0 0.02 0.06 0 0 0 0 0 0 0 0 0 0.08 0 0 0 0 0 0 0 0 0 0 0.02 0.06 0 0.02 0 0 0.02 0.08 0 0 0 0.04 0.02 0 0 0 0.1 0.06 0 0
"клитемнестр" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.4 0 0 0 0.02 0.48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0
"комедия" 0 0 0 0 0 0 0 0 0 0.02 0.12 0.14 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0.1 0 0 0.02 0.28 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0
"мануэль" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.92 0 0 0 0 0 0 0 0 0 0 0
"медея" 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0.48 0.02 0 0.24 0.12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"назначать" 0.06 0.08 0 0.04 0.02 0 0.02 0.02 0 0 0 0.02 0 0.06 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0.02 0 0.02 0.04 0 0 0.06 0 0.06 0 0 0.02 0 0.04 0.02 0 0 0.02 0.02 0 0.02 0.06 0.02 0 0.04 0.06 0.02 0 0 0 0 0
"ожидать" 0.02 0.04 0 0 0 0.04 0 0.04 0 0 0 0 0 0 0 0.02 0 0.02 0 0.04 0 0.04 0.02 0.02 0 0 0 0.02 0 0.02 0 0 0 0.1 0 0.08 0.04 0 0.06 0.04 0 0 0.06 0.02 0.06 0 0 0.02 0 0.04 0 0 0 0.02 0 0 0 0 0 0 0 0.02 0.02 0
"отвергать" 0 0 0 0.02 0.02 0.02 0 0.04 0.06 0 0 0.06 0 0 0 0 0 0 0 0.02 0.02 0.06 0 0 0 0.02 0 0.02 0.04 0 0 0 0.04 0 0 0 0 0.06 0.06 0.02 0 0.02 0 0 0.04 0 0.04 0 0.04 0.04 0 0 0 0 0.02 0.06 0.02 0 0.02 0 0.04 0 0 0
"пирр" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.88 0 0 0 0 0 0 0 0 0
"похожий" 0 0.02 0.02 0.02 0 0.04 0.04 0 0.02 0 0 0.02 0.06 0 0.02 0.04 0.02 0 0.02 0 0 0 0.02 0 0 0 0 0.02 0 0.02 0 0.02 0 0.02 0.02 0.02 0 0.02 0 0 0 0.04 0.02 0 0.02 0 0 0.04 0.08 0 0.04 0 0 0.02 0 0 0.06 0.02 0.02 0.02 0 0.02 0.02 0
"предупреждать" 0 0 0 0 0 0 0 0.08 0.02 0.08 0 0.02 0 0 0 0 0 0.02 0 0.02 0.04 0 0 0.02 0.02 0.02 0 0.02 0 0.04 0 0 0 0 0 0 0.02 0.02 0 0.02 0 0.04 0.02 0.04 0 0.06 0 0 0 0.04 0 0 0 0.04 0 0.04 0 0.02 0.06 0.02 0 0 0.06 0.02
"проявлять" 0 0.04 0.02 0.02 0 0 0 0 0 0 0 0.04 0 0.04 0 0.06 0.02 0.12 0.06 0.12 0 0.02 0.04 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0.02 0.02 0 0 0.06 0 0.04 0.02 0 0 0.02 0.02 0 0.02 0 0.02 0 0.04 0 0.02 0 0 0 0 0
"скрываться" 0 0 0 0 0.02 0.02 0.02 0.04 0.02 0.02 0.04 0 0.02 0.02 0 0 0 0 0 0.02 0 0.02 0 0 0 0.06 0 0.02 0 0 0.02 0 0.02 0 0.02 0.02 0 0 0 0.02 0.04 0 0.02 0.02 0.02 0 0 0.02 0.06 0 0.04 0.02 0.04 0.04 0.02 0 0 0.02 0.02 0.04 0 0 0.02 0.04
"спустя" 0.02 0.02 0 0.04 0.02 0.04 0.02 0.02 0 0 0 0.02 0.02 0.02 0 0 0 0 0.08 0 0 0 0 0 0.02 0 0.02 0 0 0.02 0 0.02 0.04 0.04 0.1 0.02 0 0.04 0.02 0 0.04 0.04 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0.04 0.02 0 0.04 0.02 0 0 0.04
"тяжелый" 0 0.02 0 0.02 0.04 0 0.02 0 0 0.02 0 0 0.02 0.04 0 0.02 0.02 0.06 0.06 0.02 0.04 0.02 0 0 0 0 0 0.02 0 0.02 0 0 0 0.02 0.02 0 0 0 0 0 0.02 0 0.1 0 0 0 0.04 0 0 0.02 0 0.02 0 0.02 0 0.04 0 0 0.02 0.02 0.02 0.02 0.04 0.04
"успех" 0.02 0.02 0 0.06 0.04 0.02 0 0 0 0 0.02 0.08 0.02 0 0 0 0 0.06 0.02 0.02 0 0 0 0.02 0 0.02 0 0 0 0 0 0 0 0 0 0.02 0.02 0.04 0.06 0 0 0 0 0 0 0 0.02 0 0 0 0.02 0.02 0.04 0 0 0.02 0.04 0.02 0 0 0.04 0.06 0.06 0.02
"честный" 0 0.06 0.02 0 0.02 0.04 0.04 0.06 0 0.02 0.04 0 0.02 0 0.04 0 0.02 0 0 0.02 0.02 0.04 0 0.02 0.02 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0 0.02 0.06 0 0 0 0.02 0.02 0.02 0 0 0 0 0 0.06 0 0.02 0.02 0.06 0 0.02 0 0.04 0 0.02 0 0
"эшли" 0 0 0 0 0 0.08 0 0 0 0 0 0 0 0 0 0 0 0 0.6 0.24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ансельм" 0 0 0 0 0 0 0.88 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0
"бранд" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"выбирать" 0 0 0 0.02 0.02 0 0 0.02 0 0.02 0 0 0 0 0 0 0 0 0 0.02 0 0.02 0.06 0 0 0 0.12 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0.04 0.02 0 0 0.04 0.04 0 0.04 0.08 0.02 0.02 0.02 0.02 0.06 0.02 0.06 0 0 0.02 0.02 0 0.06
"греция" 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0.08 0.04 0.16 0.04 0.06 0.26 0.04 0.14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0 0 0 0 0 0
"доставлять" 0.04 0.02 0 0 0.04 0.02 0.02 0.04 0.04 0.06 0.02 0 0 0.02 0.02 0 0.04 0 0.04 0.02 0 0.02 0.02 0 0 0 0 0.02 0 0 0.02 0 0 0 0.02 0.02 0 0.02 0 0.04 0 0 0 0.06 0 0 0.02 0.02 0 0 0 0 0.02 0 0 0 0.04 0.02 0.04 0.06 0 0 0 0
"жуан" 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.84 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0 0 0
"мука" 0 0.04 0.02 0 0.02 0 0 0 0 0 0.02 0.02 0.02 0.02 0 0 0 0.02 0 0 0 0 0.04 0 0 0 0.02 0.04 0 0 0.02 0.08 0.06 0 0.04 0 0 0.02 0 0.02 0 0 0 0 0.02 0 0.02 0 0.12 0 0.02 0 0.02 0.04 0.02 0.02 0 0.02 0 0 0.02 0 0.04 0.02
"ненавидеть" 0 0.02 0 0 0 0.02 0 0.04 0 0.02 0 0 0 0.02 0.04 0 0.02 0.02 0 0.18 0 0 0 0.04 0 0 0.02 0 0 0 0 0 0.04 0 0 0 0.02 0 0 0 0.02 0.02 0.02 0 0.06 0.08 0 0.02 0.02 0.02 0.02 0 0 0.02 0.04 0 0 0 0.02 0 0 0.02 0 0.02
"перо" 0 0 0 0 0 0 0.02 0 0 0 0 0 0.04 0 0 0 0 0 0 0 0.54 0.02 0 0 0 0 0 0 0.06 0 0.04 0 0 0 0 0 0 0.06 0 0 0 0.02 0 0 0 0.02 0 0 0 0 0 0 0 0 0.02 0.06 0 0 0 0 0 0 0 0
"посвящать" 0 0.02 0 0 0 0.02 0.04 0.06 0.1 0 0 0.02 0.02 0 0 0 0.02 0 0 0 0 0 0 0.02 0.02 0.02 0 0.04 0 0 0.02 0.02 0 0 0.02 0 0 0.02 0.02 0.06 0 0 0 0.02 0.02 0.04 0.08 0 0 0 0.02 0.02 0.02 0 0 0.04 0.06 0 0 0.02 0 0 0 0
"поход" 0.02 0 0 0.02 0.08 0 0 0 0 0 0 0 0 0 0 0.02 0.04 0 0 0 0 0.08 0.02 0.02 0 0.02 0.06 0.06 0 0.08 0.08 0.04 0.04 0 0 0 0 0.02 0.02 0 0.02 0 0 0 0 0.02 0.02 0 0.02 0 0 0 0.02 0.02 0.02 0 0 0.02 0 0 0.02 0 0 0
"пускать" 0.04 0.02 0.04 0.02 0.06 0 0.02 0 0.02 0 0 0 0 0 0 0.02 0 0 0.02 0.04 0 0 0 0 0.02 0.02 0.02 0 0.04 0.04 0 0.02 0 0.04 0.02 0.02 0.02 0.02 0 0.02 0 0.02 0 0.02 0.02 0.02 0.02 0 0 0 0.04 0.02 0.02 0.06 0 0 0 0.02 0 0 0 0 0.04 0
"сергей" 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"симамура" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"англия" 0 0 0 0 0.04 0.14 0 0.1 0 0 0 0.02 0.08 0 0.02 0 0 0 0 0.02 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0.02 0.04 0 0 0 0 0 0 0 0 0 0.02 0.02 0.06 0 0 0 0 0 0 0.06 0.02 0.16 0 0 0 0 0 0 0 0
"ваш" 0 0 0.02 0 0.04 0.02 0.04 0.06 0.02 0.02 0 0.04 0.02 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0.04 0.1 0.02 0 0 0.1 0.04 0 0 0 0 0 0.06 0 0 0 0.04 0.04 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0.02 0.08 0 0.02
"всего" 0 0 0 0 0 0 0.04 0.02 0 0.02 0 0 0.02 0.04 0.02 0 0.02 0.02 0.02 0 0.02 0.06 0.02 0 0 0 0 0 0 0.02 0 0 0 0 0.02 0.02 0.04 0 0 0.02 0 0.04 0.02 0 0 0.04 0 0.04 0.04 0 0.02 0 0.02 0.06 0.02 0.06 0 0.04 0 0 0.04 0 0 0
"газета" 0.1 0.02 0 0.02 0 0.02 0.04 0 0 0 0 0 0 0.18 0.04 0 0 0.04 0 0 0 0 0 0.08 0 0 0 0 0 0 0 0 0 0 0.08 0 0 0 0 0 0 0 0 0.04 0 0 0 0.04 0 0.02 0 0 0.02 0.04 0 0.02 0 0 0 0 0.02 0 0.02 0.04
"месть" 0.02 0 0 0 0.02 0 0.04 0 0.02 0 0 0 0 0 0 0 0.04 0 0.02 0 0 0 0 0 0 0.02 0.02 0.08 0 0 0 0 0.24 0 0.06 0 0.02 0.06 0.1 0 0 0 0 0 0 0.02 0 0 0 0.02 0 0 0 0 0 0 0.02 0 0 0.02 0.04 0 0 0
"миккель" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.88 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"нести" 0.04 0 0 0.02 0.02 0 0.02 0 0 0.02 0 0 0 0 0.02 0.02 0 0 0.04 0.02 0 0 0 0.02 0.02 0.02 0.02 0.02 0 0.06 0 0 0.02 0 0.04 0 0 0.02 0.02 0 0.02 0.02 0 0.02 0.04 0.06 0 0 0.02 0.02 0.02 0.02 0.02 0.08 0 0.02 0.02 0 0 0 0.02 0 0 0
"останавливаться" 0 0.02 0 0 0.04 0.02 0.02 0.02 0 0 0.02 0.02 0.02 0.02 0.02 0.02 0 0 0.02 0 0 0 0.02 0.02 0.02 0.02 0 0 0.04 0 0.04 0 0 0 0 0.02 0.04 0 0 0 0 0 0.04 0.08 0.02 0 0 0 0.02 0.02 0.02 0.02 0 0.02 0 0 0 0 0 0 0.02 0.04 0.04 0.06
"откуда" 0.04 0 0.04 0 0 0 0 0.02 0 0.06 0.02 0 0.02 0 0 0.02 0.02 0 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0 0.02 0.02 0 0.04 0 0.02 0 0 0 0.02 0 0.04 0 0.02 0.04 0.04 0.02 0 0.02 0.04 0 0 0.04 0 0 0 0 0 0 0.04 0.02 0 0 0 0.02 0 0.02 0.02
"позор" 0.02 0.12 0 0 0 0 0.02 0.06 0 0 0 0 0.02 0 0.02 0 0 0 0 0 0.02 0 0 0 0 0 0 0.02 0 0.02 0 0 0 0.02 0 0 0 0.08 0.14 0.04 0 0 0 0 0 0.02 0.04 0 0.02 0 0.02 0 0.08 0.04 0.04 0 0 0.02 0 0 0 0 0 0
"привозить" 0 0 0 0.04 0 0 0 0 0 0 0.02 0 0.02 0 0.02 0.04 0 0 0 0 0 0.04 0 0.02 0 0 0 0.08 0.02 0.02 0.02 0 0 0 0.02 0.02 0.02 0 0 0 0.02 0 0.02 0.04 0 0 0.06 0.08 0.02 0.02 0.04 0.02 0 0 0 0 0 0.04 0.02 0.02 0.02 0 0.02 0.04
"прометей" 0 0 0 0 0 0 0 0 0.12 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.1 0 0 0 0.06 0 0.54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"священный" 0.02 0 0 0 0.02 0 0 0 0.16 0.04 0.04 0 0 0 0 0 0 0 0 0 0.04 0 0 0.02 0.02 0 0.02 0.02 0.02 0 0.06 0.06 0 0 0 0 0 0 0 0.02 0.04 0 0 0 0.02 0.04 0.1 0 0.02 0 0 0 0 0 0 0 0 0 0 0.08 0.02 0 0 0
"страдать" 0 0.04 0 0.02 0.02 0.02 0 0.04 0.02 0 0 0.04 0 0.02 0 0 0 0 0 0.04 0 0.02 0.14 0 0 0.1 0.02 0 0.02 0 0 0 0.04 0 0 0 0 0 0 0 0 0.02 0 0 0.06 0 0 0 0.02 0.02 0 0 0 0.02 0.04 0.06 0 0.02 0 0 0 0 0 0.02
"точно" 0 0 0 0 0 0 0.02 0.04 0 0 0.04 0.08 0.2 0 0 0 0.02 0 0 0 0 0.02 0.02 0 0 0 0 0.04 0 0.06 0.02 0 0.02 0.04 0.02 0 0 0 0 0.02 0 0 0 0.02 0 0 0 0.04 0 0 0.02 0.04 0.02 0.02 0 0 0.02 0 0.02 0 0 0 0.02 0
"характер" 0 0 0 0.04 0 0.02 0 0 0 0 0.02 0.06 0.06 0.02 0.02 0.02 0.04 0.04 0 0 0.02 0.04 0 0.02 0 0 0 0 0 0.02 0 0 0.02 0 0.04 0.02 0 0 0 0 0 0 0.02 0.04 0.06 0.02 0 0 0 0 0.02 0.04 0 0.02 0.06 0.02 0.06 0 0 0 0 0 0 0
"британик" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.18 0.68 0 0 0 0 0 0 0 0
"возлюбленная" 0.02 0.02 0 0 0.02 0 0.02 0.06 0.04 0 0.04 0.02 0 0 0 0 0 0 0 0 0 0.04 0 0 0.04 0 0 0 0.02 0.04 0 0 0 0 0 0.1 0.02 0.02 0.04 0 0.02 0 0 0 0.02 0 0.06 0 0.02 0 0 0 0 0.06 0 0 0.04 0.02 0.04 0.02 0 0 0 0
"грек" 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0 0 0 0 0.1 0 0 0.02 0 0 0 0.04 0.06 0.14 0.08 0.06 0.06 0.12 0.02 0.02 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0
"грудь" 0.06 0.02 0 0 0.02 0 0.04 0 0 0 0.04 0 0 0.02 0.02 0.02 0 0.02 0 0 0 0.02 0.02 0.02 0 0.06 0 0 0.02 0.02 0.06 0.02 0.12 0 0 0.02 0.02 0.02 0 0 0 0.02 0 0 0 0 0 0 0.1 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"дионис" 0 0 0 0 0 0 0 0 0.16 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.46 0.02 0 0.02 0.12 0 0.02 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"достигать" 0 0 0 0 0 0 0.02 0.02 0 0.04 0 0 0 0 0 0 0 0.02 0.02 0 0.02 0 0 0 0 0.04 0.02 0 0 0 0.06 0.02 0.02 0 0 0 0.02 0.02 0.02 0 0.02 0 0 0 0 0.08 0.02 0 0 0.02 0.08 0.02 0 0.02 0 0.04 0.06 0.02 0.02 0 0.02 0.08 0 0
"женский" 0 0 0.02 0 0 0 0 0.02 0.02 0.04 0.02 0.02 0 0 0.04 0 0 0 0.02 0.02 0 0 0.02 0 0.02 0.08 0.02 0.02 0 0.02 0.02 0 0.04 0.02 0.02 0.02 0 0 0.02 0.02 0.02 0 0 0 0.02 0.04 0.02 0 0.04 0 0 0.04 0.02 0.02 0.02 0 0.02 0.02 0 0 0 0 0.02 0
"забирать" 0 0 0.04 0 0.04 0 0 0 0 0 0.02 0 0 0.02 0.02 0.02 0.02 0.02 0.08 0 0 0 0 0 0 0 0 0 0.04 0.02 0 0 0 0.02 0 0.02 0 0 0 0.02 0 0 0 0 0.02 0.02 0.02 0 0.04 0.02 0.02 0.08 0 0 0.02 0.02 0.02 0.04 0 0 0.02 0.04 0.02 0.06
"картина" 0.02 0.04 0.04 0 0.02 0.02 0 0 0.02 0 0.04 0.02 0 0 0.02 0.04 0 0 0.02 0.02 0 0 0.02 0 0.02 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0.02 0 0.04 0 0 0 0.18 0.02 0 0.02 0 0.08 0 0.04 0.02 0.02 0 0 0 0 0 0
"крик" 0.12 0 0.02 0 0 0 0.02 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0.04 0.02 0 0.02 0 0.04 0.04 0.06 0.02 0.02 0 0 0.08 0 0 0.02 0 0 0 0 0.02 0 0.04 0 0 0 0 0 0.04 0 0.04 0.02 0 0 0 0 0 0.04 0.06 0 0.02 0 0.02 0.02
"кричать" 0.02 0 0 0 0 0 0.08 0 0 0.02 0 0 0 0.02 0 0 0 0.02 0 0.02 0 0 0.04 0.04 0.02 0.06 0.06 0.1 0.02 0.06 0 0.02 0.04 0 0 0.02 0 0 0.02 0 0.02 0 0 0.02 0 0 0 0 0.04 0 0 0 0.02 0.02 0 0 0 0 0 0 0 0 0.06 0
"либо" 0 0 0 0.04 0 0.04 0 0 0 0 0 0.06 0.04 0.02 0.04 0 0.04 0 0 0 0 0 0.04 0.02 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0.04 0.14 0 0.04 0.04 0 0 0.06 0.04 0 0.02 0 0 0 0.02 0 0.02 0 0 0 0 0 0 0 0.06 0 0
"наблюдать" 0.02 0 0.02 0 0 0 0 0 0.02 0.02 0 0 0.06 0 0 0 0 0 0.04 0 0 0.06 0.02 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0.04 0.02 0.1 0.04 0.04 0.04 0.02 0.04 0.04 0 0 0.02 0 0.02 0.02 0 0 0 0 0 0.08 0.02
"обретать" 0 0.02 0.02 0 0.02 0.02 0.02 0 0.02 0 0.04 0 0 0 0 0 0.04 0.02 0 0.02 0 0 0 0 0 0 0.02 0.02 0.02 0 0 0 0.02 0 0 0.02 0 0.02 0.02 0 0 0 0.02 0.02 0.04 0.02 0.02 0 0.02 0 0.08 0.02 0 0 0 0.06 0 0.1 0 0.02 0.06 0 0 0
"особенно" 0.02 0.04 0.04 0.06 0.02 0 0 0 0.02 0.02 0 0 0.06 0.08 0.08 0 0 0.02 0.04 0.02 0.02 0.02 0 0 0 0 0.02 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0.04 0 0.02 0 0.02 0 0 0 0 0 0 0.02 0 0 0 0.02 0.04 0.04 0.02 0 0 0 0.04 0
"открываться" 0 0 0 0 0.02 0.04 0.06 0 0.02 0 0 0 0 0 0 0 0.02 0.04 0.02 0.02 0 0.02 0.02 0 0.02 0 0.02 0.06 0.02 0 0 0.02 0.02 0.04 0 0.02 0.04 0 0 0.02 0.02 0 0.04 0 0 0.02 0.04 0 0.02 0.02 0 0 0.02 0 0 0 0 0.02 0.02 0.02 0 0.02 0 0.04
