		lda	nmf
n_topics_5	n_topic_1	['человек', 'становиться', 'время', 'сын', 'год', 'друг', 'жизнь', 'принц', 'самый', 'узнавать']	['король', 'жена', 'друг', 'становиться', 'любовь', 'время', 'человек', 'отец', 'жизнь', 'сын']
n_topics_5	n_topic_2	['гладиатор', 'кавалер', 'войско', 'время', 'маркиз', 'друг', 'становиться', 'хотеть', 'решать', 'граф']	['принц', 'принцесса', 'апельсин', 'король', 'невольница', 'миллон', 'имя', 'брат', 'празднество', 'сераль']
n_topics_5	n_topic_3	['становиться', 'человек', 'жена', 'время', 'друг', 'любовь', 'говорить', 'жизнь', 'отец', 'хотеть']	['кавалер', 'маркиз', 'граф', 'мирандолина', 'актриса', 'флакончик', 'свекровь', 'постоялец', 'графиня', 'хозяйка']
n_topics_5	n_topic_4	['становиться', 'король', 'хотеть', 'время', 'отец', 'друг', 'говорить', 'рассказывать', 'жизнь', 'приходить']	['дон', 'доменико', 'сын', 'священник', 'адвокат', 'филумен', 'брави', 'трое', 'ребенок', 'монастырь']
n_topics_5	n_topic_5	['книга', 'становиться', 'жизнь', 'время', 'любовь', 'король', 'сцена', 'персонаж', 'день', 'дерево']	['мяукать', 'тетушка', 'художник', 'нарисовать', 'бананито', 'джельсомино', 'кошка', 'рисовать', 'лапка', 'театр']
n_topics_6	n_topic_1	['человек', 'становиться', 'сын', 'время', 'год', 'друг', 'жизнь', 'узнавать', 'любить', 'принц']	['король', 'жена', 'друг', 'становиться', 'любовь', 'время', 'человек', 'жизнь', 'отец', 'дочь']
n_topics_6	n_topic_2	['гладиатор', 'войско', 'время', 'кавалер', 'друг', 'становиться', 'хотеть', 'решать', 'саул', 'маркиз']	['принц', 'принцесса', 'апельсин', 'король', 'невольница', 'миллон', 'имя', 'брат', 'сераль', 'отгадывать']
n_topics_6	n_topic_3	['становиться', 'человек', 'жена', 'время', 'друг', 'говорить', 'любовь', 'отец', 'жизнь', 'король']	['кавалер', 'граф', 'маркиз', 'мирандолина', 'актриса', 'флакончик', 'свекровь', 'постоялец', 'графиня', 'хозяйка']
n_topics_6	n_topic_4	['становиться', 'король', 'время', 'отец', 'хотеть', 'друг', 'рассказывать', 'приходить', 'говорить', 'сын']	['дон', 'доменико', 'сын', 'священник', 'адвокат', 'филумен', 'брави', 'трое', 'ребенок', 'монастырь']
n_topics_6	n_topic_5	['жизнь', 'книга', 'становиться', 'время', 'любовь', 'круг', 'друг', 'дерево', 'душа', 'день']	['тимант', 'демофонт', 'дирцея', 'креус', 'царь', 'царевна', 'керинт', 'матусие', 'бог', 'отец']
n_topics_6	n_topic_6	['становиться', 'время', 'хотеть', 'отец', 'любовь', 'говорить', 'самый', 'просить', 'умирать', 'друг']	['персонаж', 'сцена', 'директор', 'актер', 'мадам', 'театр', 'реальность', 'падчерица', 'автор', 'репетиция']
n_topics_7	n_topic_1	['человек', 'становиться', 'сын', 'время', 'год', 'друг', 'узнавать', 'жизнь', 'самый', 'граф']	['король', 'жена', 'друг', 'становиться', 'любовь', 'время', 'человек', 'жизнь', 'отец', 'дочь']
n_topics_7	n_topic_2	['гладиатор', 'войско', 'время', 'друг', 'хотеть', 'становиться', 'армия', 'спартак', 'решать', 'узнавать']	['принц', 'принцесса', 'апельсин', 'король', 'невольница', 'миллон', 'брат', 'имя', 'празднество', 'маг']
n_topics_7	n_topic_3	['становиться', 'время', 'жена', 'человек', 'друг', 'любовь', 'говорить', 'отец', 'жизнь', 'хотеть']	['саул', 'давид', 'ионафан', 'мелхол', 'авенир', 'царь', 'битва', 'израильтянин', 'меч', 'пророк']
n_topics_7	n_topic_4	['становиться', 'король', 'время', 'хотеть', 'отец', 'рассказывать', 'приходить', 'друг', 'жизнь', 'говорить']	['дон', 'доменико', 'сын', 'священник', 'адвокат', 'филумен', 'брави', 'трое', 'ребенок', 'монастырь']
n_topics_7	n_topic_5	['жизнь', 'становиться', 'круг', 'время', 'сцена', 'персонаж', 'любовь', 'отец', 'дерево', 'душа']	['мяукать', 'тетушка', 'художник', 'нарисовать', 'джельсомино', 'бананито', 'рисовать', 'кошка', 'лапка', 'театр']
n_topics_7	n_topic_6	['становиться', 'хотеть', 'отец', 'время', 'мирра', 'любовь', 'говорить', 'умирать', 'просить', 'дочь']	['кавалер', 'граф', 'маркиз', 'мирандолина', 'актриса', 'флакончик', 'свекровь', 'постоялец', 'графиня', 'хозяйка']
