		lda	nmf
n_topics_5	n_topic_1	['человек', 'брат', 'дом', 'хотеть', 'отец', 'женщина', 'время', 'герой', 'убивать', 'детектив']	['девушка', 'женщина', 'человек', 'становиться', 'юноша', 'отец', 'год', 'время', 'дом', 'любовь']
n_topics_5	n_topic_2	['женщина', 'становиться', 'девушка', 'человек', 'год', 'время', 'дом', 'отец', 'жена', 'хотеть']	['государь', 'дворец', 'рукав', 'акэбоно', 'луна', 'платье', 'оплакивать', 'обитель', 'одеяние', 'любовь']
n_topics_5	n_topic_3	['становиться', 'девушка', 'человек', 'время', 'женщина', 'отец', 'год', 'жена', 'жизнь', 'дом']	['маска', 'герой', 'жена', 'лицо', 'овца', 'бинт', 'человек', 'искусственный', 'делать', 'девочка']
n_topics_5	n_topic_4	['брат', 'подросток', 'человек', 'становиться', 'прадед', 'убежище', 'хотеть', 'женщина', 'исан', 'смерть']	['песок', 'мужчина', 'яма', 'женщина', 'веревка', 'лопата', 'деревня', 'отгребать', 'вода', 'веревочный']
n_topics_5	n_topic_5	['человек', 'ящик', 'кот', 'женщина', 'становиться', 'врач', 'хозяин', 'девушка', 'жизнь', 'год']	['светлость', 'обезьянка', 'карета', 'картина', 'художник', 'рассказчица', 'ада', 'мука', 'ширма', 'дочь']
n_topics_6	n_topic_1	['человек', 'брат', 'дом', 'отец', 'хотеть', 'женщина', 'герой', 'время', 'приходить', 'год']	['девушка', 'становиться', 'женщина', 'человек', 'юноша', 'отец', 'год', 'время', 'дом', 'любовь']
n_topics_6	n_topic_2	['женщина', 'становиться', 'девушка', 'человек', 'год', 'время', 'дом', 'отец', 'жена', 'герой']	['государь', 'дворец', 'рукав', 'акэбоно', 'луна', 'платье', 'одеяние', 'обитель', 'оплакивать', 'любовь']
n_topics_6	n_topic_3	['становиться', 'человек', 'девушка', 'отец', 'женщина', 'год', 'время', 'жена', 'решать', 'жизнь']	['маска', 'герой', 'жена', 'лицо', 'овца', 'бинт', 'человек', 'искусственный', 'делать', 'девочка']
n_topics_6	n_topic_4	['брат', 'человек', 'прадед', 'становиться', 'мица', 'деревня', 'смерть', 'женщина', 'решать', 'хотеть']	['песок', 'мужчина', 'яма', 'женщина', 'веревка', 'лопата', 'деревня', 'отгребать', 'вода', 'веревочный']
n_topics_6	n_topic_5	['человек', 'кот', 'ящик', 'женщина', 'становиться', 'врач', 'хозяин', 'девушка', 'год', 'жизнь']	['светлость', 'обезьянка', 'карета', 'картина', 'художник', 'рассказчица', 'ада', 'мука', 'ширма', 'дочь']
