		lda	nmf
n_topics_5	n_topic_1	['царь', 'бог', 'время', 'любовь', 'друг', 'обитель', 'гора', 'становиться', 'жена', 'облако']	['небо', 'рождение', 'проклятие', 'попугай', 'друг', 'тело', 'луна', 'царь', 'спускаться', 'поведывать']
n_topics_5	n_topic_2	['бог', 'стрела', 'брат', 'некий', 'царевич', 'свита', 'слуга', 'великодушие', 'приходить', 'надежда']	['сестра', 'служанка', 'царь', 'просить', 'портрет', 'кормилица', 'прибывать', 'брак', 'память', 'парк']
n_topics_5	n_topic_3	['царь', 'письмо', 'ракшаса', 'место', 'являться', 'страна', 'лагерь', 'несколько', 'дом', 'план']	['ядав', 'коронация', 'войско', 'дар', 'наступать', 'повод', 'поднести', 'словно', 'царь', 'сражение']
n_topics_5	n_topic_4	['царь', 'жизнь', 'подруга', 'гора', 'время', 'лес', 'страсть', 'царевич', 'дерево', 'любовь']	['облако', 'якша', 'молния', 'река', 'жена', 'послание', 'передавать', 'гора', 'лицо', 'волос']
n_topics_5	n_topic_5	['любовь', 'пастушка', 'океан', 'царь', 'бог', 'однако', 'время', 'ревность', 'ночь', 'рука']	['изваяние', 'попугай', 'майна', 'царевич', 'каменный', 'оба', 'царь', 'направляться', 'поиск', 'разговор']
n_topics_6	n_topic_1	['царь', 'бог', 'любовь', 'время', 'облако', 'друг', 'обитель', 'гора', 'небо', 'жена']	['небо', 'рождение', 'проклятие', 'попугай', 'друг', 'тело', 'царь', 'луна', 'спускаться', 'поведывать']
n_topics_6	n_topic_2	['брат', 'стрела', 'бог', 'некий', 'свита', 'царевич', 'подвижник', 'дротик', 'великодушие', 'слуга']	['портрет', 'царица', 'царь', 'дощечка', 'рисовальный', 'пожар', 'ватс', 'брак', 'происходить', 'дворец']
n_topics_6	n_topic_3	['царь', 'письмо', 'ракшаса', 'место', 'страна', 'лагерь', 'несколько', 'являться', 'план', 'перстень']	['ядав', 'коронация', 'войско', 'дар', 'наступать', 'повод', 'поднести', 'словно', 'царь', 'сражение']
n_topics_6	n_topic_4	['царь', 'время', 'подруга', 'друг', 'гора', 'обитель', 'появляться', 'ночь', 'отчаяние', 'попугай']	['облако', 'якша', 'молния', 'река', 'жена', 'послание', 'передавать', 'гора', 'лицо', 'волос']
n_topics_6	n_topic_5	['любовь', 'пастушка', 'океан', 'бог', 'однако', 'царь', 'ревность', 'время', 'ветер', 'яд']	['изваяние', 'попугай', 'майна', 'царевич', 'каменный', 'оба', 'царь', 'направляться', 'поиск', 'разговор']
n_topics_6	n_topic_6	['царь', 'дом', 'становиться', 'жизнь', 'драгоценность', 'время', 'бог', 'лес', 'ожерелие', 'приходить']	['драгоценность', 'ожерелие', 'шкатулка', 'дом', 'массажист', 'повозка', 'гетера', 'благородный', 'васантасен', 'трусливый']
n_topics_7	n_topic_1	['царь', 'бог', 'любовь', 'время', 'друг', 'обитель', 'облако', 'гора', 'жена', 'небо']	['небо', 'рождение', 'проклятие', 'попугай', 'друг', 'тело', 'царь', 'луна', 'спускаться', 'поведывать']
n_topics_7	n_topic_2	['брат', 'стрела', 'бог', 'некий', 'подвижник', 'свита', 'месть', 'вепрь', 'царевич', 'ради']	['портрет', 'царица', 'царь', 'дощечка', 'рисовальный', 'пожар', 'ватс', 'брак', 'происходить', 'дворец']
n_topics_7	n_topic_3	['ракшаса', 'царь', 'место', 'лагерь', 'несколько', 'являться', 'страна', 'письмо', 'задерживать', 'дом']	['ядав', 'коронация', 'войско', 'дар', 'наступать', 'повод', 'поднести', 'словно', 'царь', 'сражение']
n_topics_7	n_topic_4	['царь', 'подруга', 'время', 'друг', 'гора', 'попугай', 'лес', 'любовь', 'страсть', 'ночь']	['облако', 'якша', 'молния', 'река', 'жена', 'послание', 'передавать', 'гора', 'лицо', 'волос']
