		lda	nmf
n_topics_5	n_topic_1	['   \n', 'человек', 'становиться', 'мальчик', 'жизнь', 'год', 'рассказывать', 'день', 'решать', 'начинать']	['человек', 'становиться', '   \n', 'отец', 'время', 'друг', 'жизнь', 'день', 'год', 'мать']
n_topics_5	n_topic_2	['человек', 'время', '   \n', 'дом', 'решать', 'день', 'приходить', 'жизнь', 'понимать', 'год']	['немец', 'разведчик', 'немецкий', 'дивизия', 'бой', 'командир', 'рота', 'лейтенант', 'взвод', 'курсант']
n_topics_5	n_topic_3	['человек', 'становиться', 'время', '   \n', 'день', 'жить', 'год', 'идти', 'приходить', 'мальчик']	['мальчик', 'дед', 'ребята', 'отец', 'капитан', 'ленька', 'мишка', 'кортик', 'дядя', 'пар']
n_topics_5	n_topic_4	['человек', 'отец', 'говорить', 'время', 'становиться', 'друг', 'жизнь', 'день', 'жить', 'уходить']	['страна', 'король', 'подземный', 'путешественник', 'правитель', 'житель', 'помощь', 'город', 'урфин', 'принц']
n_topics_5	n_topic_5	['человек', 'становиться', 'кролик', 'страна', 'удав', 'время', 'мальчик', 'решать', 'год', ' ']	['рассказчик', 'стрекоза', 'пенсне', 'пес', 'ручей', 'доктор', 'классный', 'гончий', 'голубой', 'сказка']
n_topics_6	n_topic_1	['   \n', 'жизнь', 'становиться', 'мальчик', 'человек', 'год', 'решать', 'день', 'рассказывать', 'время']	['человек', 'становиться', '   \n', 'отец', 'время', 'друг', 'жизнь', 'день', 'год', 'мать']
n_topics_6	n_topic_2	['человек', 'время', 'решать', 'жизнь', 'день', '   \n', 'понимать', 'дом', 'приходить', 'страна']	['немец', 'разведчик', 'немецкий', 'дивизия', 'бой', 'командир', 'лейтенант', 'рота', 'взвод', 'курсант']
n_topics_6	n_topic_3	['время', 'день', 'человек', 'друг', 'решать', 'становиться', 'мальчик', 'оказываться', 'жить', ' ']	['мальчик', 'дед', 'ребята', 'отец', 'капитан', 'ленька', 'мишка', 'кортик', 'дядя', 'пар']
n_topics_6	n_topic_4	['человек', 'отец', 'время', 'становиться', 'говорить', 'день', 'друг', 'жизнь', 'жить', 'уходить']	['страна', 'король', 'подземный', 'путешественник', 'правитель', 'житель', 'помощь', 'город', 'урфин', 'принц']
n_topics_6	n_topic_5	['кролик', 'удав', 'человек', 'время', 'становиться', ' ', 'решать', 'доктор', 'мальчик', 'город']	['рассказчик', 'стрекоза', 'пенсне', 'пес', 'ручей', 'доктор', 'классный', 'гончий', 'голубой', 'сказка']
n_topics_6	n_topic_6	['человек', 'становиться', 'время', '   \n', 'день', 'жить', 'год', 'приходить', 'идти', 'мальчик']	['русский', 'автор', 'писатель', 'зоологический', 'книга', 'европеец', 'обезьяний', 'zoo', 'филолог', 'жить']
n_topics_7	n_topic_1	['   \n', 'жизнь', 'становиться', 'мальчик', 'человек', 'решать', 'год', 'день', 'рассказывать', 'время']	['человек', 'становиться', '   \n', 'отец', 'время', 'друг', 'жизнь', 'день', 'мать', 'год']
