		lda	nmf
n_topics_5	n_topic_1	['саламандра', 'ход', 'видеть', 'уморить', 'следовать', 'также', 'общественный', 'проводить', 'желание', 'должный']	
n_topics_5	n_topic_2	['саламандра', 'начинать', 'человек', 'капитан', 'человечество', 'самый', 'время', 'существо', 'вскоре', 'подводный']	
n_topics_5	n_topic_3	['саламандра', 'единый', 'ход', 'порог', 'конец', 'адвокат', 'время', 'некоторый', 'отказ', 'пускать']	
n_topics_5	n_topic_4	['ход', 'солдат', 'барон', 'год', 'император', 'человек', 'крестьянин', 'узнавать', 'жизнь', 'время']	
n_topics_5	n_topic_5	['солдат', 'саламандра', 'ход', 'человек', 'барон', 'роман', 'вагон', 'крестьянин', 'фельдкурат', 'еврей']	
n_topics_6	n_topic_1	['саламандра', 'ход', 'видеть', 'уморить', 'следовать', 'также', 'желание', 'проводить', 'общественный', 'должный']	
n_topics_6	n_topic_2	['саламандра', 'человек', 'начинать', 'капитан', 'человечество', 'самый', 'время', 'существо', 'вскоре', 'подводный']	
n_topics_6	n_topic_3	['саламандра', 'единый', 'порог', 'время', 'конец', 'некоторый', 'отказ', 'адвокат', 'пускать', 'идиотизм']	
n_topics_6	n_topic_4	['ход', 'барон', 'солдат', 'год', 'император', 'человек', 'крестьянин', 'узнавать', 'жизнь', 'время']	
n_topics_6	n_topic_5	['ход', 'солдат', 'барон', 'человек', 'саламандра', 'вагон', 'роман', 'еврей', 'дорогой', 'крестьянин']	
n_topics_6	n_topic_6	['борьба', 'дом', 'считать', 'последний', 'постель', 'работать', 'дарить', 'возмущать', 'погибать', 'коллектив']	
n_topics_7	n_topic_1	['видеть', 'саламандра', 'уморить', 'ход', 'следовать', 'проводить', 'желание', 'ошибка', 'также', 'соглашение']	
n_topics_7	n_topic_2	['саламандра', 'самый', 'доктор', 'собрание', 'полностью', 'очередной', 'пленный', 'говорить', 'притаскивание', 'возвращаться']	
n_topics_7	n_topic_3	['саламандра', 'единый', 'конец', 'порог', 'некоторый', 'адвокат', 'идиотизм', 'отказ', 'дорога', 'приводить']	
n_topics_7	n_topic_4	['ход', 'солдат', 'барон', 'год', 'император', 'человек', 'крестьянин', 'узнавать', 'жизнь', 'время']	
n_topics_7	n_topic_5	['ход', 'солдат', 'барон', 'вагон', 'роман', 'человек', 'еврей', 'дорогой', 'крестьянин', 'фельдкурат']	
n_topics_7	n_topic_6	['борьба', 'считать', 'дом', 'постель', 'последний', 'дарить', 'возмущать', 'работать', 'погибать', 'коллектив']	
n_topics_7	n_topic_7	['саламандра', 'человек', 'начинать', 'капитан', 'человечество', 'однако', 'подводный', 'вскоре', 'работа', 'жемчуг']	
n_topics_8	n_topic_1	['видеть', 'ход', 'уморить', 'саламандра', 'следовать', 'желание', 'проводить', 'общественный', 'ошибка', 'одобрение']	
n_topics_8	n_topic_2	['саламандра', 'доктор', 'полностью', 'самый', 'пленный', 'собрание', 'очередной', 'притаскивание', 'возвращаться', 'говорить']	
n_topics_8	n_topic_3	['единый', 'саламандра', 'порог', 'конец', 'некоторый', 'идиотизм', 'отказ', 'приводить', 'болеть', 'адвокат']	
n_topics_8	n_topic_4	['ход', 'барон', 'солдат', 'год', 'император', 'человек', 'крестьянин', 'узнавать', 'жизнь', 'время']	
n_topics_8	n_topic_5	['солдат', 'ход', 'барон', 'вагон', 'роман', 'еврей', 'фельдкурат', 'дорогой', 'человек', 'диспут']	
n_topics_8	n_topic_6	['борьба', 'дом', 'считать', 'постель', 'последний', 'дарить', 'возмущать', 'погибать', 'работать', 'коллектив']	
n_topics_8	n_topic_7	['саламандра', 'человек', 'начинать', 'капитан', 'человечество', 'однако', 'подводный', 'вскоре', 'работа', 'жемчуг']	
n_topics_8	n_topic_8	['саламандра', 'невозможно', 'раковина', 'проигрывать', 'межа', 'деревня', 'чувствовать', 'взять', 'тюлень', 'сидеть']	
n_topics_9	n_topic_1	['видеть', 'ход', 'уморить', 'следовать', 'саламандра', 'желание', 'проводить', 'ошибка', 'соглашение', 'одобрение']	
n_topics_9	n_topic_2	['саламандра', 'доктор', 'полностью', 'самый', 'пленный', 'возвращаться', 'собрание', 'притаскивание', 'очередной', 'говорить']	
n_topics_9	n_topic_3	['единый', 'порог', 'конец', 'идиотизм', 'некоторый', 'отказ', 'болеть', 'приводить', 'общество', 'адвокат']	
n_topics_9	n_topic_4	['ход', 'барон', 'солдат', 'год', 'император', 'человек', 'крестьянин', 'узнавать', 'жизнь', 'время']	
n_topics_9	n_topic_5	['солдат', 'ход', 'барон', 'вагон', 'роман', 'еврей', 'фельдкурат', 'дорогой', 'диспут', 'старик']	
n_topics_9	n_topic_6	['борьба', 'считать', 'дом', 'постель', 'последний', 'дарить', 'возмущать', 'погибать', 'коллектив', 'уделять']	
n_topics_9	n_topic_7	['саламандра', 'ароматный', 'назначать', 'ехать', 'работа', 'человек', 'гигантский', 'директор', 'заключенный', 'вселенский']	
n_topics_9	n_topic_8	['саламандра', 'невозможно', 'проигрывать', 'межа', 'раковина', 'деревня', 'взять', 'сидеть', 'чувствовать', 'тюлень']	
n_topics_9	n_topic_9	['саламандра', 'человек', 'начинать', 'капитан', 'человечество', 'однако', 'предлагать', 'время', 'научный', 'остров']	
n_topics_10	n_topic_1	['видеть', 'уморить', 'следовать', 'ход', 'желание', 'соглашение', 'ошибка', 'одобрение', 'общественный', 'проводить']	
n_topics_10	n_topic_2	['саламандра', 'доктор', 'полностью', 'пленный', 'самый', 'притаскивание', 'собрание', 'очередной', 'говорить', 'утро']	
n_topics_10	n_topic_3	['единый', 'конец', 'порог', 'идиотизм', 'некоторый', 'отказ', 'болеть', 'дорога', 'приводить', 'адвокат']	
n_topics_10	n_topic_4	['ход', 'барон', 'солдат', 'год', 'император', 'человек', 'крестьянин', 'узнавать', 'жизнь', 'поручик']	
n_topics_10	n_topic_5	['солдат', 'ход', 'барон', 'вагон', 'роман', 'еврей', 'дорогой', 'фельдкурат', 'человек', 'крестьянин']	
n_topics_10	n_topic_6	['борьба', 'считать', 'постель', 'дом', 'последний', 'дарить', 'возмущать', 'погибать', 'коллектив', 'работать']	
n_topics_10	n_topic_7	['ароматный', 'назначать', 'саламандра', 'ехать', 'работа', 'директор', 'гигантский', 'заключенный', 'человек', 'вселенский']	
n_topics_10	n_topic_8	['саламандра', 'невозможно', 'проигрывать', 'межа', 'раковина', 'сидеть', 'взять', 'деревня', 'носить', 'чувствовать']	
n_topics_10	n_topic_9	['саламандра', 'человек', 'начинать', 'капитан', 'человечество', 'однако', 'предлагать', 'время', 'научный', 'остров']	
n_topics_10	n_topic_10	['жена', 'работать', 'решать', 'вместе', 'предлагать', 'год', 'свобода', 'возвращение', 'маленький', 'день']	
n_topics_11	n_topic_1	['видеть', 'ход', 'уморить', 'следовать', 'желание', 'проводить', 'ошибка', 'соглашение', 'одобрение', 'общественный']	
n_topics_11	n_topic_2	['саламандра', 'доктор', 'полностью', 'пленный', 'самый', 'притаскивание', 'собрание', 'очередной', 'говорить', 'стремление']	
n_topics_11	n_topic_3	['единый', 'порог', 'конец', 'идиотизм', 'отказ', 'некоторый', 'болеть', 'приводить', 'общество', 'холодный']	
n_topics_11	n_topic_4	['ход', 'барон', 'солдат', 'император', 'поручик', 'крестьянин', 'человек', 'год', 'узнавать', 'большой']	
n_topics_11	n_topic_5	['солдат', 'ход', 'вагон', 'барон', 'роман', 'еврей', 'дорогой', 'фельдкурат', 'диспут', 'спрашивать']	
n_topics_11	n_topic_6	['борьба', 'считать', 'постель', 'дом', 'последний', 'дарить', 'возмущать', 'погибать', 'коллектив', 'уделять']	
n_topics_11	n_topic_7	['ароматный', 'саламандра', 'назначать', 'ехать', 'гигантский', 'работа', 'директор', 'заключенный', 'вселенский', 'однако']	
n_topics_11	n_topic_8	['невозможно', 'проигрывать', 'саламандра', 'межа', 'раковина', 'взять', 'сидеть', 'деревня', 'носить', 'чувствовать']	
n_topics_11	n_topic_9	['саламандра', 'человек', 'начинать', 'капитан', 'человечество', 'однако', 'предлагать', 'время', 'научный', 'остров']	
n_topics_11	n_topic_10	['работать', 'год', 'свобода', 'жизнь', 'клиника', 'предлагать', 'жена', 'день', 'решать', 'любовь']	
n_topics_11	n_topic_11	['ход', 'помнить', 'император', 'мнимый', 'испугаться', 'отстрел', 'коммунистический', 'полк', 'староста', 'находить']	
n_topics_12	n_topic_1	['видеть', 'уморить', 'следовать', 'ход', 'саламандра', 'желание', 'общественный', 'соглашение', 'ошибка', 'одобрение']	
n_topics_12	n_topic_2	['саламандра', 'доктор', 'полностью', 'самый', 'пленный', 'собрание', 'притаскивание', 'очередной', 'говорить', 'стремление']	
n_topics_12	n_topic_3	['единый', 'порог', 'конец', 'идиотизм', 'отказ', 'некоторый', 'болеть', 'приводить', 'общество', 'холодный']	
n_topics_12	n_topic_4	['ход', 'барон', 'солдат', 'император', 'крестьянин', 'поручик', 'человек', 'год', 'узнавать', 'большой']	
n_topics_12	n_topic_5	['солдат', 'ход', 'вагон', 'барон', 'роман', 'еврей', 'дорогой', 'спрашивать', 'диспут', 'необходимо']	
n_topics_12	n_topic_6	['борьба', 'считать', 'постель', 'дом', 'последний', 'дарить', 'возмущать', 'погибать', 'коллектив', 'уделять']	
n_topics_12	n_topic_7	['ароматный', 'назначать', 'саламандра', 'ехать', 'директор', 'гигантский', 'работа', 'заключенный', 'вселенский', 'вместе']	
n_topics_12	n_topic_8	['невозможно', 'проигрывать', 'межа', 'раковина', 'сидеть', 'взять', 'деревня', 'носить', 'изрядно', 'тюлень']	
n_topics_12	n_topic_9	['саламандра', 'человек', 'начинать', 'капитан', 'человечество', 'однако', 'предлагать', 'время', 'научный', 'остров']	
n_topics_12	n_topic_10	['работать', 'год', 'свобода', 'клиника', 'жизнь', 'предлагать', 'жена', 'решать', 'день', 'любовь']	
n_topics_12	n_topic_11	['ход', 'помнить', 'мнимый', 'полк', 'испугаться', 'отстрел', 'коммунистический', 'поручик', 'мойщик', 'находить']	
n_topics_12	n_topic_12	['смело', 'вести', 'ничто', 'пытаться', 'помост', 'варить', 'п', 'аккуратный', 'приговаривать', 'боевой']	
