		lda	nmf
n_topics_5	n_topic_1	['вельможа', 'прикреплять', 'стараться', 'мать', 'подтвердить', 'год', 'юноша', 'кейс', 'друг', 'жажда']	
n_topics_5	n_topic_2	['время', 'шах', 'подобающий', 'узнавать', 'горе', 'сердце', 'весть', 'домой', 'резвый', 'главное']	
n_topics_5	n_topic_3	['искандер', 'страна', 'человек', 'правитель', 'год', 'шах', 'ученый', 'поход', 'становиться', 'войско']	
n_topics_5	n_topic_4	['шах', 'отец', 'становиться', 'сын', 'конь', 'войско', 'царевич', 'красавица', 'ширин', 'время']	
n_topics_5	n_topic_5	['становиться', 'шах', 'время', 'искандер', 'войско', 'путь', 'приходить', 'известность', 'знать', 'послание']	
n_topics_6	n_topic_1	['вельможа', 'прикреплять', 'стараться', 'подтвердить', 'мать', 'кейс', 'юноша', 'жажда', 'друг', 'мучаться']	
n_topics_6	n_topic_2	['время', 'подобающий', 'узнавать', 'горе', 'домой', 'главное', 'весть', 'мудрый', 'резвый', 'славный']	
n_topics_6	n_topic_3	['человек', 'страна', 'правитель', 'шах', 'искандер', 'год', 'ученый', 'поход', 'утро', 'становиться']	
n_topics_6	n_topic_4	['шах', 'отец', 'становиться', 'сын', 'конь', 'войско', 'царевич', 'красавица', 'время', 'ширин']	
n_topics_6	n_topic_5	['становиться', 'искандер', 'время', 'путь', 'войско', 'ученый', 'шах', 'знать', 'известность', 'приходить']	
n_topics_6	n_topic_6	['шах', 'отец', 'конь', 'становиться', 'войско', 'дочь', 'сын', 'владыка', 'сердце', 'день']	
n_topics_7	n_topic_1	['вельможа', 'прикреплять', 'стараться', 'подтвердить', 'кейс', 'жажда', 'пользование', 'мучаться', 'литавры', 'граната']	
n_topics_7	n_topic_2	['время', 'подобающий', 'узнавать', 'горе', 'домой', 'главное', 'мудрый', 'весть', 'стоять', 'резвый']	
n_topics_7	n_topic_3	['шах', 'человек', 'страна', 'становиться', 'правитель', 'войско', 'утро', 'бой', 'сын', 'год']	
n_topics_7	n_topic_4	['шах', 'отец', 'становиться', 'сын', 'конь', 'войско', 'царевич', 'красавица', 'время', 'узнавать']	
n_topics_7	n_topic_5	['искандер', 'ученый', 'становиться', 'год', 'путь', 'время', 'войско', 'правитель', 'нищий', 'человек']	
n_topics_7	n_topic_6	['шах', 'конь', 'отец', 'сердце', 'гора', 'день', 'видеть', 'ширин', 'войско', 'становиться']	
n_topics_7	n_topic_7	['друг', 'ночной', 'плащ', 'бой', 'дружественный', 'исследование', 'нести', 'домой', 'желтый', 'судабе']	
n_topics_8	n_topic_1	['вельможа', 'прикреплять', 'стараться', 'подтвердить', 'кейс', 'мать', 'жажда', 'мучаться', 'юноша', 'друг']	
n_topics_8	n_topic_2	['время', 'подобающий', 'узнавать', 'горе', 'домой', 'главное', 'мудрый', 'стоять', 'весть', 'резвый']	
n_topics_8	n_topic_3	['шах', 'человек', 'страна', 'становиться', 'утро', 'бой', 'правитель', 'войско', 'сын', 'царица']	
n_topics_8	n_topic_4	['шах', 'отец', 'становиться', 'сын', 'конь', 'войско', 'царевич', 'красавица', 'друг', 'ширин']	
n_topics_8	n_topic_5	['искандер', 'ученый', 'год', 'становиться', 'правитель', 'путь', 'следующий', 'человек', 'время', 'нищий']	
n_topics_8	n_topic_6	['шах', 'конь', 'отец', 'становиться', 'сын', 'сердце', 'войско', 'дочь', 'владыка', 'день']	
n_topics_8	n_topic_7	['друг', 'ночной', 'плащ', 'бой', 'дружественный', 'исследование', 'нести', 'домой', 'желтый', 'судабе']	
n_topics_8	n_topic_8	['перегорать', 'страдалец', 'одарять', 'монах', 'кровопролитие', 'ко', 'собирать', 'мощный', 'ствол', 'драгоценный']	
n_topics_9	n_topic_1	['вельможа', 'прикреплять', 'стараться', 'подтвердить', 'кейс', 'жажда', 'мучаться', 'литавры', 'пользование', 'граната']	
n_topics_9	n_topic_2	['время', 'подобающий', 'главное', 'узнавать', 'домой', 'горе', 'стоять', 'мудрый', 'резвый', 'славный']	
n_topics_9	n_topic_3	['шах', 'человек', 'царица', 'сыноубийца', 'сын', 'бой', 'страна', 'шаг', 'утро', 'грудь']	
n_topics_9	n_topic_4	['шах', 'отец', 'сын', 'становиться', 'конь', 'царевич', 'войско', 'красавица', 'ширин', 'друг']	
n_topics_9	n_topic_5	['становиться', 'известность', 'время', 'побоище', 'знать', 'послание', 'начинаться', 'шах', 'приходить', 'мгновение']	
n_topics_9	n_topic_6	['шах', 'конь', 'отец', 'становиться', 'сын', 'сердце', 'дочь', 'войско', 'владыка', 'день']	
n_topics_9	n_topic_7	['ночной', 'друг', 'плащ', 'дружественный', 'нести', 'исследование', 'желтый', 'домой', 'бой', 'послышаться']	
n_topics_9	n_topic_8	['перегорать', 'страдалец', 'одарять', 'монах', 'кровопролитие', 'ко', 'собирать', 'ствол', 'мощный', 'драгоценный']	
n_topics_9	n_topic_9	['искандер', 'год', 'правитель', 'следующий', 'страна', 'ученый', 'становиться', 'войско', 'поход', 'человек']	
n_topics_10	n_topic_1	['прикреплять', 'вельможа', 'стараться', 'подтвердить', 'кейс', 'жажда', 'мучаться', 'литавры', 'пользование', 'граната']	
n_topics_10	n_topic_2	['время', 'подобающий', 'главное', 'домой', 'стоять', 'славный', 'мудрый', 'резвый', 'горе', 'воздавать']	
n_topics_10	n_topic_3	['шах', 'человек', 'сыноубийца', 'шаг', 'утро', 'страна', 'бой', 'царица', 'царственный', 'нападывать']	
n_topics_10	n_topic_4	['шах', 'отец', 'сын', 'конь', 'становиться', 'царевич', 'войско', 'ширин', 'красавица', 'друг']	
n_topics_10	n_topic_5	['становиться', 'известность', 'побоище', 'время', 'мгновение', 'послание', 'начинаться', 'знать', 'свет', 'старец']	
n_topics_10	n_topic_6	['шах', 'отец', 'конь', 'день', 'сердце', 'гора', 'видеть', 'сын', 'дворец', 'войско']	
n_topics_10	n_topic_7	['ночной', 'друг', 'плащ', 'дружественный', 'нести', 'желтый', 'исследование', 'бой', 'послышаться', 'судабе']	
n_topics_10	n_topic_8	['перегорать', 'страдалец', 'одарять', 'монах', 'кровопролитие', 'ко', 'собирать', 'ствол', 'мощный', 'драгоценный']	
n_topics_10	n_topic_9	['искандер', 'год', 'следующий', 'правитель', 'становиться', 'владыка', 'войско', 'человек', 'страна', 'бой']	
n_topics_10	n_topic_10	['искандер', 'шах', 'войско', 'становиться', 'страна', 'год', 'время', 'поход', 'путь', 'ученый']	
n_topics_11	n_topic_1	['прикреплять', 'вельможа', 'стараться', 'подтвердить', 'пользование', 'литавры', 'мучаться', 'жажда', 'граната', 'кейс']	
n_topics_11	n_topic_2	['время', 'подобающий', 'главное', 'домой', 'стоять', 'славный', 'резвый', 'мудрый', 'воздавать', 'горе']	
