		lda	nmf
n_topics_5	n_topic_1	['поэт', 'человек', 'вместе', 'душа', 'молитва', 'твой', 'становиться', 'слово', 'множество', 'книга']	
n_topics_5	n_topic_2	['говорить', 'отверженный', 'уголь', 'бессловесный', 'повеление', 'текст', 'сущий', 'убеждать', 'забота', 'вдохновение']	
n_topics_5	n_topic_3	['твой', 'поэт', 'сомнение', 'одержимый', 'книга', 'смирение', 'переставать', 'земной', 'ересь', 'являться']	
n_topics_5	n_topic_4	['повертываться', 'бесплатенощущать', 'символ', 'причислять', 'злополучный', 'совершенствование', 'ибо', 'род', 'телесный', 'бессловесный']	
n_topics_5	n_topic_5	['твой', 'поэт', 'страждущий', 'человеческий', 'живой', 'друг', 'людская', 'слово', 'смирение', 'источник']	
n_topics_6	n_topic_1	['поэт', 'человек', 'вместе', 'твой', 'душа', 'молитва', 'становиться', 'слово', 'книга', 'множество']	
n_topics_6	n_topic_2	['говорить', 'отверженный', 'уголь', 'бессловесный', 'повеление', 'текст', 'сущий', 'убеждать', 'вдохновение', 'гимнографический']	
n_topics_6	n_topic_3	['сомнение', 'твой', 'одержимый', 'поэт', 'переставать', 'смирение', 'ересь', 'книга', 'милостивый', 'являться']	
n_topics_6	n_topic_4	['повертываться', 'бесплатенощущать', 'символ', 'причислять', 'злополучный', 'совершенствование', 'ибо', 'род', 'телесный', 'бессловесный']	
n_topics_6	n_topic_5	['страждущий', 'твой', 'поэт', 'живой', 'человеческий', 'людская', 'друг', 'избранник', 'смирение', 'слово']	
n_topics_6	n_topic_6	['ученый', 'раскрывать', 'мерещиться', 'скорбь', 'приятно', 'песнопение', 'совесть', 'рука', 'нужный', 'средний']	
n_topics_7	n_topic_1	['поэт', 'человек', 'вместе', 'твой', 'молитва', 'душа', 'становиться', 'слово', 'множество', 'книга']	
n_topics_7	n_topic_2	['говорить', 'отверженный', 'уголь', 'бессловесный', 'повеление', 'текст', 'сущий', 'убеждать', 'вдохновение', 'гимнографический']	
n_topics_7	n_topic_3	['сомнение', 'твой', 'одержимый', 'поэт', 'переставать', 'смирение', 'ересь', 'книга', 'милостивый', 'мирской']	
n_topics_7	n_topic_4	['повертываться', 'бесплатенощущать', 'символ', 'причислять', 'злополучный', 'совершенствование', 'ибо', 'род', 'телесный', 'бессловесный']	
n_topics_7	n_topic_5	['страждущий', 'твой', 'живой', 'людская', 'человеческий', 'поэт', 'избранник', 'друг', 'даром', 'смирение']	
n_topics_7	n_topic_6	['ученый', 'раскрывать', 'мерещиться', 'скорбь', 'приятно', 'песнопение', 'совесть', 'рука', 'нужный', 'средний']	
n_topics_7	n_topic_7	['поэт', 'живой', 'жизнь', 'дивный', 'книга', 'вместе', 'раскрывать', 'являться', 'благодать', 'становиться']	
