		lda	nmf
n_topics_5	n_topic_1	['жизнь', 'австралийский', 'труд', 'человек', 'время', 'жена', 'земля', 'каждый', 'давать', 'внук']	['книга', 'девочка', 'фрау', 'лизель', 'еврей', 'подвал', 'читать', 'слово', 'год', 'библиотека']
n_topics_5	n_topic_2	['мальчик', 'человек', 'нога', 'отец', 'становиться', 'белый', 'сын', 'хотеть', 'семья', 'первый']	['ятельно', 'лавка', 'кустарник', 'кусок', 'курсы', 'куриный', 'купить', 'культ', 'кулек', 'кулак']
n_topics_5	n_topic_3	['человек', 'мальчик', 'становиться', 'год', 'книга', 'отец', 'сын', 'время', 'день', 'девочка']	['жизнь', 'природа', 'австралийский', 'внук', 'труд', 'устаивать', 'обретать', 'материальный', 'нация', 'заключать']
n_topics_5	n_topic_4	['мальчик', 'сын', 'отец', 'друг', 'начинать', 'самолет', 'решать', 'год', 'принимать', 'нога']	['гг', 'мэгги', 'уезжать', 'церковь', 'священник', 'семейство', 'усадьба', 'карьера', 'жениться', 'становиться']
n_topics_5	n_topic_5	['время', 'человек', 'год', 'ночь', 'начинать', 'девочка', 'становиться', 'друг', 'помогать', 'книга']	['старатель', 'золото', 'рудник', 'роман', 'право', 'борьба', 'жизнь', 'штат', 'олф', 'россыпный']
n_topics_6	n_topic_1	['жизнь', 'австралийский', 'труд', 'человек', 'земля', 'жена', 'внук', 'каждый', 'время', 'давать']	['мальчик', 'самолет', 'отец', 'сын', 'акула', 'нога', 'берег', 'море', 'дюйм', 'отмель']
n_topics_6	n_topic_2	['человек', 'белый', 'семья', 'мальчик', 'лихва', 'попадать', 'узнавать', 'позволять', 'женщина', 'становиться']	['ятельно', 'лавка', 'кустарник', 'кусок', 'курсы', 'куриный', 'купить', 'культ', 'кулек', 'кулак']
n_topics_6	n_topic_3	['человек', 'становиться', 'форд', 'время', 'деньги', 'помогать', 'семья', 'золото', 'жизнь', 'друг']	['жизнь', 'природа', 'австралийский', 'внук', 'труд', 'устаивать', 'обретать', 'материальный', 'нация', 'заключать']
n_topics_6	n_topic_4	['мальчик', 'начинать', 'принимать', 'друг', 'взаимность', 'решать', 'убегать', 'подниматься', 'гипс', 'слышать']	['гг', 'мэгги', 'уезжать', 'церковь', 'священник', 'семейство', 'усадьба', 'карьера', 'жениться', 'становиться']
n_topics_6	n_topic_5	['время', 'ночь', 'начинать', 'человек', 'год', 'друг', 'находить', 'становиться', 'участок', 'девочка']	['старатель', 'золото', 'рудник', 'роман', 'право', 'борьба', 'жизнь', 'штат', 'олф', 'россыпный']
n_topics_6	n_topic_6	['мальчик', 'книга', 'сын', 'год', 'отец', 'девочка', 'нога', 'человек', 'становиться', 'фрау']	['книга', 'девочка', 'фрау', 'лизель', 'еврей', 'подвал', 'читать', 'слово', 'год', 'бургомистр']
n_topics_7	n_topic_1	['жизнь', 'австралийский', 'труд', 'человек', 'земля', 'жена', 'время', 'внук', 'каждый', 'человеческий']	['мальчик', 'самолет', 'отец', 'сын', 'акула', 'нога', 'берег', 'море', 'дюйм', 'отмель']
n_topics_7	n_topic_2	['человек', 'белый', 'семья', 'лихва', 'позволять', 'попадать', 'женщина', 'узнавать', 'мальчик', 'внимание']	['ятельно', 'лавка', 'кустарник', 'кусок', 'курсы', 'куриный', 'купить', 'культ', 'кулек', 'кулак']
n_topics_7	n_topic_3	['человек', 'становиться', 'форд', 'время', 'деньги', 'помогать', 'семья', 'золото', 'жизнь', 'день']	['жизнь', 'природа', 'австралийский', 'внук', 'труд', 'устаивать', 'обретать', 'материальный', 'нация', 'заключать']
n_topics_7	n_topic_4	['мальчик', 'принимать', 'взаимность', 'начинать', 'друг', 'убегать', 'решать', 'подниматься', 'гипс', 'слышать']	['гг', 'мэгги', 'уезжать', 'церковь', 'священник', 'семейство', 'усадьба', 'карьера', 'жениться', 'становиться']
