		lda	nmf
n_topics_5	n_topic_1	['дура', 'человек', 'воспитание', 'порфироносный', 'слуга', 'охотно', 'единственный', 'помощь', 'либо', 'лишь']	
n_topics_5	n_topic_2	['человек', 'глупость', 'жизнь', 'бог', 'говорить', 'друг', 'мудрец', 'старость', 'становиться', 'приятный']	
n_topics_5	n_topic_3	['подательница', 'заблуждаться', 'иметь', 'знамение', 'драгоценный', 'сок', 'дурак', 'щедрый', 'зритель', 'унылый']	
n_topics_5	n_topic_4	['изучение', 'глупый', 'земной', 'изящный', 'доказывать', 'бодрый', 'бахвалиться', 'свободный', 'допускать', 'дурачок']	
n_topics_5	n_topic_5	['настоящий', 'капля', 'предварительно', 'человек', 'заплясать', 'удаляться', 'народ', 'неотразимый', 'долг', 'одарять']	
n_topics_6	n_topic_1	['дура', 'порфироносный', 'воспитание', 'слуга', 'охотно', 'единственный', 'либо', 'лицедейство', 'человек', 'сообразно']	
n_topics_6	n_topic_2	['человек', 'глупость', 'жизнь', 'говорить', 'бог', 'друг', 'мудрец', 'старость', 'становиться', 'приятный']	
n_topics_6	n_topic_3	['подательница', 'заблуждаться', 'иметь', 'знамение', 'драгоценный', 'сок', 'дурак', 'щедрый', 'унылый', 'зритель']	
n_topics_6	n_topic_4	['изучение', 'глупый', 'земной', 'изящный', 'доказывать', 'бодрый', 'бахвалиться', 'свободный', 'допускать', 'дурачок']	
n_topics_6	n_topic_5	['человек', 'настоящий', 'капля', 'предварительно', 'заплясать', 'народ', 'удаляться', 'неотразимый', 'долг', 'одарять']	
n_topics_6	n_topic_6	['боб', 'поэтический', 'охотно', 'господин', 'ложный', 'рука', 'попойка', 'обращаться', 'литература', 'крайность']	
n_topics_7	n_topic_1	['дура', 'порфироносный', 'воспитание', 'слуга', 'охотно', 'единственный', 'либо', 'лицедейство', 'сообразно', 'заплясать']	
n_topics_7	n_topic_2	['человек', 'глупость', 'жизнь', 'бог', 'говорить', 'мудрец', 'друг', 'старость', 'становиться', 'приятный']	
n_topics_7	n_topic_3	['подательница', 'заблуждаться', 'иметь', 'знамение', 'драгоценный', 'сок', 'дурак', 'щедрый', 'унылый', 'зритель']	
n_topics_7	n_topic_4	['изучение', 'глупый', 'земной', 'изящный', 'доказывать', 'бодрый', 'бахвалиться', 'свободный', 'допускать', 'варвар']	
n_topics_7	n_topic_5	['человек', 'настоящий', 'капля', 'предварительно', 'заплясать', 'народ', 'удаляться', 'неотразимый', 'долг', 'одарять']	
n_topics_7	n_topic_6	['боб', 'поэтический', 'господин', 'охотно', 'ложный', 'рука', 'попойка', 'обращаться', 'литература', 'крайность']	
n_topics_7	n_topic_7	['вознаграждать', 'старость', 'родитель', 'ученик', 'сосец', 'изрядно', 'грош', 'верный', 'надевать', 'верить']	
n_topics_8	n_topic_1	['дура', 'порфироносный', 'воспитание', 'слуга', 'охотно', 'единственный', 'либо', 'лицедейство', 'сообразно', 'заплясать']	
n_topics_8	n_topic_2	['человек', 'глупость', 'жизнь', 'бог', 'говорить', 'мудрец', 'друг', 'старость', 'становиться', 'приятный']	
n_topics_8	n_topic_3	['подательница', 'заблуждаться', 'иметь', 'знамение', 'драгоценный', 'сок', 'щедрый', 'дурак', 'унылый', 'зритель']	
n_topics_8	n_topic_4	['изучение', 'глупый', 'земной', 'изящный', 'доказывать', 'бодрый', 'бахвалиться', 'свободный', 'допускать', 'варвар']	
n_topics_8	n_topic_5	['настоящий', 'капля', 'человек', 'предварительно', 'заплясать', 'народ', 'удаляться', 'неотразимый', 'долг', 'одарять']	
n_topics_8	n_topic_6	['боб', 'поэтический', 'охотно', 'господин', 'ложный', 'рука', 'попойка', 'обращаться', 'литература', 'крайность']	
n_topics_8	n_topic_7	['вознаграждать', 'старость', 'родитель', 'ученик', 'сосец', 'изрядно', 'грош', 'верный', 'надевать', 'верить']	
n_topics_8	n_topic_8	['единственный', 'лакомство', 'грамматик', 'ложный', 'истина', 'обращаться', 'прежде', 'бежать', 'жизнь', 'благодаря']	
n_topics_9	n_topic_1	['дура', 'воспитание', 'порфироносный', 'слуга', 'охотно', 'единственный', 'человек', 'либо', 'лицедейство', 'сообразно']	
n_topics_9	n_topic_2	['человек', 'глупость', 'жизнь', 'бог', 'говорить', 'друг', 'мудрец', 'старость', 'становиться', 'приятный']	
n_topics_9	n_topic_3	['подательница', 'заблуждаться', 'иметь', 'знамение', 'драгоценный', 'сок', 'щедрый', 'зритель', 'унылый', 'дурак']	
n_topics_9	n_topic_4	['изучение', 'глупый', 'земной', 'изящный', 'доказывать', 'бодрый', 'бахвалиться', 'свободный', 'допускать', 'варвар']	
n_topics_9	n_topic_5	['настоящий', 'капля', 'предварительно', 'заплясать', 'удаляться', 'народ', 'неотразимый', 'долг', 'одарять', 'человек']	
n_topics_9	n_topic_6	['боб', 'поэтический', 'господин', 'охотно', 'ложный', 'рука', 'попойка', 'обращаться', 'литература', 'крайность']	
n_topics_9	n_topic_7	['вознаграждать', 'ученик', 'родитель', 'старость', 'сосец', 'изрядно', 'грош', 'верный', 'надевать', 'верить']	
