"123_part1" "123_part2" "belov_part1" "belov_part2" "erkhov_part1" "erkhov_part2" "gasparov_part1" "gasparov_part2" "gasparov_part3" "gasparov_part4" "karelsky_part1" "karelsky_part2" "karelsky_part3" "karelsky_part4" "sanovich_part1" "sanovich_part2" "shishkin_part1" "shishkin_part2" "smirnov_part1" "smirnov_part2"
"123_part1" 0 0.809981282775484 0.870570122573169 0.857918583489653 0.968118663383945 1.13046461853188 1.25855581514487 1.25861970049874 1.14323788271954 1.21549468512478 0.997149115254426 1.10512389164266 1.07568356753753 0.963118725899518 0.922371162001513 0.939202749247694 0.96003947304456 0.905605545366112 1.11158590616328 1.06745214259713
"123_part2" 0.809981282775484 0 0.876946160062402 0.955718786450649 1.05334665579652 1.03204173398698 1.27570491919777 1.29711804625394 1.12239141869796 1.32124168337223 1.0084372413686 1.07992434689038 1.18473830663593 1.01059363577944 1.01941946611325 0.951772699495472 1.03313431569478 0.983702220304051 1.18638874137065 1.06583085488591
"belov_part1" 0.870570122573169 0.876946160062402 0 0.785862137428567 1.01845152681017 1.0435442507361 1.20297889299378 1.14039932362929 1.0633652446199 1.21696320510463 0.90528450129581 1.06668500197302 1.02274471007232 0.888918736995669 1.12460720183266 0.922101821628575 0.999672190710004 0.946631520633683 1.1263884791818 1.07233159596489
"belov_part2" 0.857918583489653 0.955718786450649 0.785862137428567 0 1.06717966712778 1.06280906550387 1.1919307064884 1.21310986965291 1.15428833268047 1.14463415627316 0.941270618578888 1.110885765264 1.15611611175825 1.01525405915546 1.0287921094962 1.01110143903686 0.976614961724086 0.936645778977811 1.25184842679253 1.20540089710078
"erkhov_part1" 0.968118663383945 1.05334665579652 1.01845152681017 1.06717966712778 0 0.844555580087797 1.41990199813007 1.1800589960934 1.12506986015391 1.30294599164437 1.06651886716991 1.20488355001668 1.2451685541071 1.09003299130044 1.0293791036162 0.974536792405082 1.2447977728192 1.03172601149564 1.26427445053775 1.2598070941795
"erkhov_part2" 1.13046461853188 1.03204173398698 1.0435442507361 1.06280906550387 0.844555580087797 0 1.37014384461755 1.12013327528484 1.17422297412153 1.26867448241137 1.12137091022011 1.11464323064336 1.1359311044288 1.21855297119731 1.18599212421599 0.980275716180392 1.3058507907223 1.15911484711026 1.35703010199259 1.28170998911994
"gasparov_part1" 1.25855581514487 1.27570491919777 1.20297889299378 1.1919307064884 1.41990199813007 1.37014384461755 0 0.96320699480737 0.817994814469818 0.940015416493487 1.20715895799793 1.35052933157001 1.40092470209756 1.32052996085291 1.4970878018347 1.3578948445294 1.25879043998006 1.45354050296603 1.42085272163447 1.31473347902844
"gasparov_part2" 1.25861970049874 1.29711804625394 1.14039932362929 1.21310986965291 1.1800589960934 1.12013327528484 0.96320699480737 0 0.964180406522606 0.873074082970857 1.2015617810241 1.16429872504632 1.21860849074433 1.22664985823191 1.34463697511249 1.03187903738983 1.25405768294355 1.20188902193249 1.28337521247385 1.1856879484989
"gasparov_part3" 1.14323788271954 1.12239141869796 1.0633652446199 1.15428833268047 1.12506986015391 1.17422297412153 0.817994814469818 0.964180406522606 0 0.967499078733776 1.05809630217705 1.09565451663064 1.20621782620477 1.11538048739762 1.3076071142168 1.25509009723417 1.28307884963453 1.27242107003207 1.25758195151295 1.15036249740975
"gasparov_part4" 1.21549468512478 1.32124168337223 1.21696320510463 1.14463415627316 1.30294599164437 1.26867448241137 0.940015416493487 0.873074082970857 0.967499078733776 0 1.22016952918778 1.18397122876694 1.18794837415578 1.18587245586108 1.31950481889526 1.30575430766179 1.21352047415072 1.27704864235829 1.26352579083156 1.20369780018448
"karelsky_part1" 0.997149115254426 1.0084372413686 0.90528450129581 0.941270618578888 1.06651886716991 1.12137091022011 1.20715895799793 1.2015617810241 1.05809630217705 1.22016952918778 0 1.01197871826696 1.13288179685187 0.785517210614395 1.14370589248949 1.02096412533837 1.08897129951858 1.10745489305528 1.20539219548885 1.16181492853216
"karelsky_part2" 1.10512389164266 1.07992434689038 1.06668500197302 1.110885765264 1.20488355001668 1.11464323064336 1.35052933157001 1.16429872504632 1.09565451663064 1.18397122876694 1.01197871826696 0 0.829851000021622 0.957622098286629 1.18654944202056 1.10818806749205 1.18116938097156 1.13141138692181 1.24539113454297 1.03348785074643
"karelsky_part3" 1.07568356753753 1.18473830663593 1.02274471007232 1.15611611175825 1.2451685541071 1.1359311044288 1.40092470209756 1.21860849074433 1.20621782620477 1.18794837415578 1.13288179685187 0.829851000021622 0 1.04350141388105 1.18697691916706 1.21982757243846 1.17334855838474 0.912147732146214 1.32944639481125 1.24604753192723
"karelsky_part4" 0.963118725899518 1.01059363577944 0.888918736995669 1.01525405915546 1.09003299130044 1.21855297119731 1.32052996085291 1.22664985823191 1.11538048739762 1.18587245586108 0.785517210614395 0.957622098286629 1.04350141388105 0 1.03459843496787 1.05762606648833 1.14139900103286 1.07854692577306 1.01922086517067 1.09100500809135
"sanovich_part1" 0.922371162001513 1.01941946611325 1.12460720183266 1.0287921094962 1.0293791036162 1.18599212421599 1.4970878018347 1.34463697511249 1.3076071142168 1.31950481889526 1.14370589248949 1.18654944202056 1.18697691916706 1.03459843496787 0 0.913812903448527 1.22669154369339 1.06672019797954 1.44111389272508 1.37445491389521
"sanovich_part2" 0.939202749247694 0.951772699495472 0.922101821628575 1.01110143903686 0.974536792405082 0.980275716180392 1.3578948445294 1.03187903738983 1.25509009723417 1.30575430766179 1.02096412533837 1.10818806749205 1.21982757243846 1.05762606648833 0.913812903448527 0 1.125907566804 1.00460225024692 1.16506703027573 1.12363484132085
"shishkin_part1" 0.96003947304456 1.03313431569478 0.999672190710004 0.976614961724086 1.2447977728192 1.3058507907223 1.25879043998006 1.25405768294355 1.28307884963453 1.21352047415072 1.08897129951858 1.18116938097156 1.17334855838474 1.14139900103286 1.22669154369339 1.125907566804 0 0.965084704482922 1.317322017002 1.23800339454544
"shishkin_part2" 0.905605545366112 0.983702220304051 0.946631520633683 0.936645778977811 1.03172601149564 1.15911484711026 1.45354050296603 1.20188902193249 1.27242107003207 1.27704864235829 1.10745489305528 1.13141138692181 0.912147732146214 1.07854692577306 1.06672019797954 1.00460225024692 0.965084704482922 0 1.29622890953313 1.35148087807192
"smirnov_part1" 1.11158590616328 1.18638874137065 1.1263884791818 1.25184842679253 1.26427445053775 1.35703010199259 1.42085272163447 1.28337521247385 1.25758195151295 1.26352579083156 1.20539219548885 1.24539113454297 1.32944639481125 1.01922086517067 1.44111389272508 1.16506703027573 1.317322017002 1.29622890953313 0 0.820465876584021
"smirnov_part2" 1.06745214259713 1.06583085488591 1.07233159596489 1.20540089710078 1.2598070941795 1.28170998911994 1.31473347902844 1.1856879484989 1.15036249740975 1.20369780018448 1.16181492853216 1.03348785074643 1.24604753192723 1.09100500809135 1.37445491389521 1.12363484132085 1.23800339454544 1.35148087807192 0.820465876584021 0
